attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,out
0.7472327761856372,0.4175865710169332,0.5747728134005669,0.4675642330211922,0.6984438435202903,0.4296669626705521,1,4,3,1,4,3,1,1,0,2,4,3,2,1
0.3183882232830247,0.39795008004991334,0.4123430621509899,0.4396446814893157,0.3975722004818293,0.535746855255909,0,0,0,0,0,0,0,0,0,2,4,4,3,0
0.47085696683412914,0.44503179883083377,0.5202437512818706,0.369711113562656,0.5193569691009645,0.49635661010063425,0,0,0,0,0,0,0,0,0,3,0,0,3,0
0.590429256681034,0.48435045069070803,0.449231690188612,0.6519566843799509,0.5099702559124429,0.5124120608447897,4,4,4,4,4,4,4,4,4,3,4,3,4,0
0.6162985734911276,0.5248985550768506,0.42269584489485856,0.4657436719472528,0.46408471829186004,0.48926542475644336,0,0,0,0,0,0,0,0,0,1,3,1,4,0
0.515836152876456,0.35742944659369646,0.5035346515881111,0.5706091014038082,0.5888098053785926,0.6265855994395891,4,4,4,4,4,4,4,4,4,2,4,1,2,0
0.4306031514029149,0.4815680783586488,0.38049571662586146,0.5039701279891751,0.4312140574889278,0.5476194555042367,0,0,0,0,0,0,0,0,0,3,1,4,0,0
0.3193013895359702,0.3677526026953096,0.5504888446480173,0.39603048491703,0.36792777973599017,0.5854380998886961,0,0,0,0,0,0,0,0,0,3,1,3,2,0
0.43773139065978467,0.2598203956147308,0.4156216753647861,0.3820840910014619,0.4247948398460514,0.4897382649669808,0,0,0,0,0,0,0,0,0,1,2,3,1,0
0.5195732531176758,0.44365972215343236,0.5468486713102554,0.3114945357198758,0.5174419760597428,0.5116303529444811,0,0,0,0,0,0,0,0,0,0,2,2,4,0
0.37239003066664167,0.3396502479383781,0.2857029933811829,0.5464099747714065,0.5051092487871462,0.42515988117630815,0,0,0,0,0,0,0,0,0,2,3,3,1,0
0.5322343362257448,0.6094230006718179,0.32930186516504745,0.5334632788422123,0.24699272872245676,0.4749675373469383,1,1,4,4,1,2,4,2,3,3,0,0,0,1
0.602249508563286,0.48928695861452187,0.4578410408427289,0.5089733957377427,0.5688353090198093,0.6635447739843234,4,4,4,4,4,4,4,4,4,1,3,1,4,0
0.4581482966911169,0.3782566166384938,0.39041484230065926,0.3683583768064384,0.4844315987009326,0.5429405544574107,0,0,0,0,0,0,0,0,0,0,3,3,3,0
0.5649331290078121,0.5542881908069722,0.5773987455775412,0.6456414075655597,0.4129407445287384,0.4992739130956356,4,4,4,4,4,4,4,4,4,1,2,2,0,0
0.5952789468149547,0.40508620243518256,0.6307408807265118,0.6379851969880758,0.46295311442056825,0.5221271195950506,4,4,4,4,4,4,4,4,4,2,4,3,0,0
0.5148073394648592,0.5155996958029095,0.44386627386677924,0.42489857963543176,0.7553000497025063,0.7001088942130509,1,0,4,4,3,4,1,1,1,4,1,1,0,1
0.4063046589914098,0.46704502011120286,0.37927331152631516,0.42590004734725107,0.4285454394062457,0.4817381217253637,0,0,0,0,0,0,0,0,0,0,3,4,3,0
0.512532613887801,0.47581801186737493,0.5863251453419261,0.44447869340471946,0.32700012489458263,0.6204069497561254,0,0,0,0,0,0,0,0,0,0,0,3,3,0
0.4027155727319236,0.5130377506378676,0.44822859067607357,0.4789989111630331,0.5456822714363087,0.33678135716876834,0,0,0,0,0,0,0,0,0,4,3,3,3,0
0.4629160092859557,0.40032677347330076,0.5453247678088329,0.390722624178478,0.4453679823266588,0.44835013855745093,0,0,0,0,0,0,0,0,0,0,1,4,4,0
0.6501623557154702,0.501607171656018,0.5074004120475984,0.5929355273339596,0.5482918565503995,0.49375798654498676,4,4,4,4,4,4,4,4,4,2,2,3,0,0
0.38710024654023006,0.47054411608832564,0.5338229325577932,0.5246180653738353,0.4340888237058591,0.5318308845639709,0,0,0,0,0,0,0,0,0,2,4,1,0,0
0.4461554877713591,0.4366730824123346,0.41063677280029043,0.42521846623883314,0.5475617271805867,0.4793933019861454,0,0,0,0,0,0,0,0,0,1,3,3,3,0
0.4398948317941304,0.5838872507315006,0.5639640860011859,0.48032025927600164,0.5441020019865093,0.5547268974724787,4,4,4,4,4,4,4,4,4,4,2,2,2,0
0.3311040239861197,0.520484558870901,0.6694709453226421,0.5309834166792192,0.6097266578088885,0.5207558503897926,4,4,4,4,4,4,4,4,4,2,4,1,2,0
0.5577703308240411,0.6191057852668903,0.41208057594825315,0.5514800759607837,0.5125719557601325,0.4038549119197491,4,4,4,4,4,4,4,4,4,1,3,3,4,0
0.18953868615010783,0.584619679602894,0.37629504673109626,0.4800682559374201,0.3713875687336429,0.5224099206752656,1,2,0,3,3,0,1,4,0,2,4,1,3,1
0.5388147433040863,0.4620294400846423,0.4927767900361738,0.5744800314691133,0.5801034485390713,0.5509477995026556,4,4,4,4,4,4,4,4,4,4,2,1,1,0
0.32141996158107594,0.48777409590713117,0.38171528682515754,0.3630143326710381,0.442139344382727,0.454418268209343,0,0,0,0,0,0,0,0,0,4,4,0,2,0
0.6641621689154977,0.6971734847975224,0.604664313073429,0.5616390263321865,0.4764852393842247,0.6745983371223859,4,4,4,4,4,4,4,4,4,4,3,4,0,0
0.6278360215804673,0.3529044642895097,0.30228476562012285,0.3325661136584215,0.43458458279607115,0.43250104716019433,0,0,0,0,0,0,0,0,0,1,0,4,2,0
0.4283506237979262,0.45951136446924234,0.46369825565787687,0.48000797362576764,0.5660020305433977,0.43439461315311845,0,0,0,0,0,0,0,0,0,2,3,2,0,0
0.4964805324035515,0.4810806490332648,0.4380481724972667,0.5800075112605915,0.5925611825049009,0.4709574194750514,4,4,4,4,4,4,4,4,4,3,0,3,4,0
0.5162462490719871,0.4060138487256407,0.38437242074719297,0.3193942567755018,0.4955796302243377,0.3851843824955762,0,0,0,0,0,0,0,0,0,1,1,3,0,0
0.3495885146258556,0.475188291423679,0.6304481188380421,0.5035969450700357,0.4042721731450041,0.43554407340509727,0,0,0,0,0,0,0,0,0,2,3,2,2,0
0.616515645041136,0.5463752781835451,0.381568631201483,0.6182166850908974,0.5889514935746927,0.668432288318959,4,4,4,4,4,4,4,4,4,0,4,3,1,0
0.5235357753586323,0.5327897605378356,0.44040591048281297,0.4046096656253655,0.45862533268386435,0.34609124391222845,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5774627543677383,0.5447933395017828,0.514106629938379,0.5748890595927546,0.6003813386960162,0.5508591483451193,4,4,4,4,4,4,4,4,4,1,2,0,2,0
0.3855527613178925,0.6420234768937676,0.4360079163988319,0.6661772311446905,0.5199623546466664,0.6523821041160922,4,4,4,4,4,4,4,4,4,3,0,3,1,0
0.3408564688026981,0.6089425874550647,0.4617840622253186,0.5204314996733941,0.48065646283180025,0.636283273071991,0,0,0,0,0,0,0,0,0,3,4,2,3,0
0.47831008565242594,0.5251218727906952,0.590913020210581,0.8200498393667329,0.5372775151875939,0.6511122156556042,0,1,3,2,0,2,2,0,3,0,0,1,1,1
0.5459488403322174,0.4894697100068035,0.5578620551907654,0.6464888357850206,0.5442843339629722,0.5522493229481358,4,4,4,4,4,4,4,4,4,2,3,1,0,0
0.7116395771696845,0.4941438748753664,0.5521042690324226,0.5236148095401726,0.5118000191521138,0.6318790897833806,4,4,4,4,4,4,4,4,4,3,1,1,3,0
0.5889344551865668,0.30218167221269476,0.4112845623569625,0.5228685698345312,0.4313525165216819,0.3387191154863569,0,0,0,0,0,0,0,0,0,0,2,1,0,0
0.6391623931810952,0.6343815919881741,0.4843946974592048,0.6467994375756899,0.4657575311440842,0.6274979941495947,4,4,4,4,4,4,4,4,4,2,4,1,3,0
0.6395118543094768,0.5462432629078481,0.34327295741908687,0.5875042377864346,0.5206490748346655,0.46903791278823015,0,0,0,0,0,0,0,0,0,1,2,2,0,0
0.4012345681538021,0.4763394057470208,0.32025977283833307,0.41963398487111814,0.4124066457045471,0.4489600937220525,0,0,0,0,0,0,0,0,0,1,0,4,4,0
0.5152207305407607,0.4161537669291507,0.4518271324602991,0.4268062439294437,0.5675476552333851,0.47251848890652814,0,0,0,0,0,0,0,0,0,2,4,3,3,0
0.5328164592777618,0.5855116143905879,0.5833652946508512,0.7547076710034094,0.5681538531818245,0.6045440480515577,4,4,4,4,4,4,4,4,4,1,4,1,0,0
0.4606531269913435,0.3505234455558199,0.5619372803465215,0.5193053125845473,0.5188721419857326,0.4874825310887342,0,0,0,0,0,0,0,0,0,4,0,1,0,0
0.5897484824607628,0.4881942243335398,0.5025056428428788,0.5129724967726882,0.5201628370874779,0.4891803705969864,4,4,4,4,4,4,4,4,4,3,1,0,4,0
0.5185419590262348,0.7054146715748195,0.523845977573271,0.5919624510586763,0.6059790439008695,0.6182249248083989,4,4,4,4,4,4,4,4,4,0,2,4,0,0
0.6944485851112396,0.5584994843866498,0.695789528440993,0.6420982177088841,0.45494064768319814,0.43398031472081494,4,4,4,4,4,4,4,4,4,0,4,0,0,0
0.5332979861695883,0.5802334308759493,0.5382056995519525,0.572183502266748,0.5730891302207066,0.58699767152901,4,4,4,4,4,4,4,4,4,3,0,0,3,0
0.5388318685202187,0.5941470476736795,0.5362302424362924,0.6183666231559766,0.5786392859446015,0.4767946312842086,4,4,4,4,4,4,4,4,4,1,1,4,3,0
0.6850933848277903,0.4184871359133753,0.5365143498884746,0.6279568300347839,0.5526643276252045,0.5471522372629666,4,4,4,4,4,4,4,4,4,0,1,1,1,0
0.48013962236970603,0.3023587299005085,0.5066863910570042,0.4702070125858159,0.5280349670907841,0.37505134679999136,0,0,0,0,0,0,0,0,0,2,0,1,2,0
0.4964194341622984,0.33331141540526954,0.3926226612765106,0.5219353626616273,0.44725850961659297,0.579059187549171,4,4,4,4,4,4,4,4,4,0,1,4,1,0
0.4596518317422227,0.45700158358261567,0.6425435963030188,0.5817082902158397,0.5409753655584107,0.5590053153068086,4,4,4,4,4,4,4,4,4,4,1,2,2,0
0.6506231959345977,0.6321867850458688,0.5913394629860017,0.6592326652286931,0.6486707725438376,0.6647119818800448,4,4,4,4,4,4,4,4,4,4,0,3,4,0
0.646167108996162,0.5679328679912707,0.3535841432078412,0.5983164574508745,0.5193868774237578,0.5524252988082082,4,4,4,4,4,4,4,4,4,3,4,2,0,0
0.5151538721283593,0.660038842432054,0.5208102736601612,0.492678628673889,0.6312737222930684,0.5393909018355477,4,4,4,4,4,4,4,4,4,0,4,2,2,0
0.36189834179153674,0.4901129938753942,0.6358680805266421,0.5240741391137337,0.6325939188523808,0.5197756102046529,0,2,1,0,3,4,2,1,1,2,4,4,4,1
0.49827887245159475,0.5141023757616011,0.45772992327581175,0.5095938473186532,0.5512042960546575,0.5301863582849139,4,4,4,4,4,4,4,4,4,3,1,4,1,0
0.5605855556856659,0.5719741601786184,0.48758244528902217,0.4092589759232852,0.44398266459546254,0.4572021700741055,0,0,0,0,0,0,0,0,0,3,3,3,0,0
0.41334426908887345,0.32267076074707823,0.363680363021254,0.33710354398054965,0.5573808158801,0.5450843171231108,0,0,0,0,0,0,0,0,0,1,0,1,4,0
0.5358251784073494,0.6389540959665101,0.5150341379339046,0.5986430170513447,0.49304294148875005,0.579525420424876,4,4,4,4,4,4,4,4,4,0,0,4,4,0
0.467704482525432,0.5545879685132953,0.4855767994159423,0.3566650983033147,0.5181764506046481,0.39343621788689137,0,0,0,0,0,0,0,0,0,3,4,4,2,0
0.19124286846055988,0.45364209069834394,0.3654407183889974,0.46948971008119167,0.3721613425590465,0.4668676814134095,0,0,0,0,0,0,0,0,0,2,1,2,0,0
0.694408192520782,0.635035735003457,0.600311603215616,0.4487296439079946,0.5267070514456617,0.3926940860981578,4,4,4,4,4,4,4,4,4,4,0,3,1,0
0.6932879877872782,0.6301970482109972,0.4668805754979291,0.6305607373880755,0.6091142975754649,0.5578820955083277,4,4,4,4,4,4,4,4,4,2,4,2,1,0
0.5238357490252606,0.4524142744352532,0.5987477354051827,0.4761609715671027,0.42360325980867286,0.7082295743956182,4,4,4,4,4,4,4,4,4,3,3,1,4,0
0.41427338641079686,0.41434114256394045,0.3608300054551508,0.408707061583123,0.5348588881789326,0.5358365769594623,0,0,0,0,0,0,0,0,0,0,4,0,4,0
0.4751426753733703,0.6515537620665585,0.5384616801419891,0.5546107014451328,0.5820862615434361,0.573593500821713,4,4,4,4,4,4,4,4,4,4,3,4,1,0
0.5551052274743827,0.4463228709030313,0.3344231052510532,0.5274096400889096,0.5299447867189426,0.48204395713768056,0,0,0,0,0,0,0,0,0,4,4,4,1,0
0.4629284297257751,0.495700483558832,0.4434436937677301,0.4614050701691885,0.5214737243192653,0.4344609457748858,0,0,0,0,0,0,0,0,0,2,0,4,1,0
0.4536037699500627,0.4888113414367061,0.5359687981238067,0.4150649605669108,0.4684667726718835,0.6189751187706196,0,0,0,0,0,0,0,0,0,1,1,1,4,0
0.4382942553069343,0.3639929949455051,0.401542097253341,0.47242258860052166,0.6782638375576536,0.5161778505503667,0,0,0,0,0,0,0,0,0,4,3,2,1,0
0.49610340310354845,0.4680055744283501,0.4777094511446166,0.5308621723224977,0.5050942726011257,0.7065845712383092,4,4,4,4,4,4,4,4,4,4,2,1,1,0
0.43085460602789044,0.5773592665880325,0.5596977493081867,0.5083749886120876,0.7497563881585132,0.6903577072543123,4,4,4,4,4,4,4,4,4,4,1,1,1,0
0.3428058674358152,0.49039775242776573,0.5799733187564724,0.3243429593302811,0.4521684812341317,0.46824783317909113,0,0,0,0,0,0,0,0,0,1,0,2,2,0
0.602184682269525,0.7092999923351352,0.5598232964299372,0.5016473489808073,0.571886078990189,0.5257206462625532,4,4,4,4,4,4,4,4,4,0,1,0,2,0
0.4581749680552651,0.40953065324409266,0.2884223389751099,0.34209607552927945,0.5425740683515472,0.5743862887349425,0,0,0,0,0,0,0,0,0,4,3,1,4,0
0.43806241640189464,0.4661828704144239,0.5396455820227639,0.2829865553387495,0.5053458777023809,0.44834377028690076,0,0,0,0,0,0,0,0,0,0,2,3,4,0
0.49820559944134074,0.5403500048002878,0.5727116532912269,0.5539759780044192,0.4166821058232253,0.502350726421523,4,4,4,4,4,4,4,4,4,2,3,2,4,0
0.4728822590869614,0.5807973431068082,0.6000066436470455,0.523178002894929,0.5013631105985866,0.601109175090274,4,4,4,4,4,4,4,4,4,2,2,4,3,0
0.5139087172866649,0.6223574730510234,0.7283764592273667,0.6058085856722875,0.528212196438521,0.6909115278534035,4,4,4,4,4,4,4,4,4,0,2,4,4,0
0.582386461154255,0.5660456281228834,0.685596382025521,0.619467252840326,0.5129264839515455,0.5393365144849968,4,4,4,4,4,4,4,4,4,3,3,4,2,0
0.4647782178213824,0.4326069097511395,0.37242584415112284,0.39194622781506705,0.4029949918326969,0.4793991027339257,0,0,0,0,0,0,0,0,0,3,2,4,0,0
0.5270061907581156,0.6311658586610118,0.6856847764331342,0.5413639384887047,0.5860850087526287,0.5932871914880413,4,4,4,4,4,4,4,4,4,1,1,4,0,0
0.4659584755417876,0.5191871874495387,0.5207496798552003,0.5411978454791903,0.44420182838080124,0.4046003569924914,4,4,4,4,4,4,4,4,4,3,1,4,4,0
0.5630852451434992,0.5428822935730475,0.6278809976136726,0.47721799138965315,0.6072199699866037,0.45562169627771204,4,4,4,4,4,4,4,4,4,4,3,4,1,0
0.32627571380668696,0.3873749803896006,0.3790847706357745,0.4595356716393637,0.5086343403358684,0.36081356798819475,0,0,0,0,0,0,0,0,0,4,1,1,3,0
0.5714942152613406,0.5285847451108735,0.37391735060700704,0.46268913564665504,0.6154879812703467,0.502606753356143,4,4,4,4,4,4,4,4,4,2,1,0,0,0
0.4435539032321944,0.3793727386722013,0.4841517602411636,0.5251216935407994,0.5158635733161392,0.3737286153259144,0,0,0,0,0,0,0,0,0,2,3,3,2,0
0.5239490730131997,0.39522233000705753,0.6461106520856716,0.581662588507703,0.666293167563845,0.5288951776768644,4,4,4,4,4,4,4,4,4,0,1,1,1,0
0.5892808835466825,0.6287538039731818,0.5082106027080254,0.5634641733835831,0.7132308042887786,0.5205354508059399,4,4,4,4,4,4,4,4,4,4,3,4,3,0
0.5807142409830732,0.6585576013128541,0.49441344329236236,0.6775599293082478,0.6229321353988121,0.5668299866890776,4,4,4,4,4,4,4,4,4,4,3,1,4,0
0.6238679422950676,0.351989976778301,0.5227974985926283,0.43208950100836085,0.46265956969424726,0.44532207915648514,0,0,0,0,0,0,0,0,0,0,4,4,4,0
0.4368779832735796,0.45811943841048935,0.2575152914759972,0.5994490847665767,0.5727945785862806,0.6184410037269181,4,1,0,3,3,1,4,4,2,3,4,3,4,1
0.6646522256956764,0.4896109446550799,0.5711573899507072,0.6667370392747182,0.6064053035804201,0.4832300610836494,4,4,4,4,4,4,4,4,4,4,2,4,1,0
0.5968257925170898,0.4897834853093823,0.4501454580245234,0.49418651917497125,0.5183124233072713,0.5589409680676546,4,4,4,4,4,4,4,4,4,2,1,4,2,0
0.43725276550199355,0.44660462587400235,0.5298370110158038,0.4269285749036818,0.46246878457162743,0.5462990545690077,0,0,0,0,0,0,0,0,0,3,3,0,1,0
0.4643424497214115,0.5396456528580746,0.5287706527387583,0.32839425172341064,0.2711716733439661,0.328428394940738,0,0,0,0,0,0,0,0,0,2,1,0,3,0
0.2561104148706542,0.5819415528856561,0.4178616901295762,0.31242592362053423,0.45181643324036735,0.3864537093079879,0,0,0,0,0,0,0,0,0,4,2,1,3,0
0.615170415372562,0.36994993586286773,0.6066167928593064,0.5049923958947788,0.44977940710297637,0.6033960289047798,4,4,4,4,4,4,4,4,4,4,3,1,3,0
0.6494533682738621,0.47139879225099246,0.6726154148811543,0.42239050907913367,0.5527530210699735,0.5366970156821723,4,4,4,4,4,4,4,4,4,3,4,2,4,0
0.6376205273328053,0.49510235797782315,0.6044087289589525,0.5901700572817122,0.39907104453074493,0.5390081935674584,4,4,4,4,4,4,4,4,4,3,1,3,2,0
0.5918416806114661,0.5844426078591101,0.367977605393359,0.554659603720737,0.5126458459264405,0.6408345536933266,4,4,4,4,4,4,4,4,4,3,0,0,4,0
0.5453632563079648,0.5292704538348804,0.6191773681783711,0.5558106364987698,0.5560050148143336,0.4285377499033306,4,4,4,4,4,4,4,4,4,1,3,0,3,0
0.4556523573923523,0.41829027910258454,0.4680589619865641,0.3490519112797107,0.5034100588299283,0.32516904206326186,0,0,0,0,0,0,0,0,0,4,1,3,3,0
0.400070838966046,0.5057835384538023,0.38671560779383596,0.42716347004933336,0.6350864681917401,0.45752977632639946,4,4,4,4,4,4,4,4,4,0,2,0,3,0
0.49855526211424206,0.43683705739797757,0.4260640242846249,0.517163582527747,0.4978451088604634,0.4313079520152679,0,0,0,0,0,0,0,0,0,4,4,4,2,0
0.4382689368893788,0.4672768514132585,0.45247420277969713,0.32463276915817896,0.37240888326125265,0.38579351331727835,0,0,0,0,0,0,0,0,0,2,3,1,1,0
0.4972886136446196,0.3876675805253401,0.45761743090918183,0.4185221207381936,0.49769929974762356,0.4679291608537297,0,0,0,0,0,0,0,0,0,1,1,2,2,0
