attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,out
0.551779083427116,0.6873514694738683,0.4877765854998162,0.30342415914788184,0.5422832513283997,0.3179775112683991,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,3,3,4,0
0.5041461323345247,0.4543831569666691,0.4656630736305241,0.4671715626487367,0.48426965999305344,0.4939009486747656,4,4,4,4,4,4,4,4,4,1,0,1,3,0,1,1,3,4,0
0.5263579861580221,0.509188497301259,0.4996606124702896,0.5012973242192401,0.45234610700493155,0.48197241780447775,4,4,4,4,4,4,4,4,4,4,2,0,4,4,2,3,3,2,0
0.4634790050293425,0.7390345646797009,0.1742413244840464,0.4157217202969648,0.4275478987959546,0.6147531664871027,0,0,0,0,0,0,0,0,0,1,3,1,1,1,0,2,2,1,0
0.24076843209944648,0.2613869758713926,0.5659675164824425,0.5632975966691682,0.39232083665231,0.5218670693306091,0,0,0,0,0,0,0,0,0,3,3,3,0,2,3,1,0,4,0
0.4880955479312119,0.44561303214655834,0.565471464161102,0.5148422705691349,0.42615495256765495,0.5667409908165052,0,0,0,0,0,0,0,0,0,4,3,3,3,4,0,0,4,3,0
0.5273016514663631,0.5158981576233652,0.5951083984244476,0.7530327595112962,0.6284761937947085,0.36820272092552725,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,2,3,0
0.5175660940786436,0.5078933137713445,0.524698565987692,0.4963745277309411,0.5054661281824574,0.4799495003545453,4,4,4,4,4,4,4,4,4,1,1,4,3,1,1,4,1,3,0
0.4935564907386393,0.30250632201762295,0.6157557982766241,0.3721672078724307,0.31648605603682933,0.5042127110377244,0,0,0,0,0,0,0,0,0,4,1,2,1,1,1,0,3,0,0
0.23778082181629379,0.3917999363010324,0.5798765154589792,0.5781097469280541,0.5652008429895128,0.708425670971204,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,4,1,0
0.5236307390364259,0.5237006935567904,0.4845045917329734,0.5131357633761023,0.4891470415646757,0.47265998084964894,4,4,4,4,4,4,4,4,4,1,3,1,4,2,2,4,2,2,0
0.5210413680198839,0.5067263995165201,0.4752225437016528,0.49952031263992225,0.5092073594119964,0.5017662772030275,4,4,4,4,4,4,4,4,4,1,2,1,4,4,2,3,1,3,0
0.4663562814912193,0.30090319839674917,0.6482448544447261,0.49296837105575075,0.1368605267799683,0.5817902486786175,0,0,0,0,0,0,0,0,0,3,0,4,1,1,0,1,0,1,0
0.3326069002797626,0.1542234041964885,0.5046802280700775,0.24882287990914187,0.21201254801199737,0.5134071753369904,0,0,0,0,0,0,0,0,0,3,3,3,1,2,2,4,2,1,0
0.4776176155860168,0.49188797331139306,0.5282692710668355,0.5001280530211363,0.4596978534473379,0.5090879048539634,4,4,4,4,4,4,4,4,4,4,2,3,2,1,2,2,0,4,0
0.49720735411148165,0.4608385288102722,0.4840831228437841,0.5256603292819207,0.47526472909477463,0.4951541211902616,4,4,4,4,4,4,4,4,4,0,1,4,4,0,0,1,0,0,0
0.6585097763391063,0.5730702206851154,0.6563603971827673,0.45302322276559615,0.31500240300295357,0.47011815022944936,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,2,2,1,0
0.42993660833590663,0.2798760956470625,0.6740054476917942,0.8471825383706502,0.724831861504903,0.47206849495695474,0,0,0,0,0,0,0,0,0,2,0,4,4,1,3,4,1,1,0
0.4954977983304699,0.4843435664422045,0.48444599623850004,0.5213085194546774,0.48142255796843875,0.5354866141948725,4,4,4,4,4,4,4,4,4,4,0,2,1,2,4,2,1,2,0
0.662125620241508,0.5072003930545984,0.6381013689914059,0.41509756789582486,0.9090753722175554,0.5814510656984986,0,0,0,0,0,0,0,0,0,4,1,3,0,3,4,0,0,0,0
0.29984424152988604,0.4416588895284683,0.35489233177246327,0.3090696520665292,0.49664830281532296,0.44860435268019794,0,0,0,0,0,0,0,0,0,3,4,3,0,0,2,3,4,4,0
0.5850134868164208,0.5660923123600575,0.644387638032893,0.31205300157664806,0.5066735124122871,0.41653509561147084,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,3,1,3,0
0.04713553492698702,0.6129458385790568,0.7933561942072718,0.6403805841696557,0.39422203849864496,0.7637643176549053,0,2,1,4,0,3,4,1,3,3,0,4,4,4,3,2,1,4,1
0.7657828603398384,0.3085744468006543,0.36426127534722097,0.210270259277326,0.553882530884795,0.21932529217404945,0,0,0,0,0,0,0,0,0,3,0,4,2,1,2,0,1,2,0
0.5020511959181413,0.45975498655914593,0.4567369986710513,0.6533316891702512,0.184949565109427,0.45919339195583503,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,2,1,0
0.48251084704721225,0.4889691627143657,0.5453403494050116,0.5056484542649188,0.46453265910809455,0.46741745743719837,4,4,4,4,4,4,4,4,4,0,2,1,4,2,1,0,3,1,0
0.4665865655719734,0.28880179204761824,0.49750153830847693,0.26658986892827685,0.3195599200703403,0.5137933815925498,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,3,4,0
0.5304049444720271,0.5098885882180084,0.47112364669651513,0.49666890051547036,0.5079360350859587,0.5085178279784707,4,4,4,4,4,4,4,4,4,0,1,3,2,2,4,0,3,3,0
0.464755810825403,0.4716846499479366,0.49172271396494577,0.5177621235757676,0.47817126938731946,0.47487530522596194,4,4,4,4,4,4,4,4,4,1,0,1,0,3,0,0,4,0,0
0.39176948850883925,0.47361506171086976,0.5309965610792581,0.3213102018425342,0.6981383635152778,0.41216440985085806,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,4,2,0
0.6080755391326578,0.7349847669166155,0.5728229148260916,0.4742556220843862,0.6101215911181765,0.24665241821957956,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,1,4,3,0
0.4616056719418272,0.5165849724511912,0.5039363099055371,0.47786230373478034,0.5072303690012127,0.5024692625898836,4,4,4,4,4,4,4,4,4,4,2,0,3,1,4,2,0,3,0
0.6645917994921495,0.6720829219955674,0.6168964957446141,0.3397563857311728,0.9304560344129356,0.792132458856394,1,3,3,0,4,2,1,4,1,3,1,4,0,4,0,1,2,0,1
0.5379587892757095,0.5145926747990638,0.5019469913333159,0.5022740743185637,0.4892105039996674,0.5208493365415165,4,4,4,4,4,4,4,4,4,4,1,4,3,2,2,1,3,2,0
0.6545321346427215,0.6666418816289421,0.5718218907114468,0.43440722439136714,0.6751142217208211,0.3945395114302702,0,0,0,0,0,0,0,0,0,4,3,2,3,3,4,4,4,1,0
0.5203872119382977,0.5685649784053832,0.39540909737046315,0.377686077193925,0.4427967888274055,0.005842995995542666,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,1,0,3,0
0.5112572708705277,0.44895294864936724,0.4317525890882357,0.5298135194692155,0.7147654576993786,0.5493538338145283,0,0,0,0,0,0,0,0,0,3,0,4,4,4,3,2,0,0,0
0.4970662757018551,0.5081266435366859,0.4897338243825223,0.5170862786669853,0.5120559261974267,0.4921743451854278,4,4,4,4,4,4,4,4,4,3,3,4,2,2,2,4,0,4,0
0.1580319157991315,0.34545217869343736,0.4644370952627911,0.09960928182945389,0.3907514632311752,0.5843334954317063,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,3,2,4,0
0.8112218616568425,0.14314881062103768,0.6214005449680381,0.6380488856262501,0.18593287196245528,0.4630667619555556,2,1,0,1,0,0,0,2,3,0,1,0,4,3,4,3,4,4,1
0.6263924728542336,0.7222071626904338,0.6611430347400038,0.3257136279699532,0.42251432274813594,0.4199967458550936,0,0,0,0,0,0,0,0,0,3,4,1,4,0,4,1,3,1,0
0.5758651732368009,0.41391508783898884,0.2565270540157636,0.7791250568981227,0.5562037621753744,0.5018182955451076,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,2,2,3,0
0.8622776667009269,0.39389992141141306,0.7269008404924236,0.6524050525273755,0.6420902232257921,0.7669661034633937,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,4,4,4,0
0.5045599302818626,0.49169500388079224,0.4365046009280189,0.5024785958915385,0.5229517998151361,0.5070952143894882,4,4,4,4,4,4,4,4,4,3,1,4,3,4,2,4,0,1,0
0.5246113345016408,0.44850966735909087,0.49170176592845266,0.5260556942699505,0.5117805330021329,0.4726189060373482,4,4,4,4,4,4,4,4,4,1,2,1,4,0,3,2,2,4,0
0.5369901678745314,0.5903373886110895,0.6683070441177345,0.252928296356011,0.40731324467723884,0.4013347002998546,0,0,0,0,0,0,0,0,0,4,3,0,3,3,1,0,2,4,0
0.6134933411646675,0.43081447441257575,0.3591632436723785,0.6444986412885357,0.5096492895104152,0.4742308875933069,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,3,3,2,0
0.47744732969864584,0.7072988245396981,0.6037063554204201,0.36660249146614254,0.2516405144064679,0.3748301860846179,0,0,0,0,0,0,0,0,0,4,4,3,4,2,2,3,3,2,0
0.5054153141261047,0.5412943653936885,0.4954351773443542,0.488227245597049,0.4512099051989894,0.4519827477130155,0,4,0,1,1,1,4,1,2,2,4,4,4,2,3,1,2,4,1
0.45594935224858346,0.50888644407305,0.517915060076771,0.531547530853432,0.5008809098836461,0.49225442372911027,4,4,4,4,4,4,4,4,4,1,2,3,1,2,0,1,1,0,0
0.5064724882065225,0.49217039402769347,0.4788310735301104,0.536413308742149,0.5220253619387535,0.4960926138704438,4,4,4,4,4,4,4,4,4,2,4,1,1,2,3,3,3,3,0
0.4894035635523525,0.33392915357031927,0.21519609491995823,0.3406608991094483,0.6070063024857487,0.6426900211567093,0,0,0,0,0,0,0,0,0,2,2,4,3,2,3,0,4,1,0
0.4878281396141775,0.4764200153812234,0.5116918619701629,0.49857200344333724,0.5091784768265191,0.4880276931737604,4,4,4,4,4,4,4,4,4,1,1,4,0,4,2,1,2,4,0
0.6099107868475458,0.20408464733624115,0.4813331874554054,0.41238565241935315,0.4233251334162712,0.3787562190193082,0,0,0,0,0,0,0,0,0,3,3,2,3,1,3,3,1,1,0
0.5011080452357635,0.48617697547791455,0.5058429168077014,0.4999463749029668,0.49219552849999243,0.4813521979547579,4,4,4,4,4,4,4,4,4,3,4,3,3,3,1,4,3,1,0
0.3631511866567969,0.4715002883625522,0.5703891891574551,0.34426946243849543,0.3924489765655301,0.5901327764598608,0,0,0,0,0,0,0,0,0,1,0,3,4,3,0,1,2,0,0
0.7015636874862711,0.49987305259131765,0.4351271567857277,0.1288225758769715,0.6789628008960331,0.5811542025291625,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,0,0,0
0.5404582828644473,0.5697984167337923,0.6457110669982082,0.40748435403604016,0.6313313241127316,0.8189883070668882,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,0,0,1,0
0.41983393748304104,0.30372764483996123,0.23230435670333394,0.6532733520734101,0.5359749977179726,0.6764087879892206,0,0,0,0,0,0,0,0,0,3,2,4,0,1,0,4,3,2,0
0.3147598425987855,0.5032245204169793,0.6660813895428049,0.34117786402478456,0.33516312531321213,0.7302182804003264,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,1,2,3,0
0.42326471473078925,0.6563130812522369,0.5102861415237596,0.39265867691544004,0.762842289089807,0.3295939583526959,0,0,0,0,0,0,0,0,0,3,4,2,3,1,0,1,0,1,0
0.5039194103370694,0.5427335338845,0.48323898264940285,0.5069804835418711,0.4929831836229608,0.5068420611925313,4,4,4,4,4,4,4,4,4,3,4,0,1,1,0,1,0,1,0
0.5914987920022755,0.43952284877133746,0.2886070507247113,0.4374230560225793,0.4279462437253738,0.541642050370124,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,2,0,0
0.5052714479123531,0.2339884680747622,0.7043169292761792,0.22366057149706448,0.4767072357808397,0.7656111327450115,0,0,0,0,0,0,0,0,0,3,0,3,3,2,4,4,2,4,0
0.5045286723693628,0.5018909958541813,0.503284929486071,0.517984661809666,0.5072367086557431,0.502837754480123,4,4,4,4,4,4,4,4,4,0,2,0,4,2,1,1,3,2,0
0.4739751651764239,0.5659634470379611,0.41773710613136716,0.6300290481198216,0.2563032721690539,0.3503863714916037,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,4,2,2,0
0.4915479395209748,0.4873200062154212,0.49290738528319034,0.503530669153718,0.4960867414080747,0.5302344755936569,4,4,4,4,4,4,4,4,4,0,0,4,2,0,2,2,2,0,0
0.5134793781103482,0.5229953013125775,0.5047176299892101,0.5193886489175678,0.48205816465072987,0.49890739329989076,4,4,4,4,4,4,4,4,4,1,1,3,2,0,2,3,1,2,0
0.20752775040571392,0.5726919081620563,0.40999207571554,0.37617466703731933,0.4047925452133405,0.4365878343687068,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,0,2,0
0.34711680875683515,0.6007785340632728,0.6491077776106429,0.32037333022901426,0.7074899641716177,0.6433572371588756,0,0,0,0,0,0,0,0,0,4,4,1,2,4,2,0,3,2,0
0.47531606741971516,0.5003798991801709,0.5258577688599775,0.5159052241052711,0.46687434513922693,0.5144192690865641,4,4,4,4,4,4,4,4,4,0,2,0,1,0,0,1,3,2,0
0.5126466540838343,0.5170790837709315,0.49030114874187675,0.5298215902533877,0.5415541105506434,0.47322042171405804,4,4,4,4,4,4,4,4,4,1,4,1,0,4,0,2,2,4,0
0.4237604301992016,0.5095972455202253,0.31614249841200126,0.5930531952642575,0.7065868674074867,0.3956976974288203,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,4,2,1,0
0.6064480685643368,0.38707434552638037,0.4320792802832908,0.5290163575336563,0.5277905275695619,0.6140437816826152,0,0,0,0,0,0,0,0,0,2,4,0,2,2,0,4,2,4,0
0.6292288137106817,0.550382261624114,0.2948347423427791,0.20059730627478223,0.5105782903578331,0.7213646373689323,0,0,0,0,0,0,0,0,0,3,2,4,1,2,2,1,3,2,0
0.7332645664609254,0.5910391788273177,0.5128156505581044,0.2107741599130134,0.27562274736947423,0.5185502896040465,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,2,3,3,0
0.5125930824158311,0.519214822924482,0.4773511576383268,0.4839030630668369,0.5042158125781144,0.47029406984400224,4,4,4,4,4,4,4,4,4,0,4,1,3,3,1,2,0,2,0
0.5820938056635643,0.4466015558210922,0.2808477834511473,0.559773968786198,0.4041698624606379,0.590288064720266,0,0,0,0,0,0,0,0,0,3,0,3,2,2,0,2,3,1,0
0.31329784942700634,0.3700509893096522,0.3678320684628542,0.4396501959778683,0.3718393475076124,0.48144919334098774,0,0,0,0,0,0,0,0,0,2,4,2,4,0,3,0,2,3,0
0.5245370149183622,0.5223234950665759,0.7577003752362417,0.4585032596443445,0.5632671973744705,0.5310736400220183,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,0,3,0,0
0.6843953700048746,0.5115719438791193,0.3409554529686992,0.4762918585302195,0.2695238879025761,0.5863686488141435,0,0,0,0,0,0,0,0,0,3,3,4,0,2,4,1,0,1,0
0.6257674263086199,0.6157762487614539,0.5302641585435979,0.5821684021905293,0.500434455624842,0.1680293356599618,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,3,3,1,0
0.5238398940927818,0.5370991773138468,0.5197581766771104,0.4863101115760617,0.5051375302539157,0.5000743322306128,4,4,4,4,4,4,4,4,4,1,1,3,4,4,2,4,0,3,0
0.1412235432494383,0.49410134694120134,0.5459049297180305,0.3247533026631822,0.8736797157579723,0.5898777605787786,0,0,0,0,0,0,0,0,0,3,4,3,1,2,4,0,3,3,0
0.5208801581717325,0.5239080224687536,0.460779119804699,0.4687159485511706,0.4713870346729022,0.47261291556203777,4,4,4,4,4,4,4,4,4,2,0,0,4,4,4,4,1,4,0
0.4945546343726669,0.5049321974554697,0.5246490881865163,0.5181285643637091,0.46697219578685506,0.5112335894597746,4,4,4,4,4,4,4,4,4,3,0,1,0,0,2,1,2,1,0
0.38798805034789424,0.2830808648040759,0.15484886909295392,0.6935539747184051,0.5011131367466354,0.30589273782812654,0,0,0,0,0,0,0,0,0,1,4,3,4,1,4,1,3,1,0
0.5193192582637712,0.4920396551763657,0.5047827381680692,0.481182366786819,0.49896916999178853,0.4844623995123102,4,4,4,4,4,4,4,4,4,4,0,0,3,2,1,2,4,4,0
0.4822971952725497,0.5016555435588237,0.48777720166073896,0.49638353098957266,0.5046571715022997,0.5005220866526418,4,4,4,4,4,4,4,4,4,1,0,2,2,4,0,1,1,1,0
0.4671927681900394,0.5057979173795157,0.5023851729301752,0.48649002191491264,0.4783920285636763,0.5044575804179556,4,4,4,4,4,4,4,4,4,3,3,1,3,3,0,1,3,2,0
0.5509080340939004,0.36632799738386623,0.4182316535184696,0.32128662114265205,0.4919122006393972,0.6636137598744105,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,4,4,0
0.46092886331975796,0.4789517304892028,0.508024125016251,0.4939862071429829,0.5013177811816618,0.4805998971339947,4,4,4,4,4,4,4,4,4,1,4,1,4,4,2,0,0,2,0
0.7285002121715367,0.2546499925089494,0.5125407081901409,0.5103043726220082,0.38125136756729355,0.2102532418334503,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,3,0
0.4578539540132279,0.5080465110181702,0.5311451593223044,0.5052126772100617,0.4743037141321597,0.4789103551716882,4,4,4,4,4,4,4,4,4,2,1,2,1,3,3,3,1,1,0
0.5425397645723873,0.5295626129929049,0.8357630147659616,0.5951198652865645,0.36505537916115116,0.6634711280572858,0,0,0,0,0,0,0,0,0,0,2,3,4,4,2,0,0,2,0
0.4936089918712684,0.5053544262360111,0.5019006472988451,0.5081551948971118,0.49522110835785027,0.5127478700800903,4,4,4,4,4,4,4,4,4,0,1,2,3,4,0,2,2,2,0
0.7568628288470025,0.31517624969333446,0.44993272836718434,0.5590484740390059,0.5113150478038229,0.8090926655041766,0,0,0,0,0,0,0,0,0,4,4,1,4,2,0,0,0,1,0
0.44612826500445535,0.7285366132266852,0.47992865351645336,0.6605395138561946,0.3196658037555944,0.2690795179666598,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,4,2,0
0.47169326051866217,0.4766880254623633,0.3343350105750903,0.6202726430760578,0.8370877843826962,0.34484344037928616,0,0,0,0,0,0,0,0,0,3,4,3,2,3,1,3,2,4,0
0.6658931699390582,0.34159417077736554,0.48669570533428413,0.678756631477114,0.548708219700365,0.5358769729547541,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,1,0,0
0.5476048376429533,0.5373801935542332,0.514091950504521,0.19558107038474692,0.2342733797662362,0.3891436627427682,0,0,0,0,0,0,0,0,0,4,2,1,2,4,2,0,2,1,0
0.46079057888892583,0.49581058566380953,0.5232689702788408,0.5094832416490604,0.47747653799746353,0.5202841214820629,4,4,4,4,4,4,4,4,4,4,1,3,4,4,0,4,1,4,0
0.4035334782802789,0.7230427987908218,0.5523731091479356,0.5231067980555993,0.5236117240547384,0.56477121873661,0,0,0,0,0,0,0,0,0,2,3,4,2,1,3,3,0,2,0
0.3034595241637187,0.35009477448599646,0.5994784927559917,0.479575835749976,0.32428823263768,0.5219480815343809,0,0,0,0,0,0,0,0,0,1,4,1,4,4,2,0,4,4,0
0.7329250712265649,0.4901912456683991,0.7663722314868877,0.7126057599850131,0.4884250042956675,0.5656515371272726,0,0,0,0,0,0,0,0,0,3,3,1,3,3,2,4,3,3,0
0.8892358770358744,0.5568829248651154,0.45653987847090055,0.30412152034783974,0.6528854906412308,0.5927286471846183,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,4,3,0
0.4409017281252292,0.5564337712605875,0.4181076750574715,0.46640908891169536,0.4304120988844625,0.6414303542939715,0,0,0,0,0,0,0,0,0,1,3,3,4,4,2,0,4,2,0
0.635999096711396,0.4581501648928893,0.6132161456469278,0.32588486571553565,0.7835045458067769,0.45038378784896466,0,0,0,0,0,0,0,0,0,4,1,0,2,1,1,2,4,3,0
0.43061484389189086,0.4320924818841091,0.6303662217356976,0.3383835044015485,0.23837946343178534,0.4066213231098142,0,0,0,0,0,0,0,0,0,3,4,1,1,3,3,1,1,3,0
0.5404418169558867,0.5544007108592759,0.5171491349128844,0.5011662220191738,0.4917339103047023,0.5220085892484272,1,3,1,3,4,4,4,4,2,2,3,3,3,4,4,3,2,4,1
0.536179170359702,0.42265314333122866,0.23895483098963832,0.24463819253786967,0.38004785292812965,0.4527266770050181,0,0,0,0,0,0,0,0,0,1,3,0,4,4,3,4,4,3,0
0.7250593772066741,0.38405333306795086,0.5600526237039969,0.4629102213787282,0.3304950242887206,0.44430052071967235,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,1,1,3,0
0.35236898902203995,0.32481574161320875,0.7287717293939665,0.2792108582577858,0.1933277704862113,0.42040126228502495,0,0,0,0,0,0,0,0,0,1,0,2,3,1,4,1,4,1,0
0.5213150928966681,0.48285787656295676,0.5065905391621732,0.5131838464477035,0.5097775920488483,0.5275494029497739,4,4,4,4,4,4,4,4,4,0,1,4,1,3,0,2,1,0,0
0.48945860639004163,0.5190231480217342,0.4887513665545898,0.4698704483039728,0.5037029176037507,0.5020920317523944,4,4,4,4,4,4,4,4,4,3,2,2,2,0,1,3,1,2,0
0.3479294032333261,0.5391723270302043,0.2786758869189526,0.3302599950348617,0.5451498744399379,0.2175680007556648,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,2,2,1,0
0.3206286331479669,0.47697694992997525,0.4019600445399692,0.5991707225438793,0.3564848889689112,0.6102337137477508,0,0,0,0,0,0,0,0,0,4,4,3,4,2,1,0,0,0,0
0.48344179990412073,0.49042703751525696,0.4863902476811739,0.5221315448113625,0.48957796393863506,0.5029108821864517,4,4,4,4,4,4,4,4,4,2,0,0,1,3,4,0,2,0,0
0.2682968652326376,0.35476138141169355,0.5000190773458685,0.3342730665575532,0.5581219256280009,0.15806293243976316,0,0,0,0,0,0,0,0,0,2,3,3,4,2,4,1,4,4,0
0.49128809249596517,0.5097886291276258,0.4887670668869686,0.5069369829680092,0.5103696491227924,0.48826426708449167,4,4,4,4,4,4,4,4,4,2,2,2,0,3,1,2,1,3,0
0.5087568078062094,0.49834042581004934,0.5058796744881732,0.48710745578470355,0.5219551744876464,0.5164674398227372,4,4,4,4,4,4,4,4,4,0,3,3,4,2,2,1,4,3,0
0.655441677312894,0.3232550115313707,0.6280417932724353,0.10610467254300993,0.5487609500707178,0.6427054430298533,0,0,0,0,0,0,0,0,0,4,0,1,2,2,4,2,3,3,0
0.510720710513304,0.48250746426314556,0.5350083926596717,0.5081008306484325,0.486053892738436,0.4537239473195391,4,4,4,4,4,4,4,4,4,0,4,4,3,2,3,0,1,2,0
0.5174678902557717,0.5068882177917337,0.48559360102500626,0.5083898488770033,0.48314176140044784,0.49767876330457445,4,4,4,4,4,4,4,4,4,3,2,4,0,3,4,0,2,1,0
0.5301281820404592,0.5146144166734513,0.5127950758952612,0.4953857107709542,0.47340131193333734,0.4773170759664071,4,4,4,4,4,4,4,4,4,1,3,1,2,2,1,1,3,1,0
0.47545574996479384,0.6883902717943988,0.5729595665628089,0.6697850390308842,0.46278813573603256,0.35833273818985356,0,0,0,0,0,0,0,0,0,4,3,2,3,3,4,0,1,3,0
0.5015603932640925,0.4935226468617046,0.5096597311611546,0.5011373118152709,0.5010953859768019,0.49036286589838834,4,4,4,4,4,4,4,4,4,4,3,4,4,0,4,0,2,0,0
0.7291883600990726,0.34346966378795374,0.8927558154389664,0.3565108700638335,0.29255678075587915,0.41727150155872494,0,0,0,0,0,0,0,0,0,3,3,0,2,4,3,4,4,3,0
0.4403552060793669,0.3066948438383124,0.42245803308495083,0.7054255236044471,0.5732909104786821,0.6757742788607998,0,0,0,0,0,0,0,0,0,2,1,0,2,3,1,4,2,1,0
0.503305465345218,0.5104402659016142,0.5177637327445225,0.502760663085866,0.5198813783326106,0.5135144374506241,4,4,4,4,4,4,4,4,4,0,4,0,2,0,2,2,2,1,0
0.5172564840710123,0.5310852235581047,0.45602896969609424,0.5085419721942042,0.498858885564174,0.47701971905902013,4,4,4,4,4,4,4,4,4,4,0,0,1,0,3,4,0,4,0
0.5681592576175316,0.08322638427935797,0.5295503650409094,0.7728637250572812,0.6346769456284831,0.7845417233157491,3,0,1,3,4,2,1,1,3,0,4,1,0,2,2,2,4,3,1
0.3403193592653424,0.8019455482085356,0.512342862833046,0.5569088724652643,0.5053499361417747,0.5886941980512419,0,0,0,0,0,0,0,0,0,4,0,4,1,0,4,2,0,2,0
0.6010753252242103,0.5430619131509417,0.4805743306586081,0.4853663891456427,0.6093759079236039,0.39464133748618574,0,0,0,0,0,0,0,0,0,3,4,2,2,0,2,2,1,4,0
0.49848383158985715,0.5001986778102872,0.5221698787545093,0.5005933837980133,0.5110039116708733,0.47810277587760136,4,4,4,4,4,4,4,4,4,2,1,4,2,3,2,2,3,1,0
0.7087134842373705,0.566344221063215,0.4850201129266143,0.6712965652823024,0.6477036620942834,0.5059756573982185,0,0,0,0,0,0,0,0,0,4,2,2,2,3,0,2,1,4,0
0.46277302390312625,0.5254757934114562,0.5414343160706183,0.47623330538862624,0.4897017352693569,0.4666175108984529,1,4,2,0,1,4,0,4,4,4,2,4,4,3,2,4,2,3,1
