attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,out
0.608796390954011,0.8261344589092939,0.657039990394972,0.8239433281044929,0.7354302908698153,0.3737111547581008,4,4,4,4,4,4,4,4,4,2,4,2,3,2,3,0
0.2238440533420021,0.22383083892231526,0.2934536847810369,0.4466912639166972,0.11022238063850423,0.6916542280085536,0,0,0,0,0,0,0,0,0,2,2,4,0,1,2,0
0.019779447029369207,0.11836446601789294,0.3212984370715675,0.18209394299237233,0.2990483670500187,0.7585746004752734,0,0,4,4,2,0,3,2,3,3,3,0,2,2,3,1
0.2030364445434026,0.2809985599010446,0.24532610344484004,0.14413248894294897,0.21080481116997662,0.7587487077050894,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0
0.28111908480329656,0.389557122199556,0.2191643298492827,0.23959793543632493,0.19833237174373308,-0.05912836406912816,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,0
0.9012838952672863,0.756475807724698,0.7635711659023521,0.8249606925698799,0.769784732095837,0.03507748297555245,4,4,4,4,4,4,4,4,4,1,0,4,0,0,1,0
0.6611971792547016,0.7541866537139899,0.8577615800797901,0.7184881516854666,0.7386143258130714,-0.018488371462998657,4,4,4,4,4,4,4,4,4,3,3,3,2,1,1,0
0.17525164241820118,0.16325513458207055,0.1558811851449142,0.37828075515087733,0.1652864366366299,0.8840985338858525,0,0,0,0,0,0,0,0,0,0,2,4,3,2,4,0
0.8280730806465162,0.7665247715504621,0.7513727764277413,0.7320225236959291,0.5908796647066421,0.6428301857298218,4,4,4,4,4,4,4,4,4,1,3,0,0,3,1,0
0.3089102171681894,0.24332550115978144,0.3886407770680879,0.2315514398100046,0.12441522297744842,0.7201306180431377,0,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0
0.6698790074422154,0.7630735860523217,0.7189298596563272,0.7573581312527382,0.754161965471319,0.41930687643726433,4,4,4,4,4,4,4,4,4,1,0,4,3,3,4,0
0.8140020951735517,0.547854390891927,0.760888117189932,0.8141744857280352,0.8504866480696333,0.9782613321479205,4,4,4,4,4,4,4,4,4,0,3,1,1,3,4,0
0.13643665360182855,0.29553435005051615,0.22303922009465962,0.15976600030689375,0.31846951207673235,0.7295916565359581,0,0,0,0,0,0,0,0,0,4,1,1,2,1,3,0
0.37153438038416864,0.23257268745422485,0.23407948444502033,0.2100545075662138,0.14478931573958645,0.883415758866168,0,0,0,0,0,0,0,0,0,2,3,4,4,4,1,0
0.23577050517435283,0.29208474734705925,0.4006462659394169,0.2519782846827702,0.27181869257945235,0.7228678691687123,0,0,0,0,0,0,0,0,0,3,0,1,4,3,1,0
0.7805915393907389,0.5700948317960006,0.7427702013104943,0.5796089296462854,0.6765233015283416,0.9563727295266211,4,4,4,4,4,4,4,4,4,3,3,1,1,0,1,0
0.2846727783443688,0.294625487115066,0.24433923046413047,0.1519797917199232,0.2628293073747534,0.39007730156602854,0,0,0,0,0,0,0,0,0,4,0,0,2,3,1,0
0.7238587148442299,0.8330405925686802,0.8007922368037622,0.866745476362055,0.7187658664766624,0.35361952142983905,4,4,4,4,4,4,4,4,4,1,3,3,4,3,1,0
0.7361899392303579,0.6739824949888559,0.7235935478011838,0.8482758934594163,0.8438524551500187,1.0778005751498367,4,4,4,4,4,4,4,4,4,3,2,0,4,4,4,0
0.6446286387251378,0.6840764109465014,0.6353562308303741,0.7803908877350085,0.7233770824620328,-0.02419507624212306,4,4,4,4,4,4,4,4,4,1,2,1,2,4,2,0
0.08577888889367949,0.1614508630046704,0.24911162192618425,0.3289042514164573,0.21063940588189184,1.1068399083062257,0,0,0,0,0,0,0,0,0,3,2,2,1,4,0,0
0.3075462078705814,0.28983960345314946,0.35517430356943996,0.366530775245587,0.28853892883913423,1.0401998485496402,0,0,0,0,0,0,0,0,0,3,4,0,1,4,1,0
0.30053931378715454,0.24188541947507441,0.405003566707007,0.28727306531400054,0.29054384544437606,0.7460060159314916,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0
0.40452400259141813,0.39961455055268136,0.17797461067120085,0.3694898817241606,0.10909396209941155,0.91764335571735,0,2,0,3,0,1,4,0,1,1,0,0,1,0,2,1
0.9432453374414063,0.9135220109097796,0.7340600683422398,0.8235076910466916,0.8788168662011329,1.0507765295562523,2,0,2,4,1,2,1,0,3,1,3,3,1,0,2,1
0.6625140056500818,0.653327495630408,0.7234148499752873,0.6954148499277139,0.6836213131819588,0.7037547074595483,4,4,4,4,4,4,4,4,4,4,4,0,3,0,0,0
0.8467296558890012,0.7943561828528856,0.6404397430978309,0.7172143731173645,0.812396507246498,0.8288658094804524,4,4,4,4,4,4,4,4,4,1,4,3,1,1,0,0
0.6508015365836607,0.7294952334075144,0.7070917872510687,0.7491428486227484,0.8526095648785406,0.5450197215377814,4,4,4,4,4,4,4,4,4,4,1,2,2,1,2,0
0.7110751957165229,0.7223223464988716,0.9039115954676753,0.8952798042629595,0.7588943059516583,0.5025151301908406,4,4,4,4,4,4,4,4,4,2,0,1,4,2,4,0
0.7177487462091418,0.6571781453159793,0.7136254484713297,0.7539527482586842,0.938272693919095,1.0896868302966336,4,4,4,4,4,4,4,4,4,3,1,0,0,1,4,0
0.6668797410610336,0.5747268864484738,0.7180733551139232,0.6735033543845957,0.7512482201902377,0.39733820357306343,4,4,4,4,4,4,4,4,4,3,2,3,1,2,4,0
0.8780011044258313,0.8850616684252155,0.7203585718132036,0.7419611517251672,0.7999018201789003,0.9380732851614311,4,4,4,4,4,4,4,4,4,3,4,1,4,3,3,0
0.8752750861644609,0.6228597134838281,0.8623218799051455,0.8569950679602525,0.7850163567670174,0.923692845832075,4,4,4,4,4,4,4,4,4,0,0,4,2,2,3,0
0.8333472064004647,0.7474133187129907,0.8235946844669371,0.5945507266053881,0.809306346153858,-0.06885611852513687,4,4,4,4,4,4,4,4,4,4,0,0,3,3,2,0
0.14673850091348958,0.20315860934587096,0.2939047129002384,0.20474737632772033,0.20894828463644066,1.0174840359193857,0,0,0,0,0,0,0,0,0,1,4,4,0,1,3,0
0.7192901081416652,0.6138210639166584,0.8542895282414376,0.7143049783242664,0.8662949285733559,-0.006419936564104348,4,4,4,4,4,4,4,4,4,3,2,2,3,2,2,0
0.7551577716113735,0.7114137949781002,0.6991076300932529,0.6851246579075534,0.7023947873886865,0.6733875413748478,4,4,4,4,4,4,4,4,4,1,1,3,2,2,2,0
0.6976038928247614,0.6703730275676942,0.9012635185838568,0.6602185335960329,0.6893975029106438,-0.052709013281466044,4,4,4,4,4,4,4,4,4,0,0,3,4,1,2,0
0.23717861145716881,0.34153757375364546,0.36918042592555944,0.26507994492124876,0.3871902781834077,1.0797680156816942,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0
0.7572757862155604,0.6382465859829153,0.6835102366968252,0.8557934674013499,0.7070779776438987,0.036340298310072155,4,4,4,4,4,4,4,4,4,4,3,3,2,4,0,0
0.7044521339185329,0.6606847941267477,0.7261564289442627,0.7361076216462462,0.7146995819972961,0.4374863390143708,4,4,4,4,4,4,4,4,4,1,2,1,2,0,4,0
0.1857309772254851,0.200472365043338,0.1359526060174279,0.19905923862799368,0.3057711618708929,0.900283228574605,0,0,0,0,0,0,0,0,0,1,1,3,4,4,2,0
0.7094105555031526,0.7526282368148899,0.7779066717045693,0.6601318064666776,0.5956619519585171,0.9493398908997939,4,4,4,4,4,4,4,4,4,0,0,2,1,2,0,0
0.7004986763042791,0.5689065695142206,0.7743353103394989,0.6035024625894785,0.7108954829427627,0.6721670068566326,4,4,4,4,4,4,4,4,4,2,1,3,2,2,3,0
0.2328143735027482,0.26780375520263683,0.1846579557067684,0.32071276477919136,0.32580118312870565,0.8870671313230969,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,0
0.7292670637932602,0.7083412769615797,0.6343437898584391,0.769405042214576,0.6532363717789319,0.855293003069932,4,4,4,4,4,4,4,4,4,1,4,3,2,0,4,0
0.35000616608221496,0.4044464539335608,0.30227717608780863,0.2297590951013339,0.30494369353581996,0.9880420024578596,0,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0
0.8237460824385006,0.7584483921147851,0.6395889551232607,0.6224690514391173,0.773571655656453,0.45553686555181777,4,4,4,4,4,4,4,4,4,1,1,3,2,2,4,0
0.20336362577274167,0.2131554554815975,0.21712274879194263,0.27437413731052884,0.2626964683734692,0.2896449513402519,0,0,0,0,0,0,0,0,0,3,2,2,2,0,4,0
0.29302814018077306,0.24979916259833876,0.3495472290708139,0.25667162091175044,0.17865357018534875,0.7396563868101946,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0
0.7510357806161327,0.8643065078928083,0.7805158968516825,0.6576314811192706,0.8497965149621339,0.3278898294529203,4,4,4,4,4,4,4,4,4,0,2,1,4,4,3,0
0.370804934294075,0.20044338332653933,0.18901259262017162,0.39418021783285,0.2702563878072619,0.06609604016932119,0,0,0,0,0,0,0,0,0,2,0,4,4,4,3,0
0.2699465837246213,0.15485330664232694,0.31105703182533545,0.32713388681887046,0.3387561940934196,0.04303735821241872,0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,0
0.305037417427085,0.2273557074328105,0.3586176382599077,0.23918533263928196,0.16465413986675997,0.18968345379396367,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0
0.2285325927166228,0.4030572549521886,0.15440888142387132,0.09634616510121485,0.30082280335948186,0.9261090159443226,0,0,0,0,0,0,0,0,0,3,1,0,0,3,4,0
0.6359659877047995,0.8473019184486549,0.7343023423181841,0.686466622936949,0.6435310158587335,0.37650232360941815,4,4,4,4,4,4,4,4,4,3,0,2,0,3,1,0
0.26854720219371175,0.29259068598011706,0.33240629856140336,0.22432263436400954,0.42355612011856714,0.18082999044232784,0,0,0,0,0,0,0,0,0,4,4,4,3,1,4,0
0.8388042202345863,0.9065654248545423,0.8454763078117558,0.7668146332437463,0.8723433080854124,0.9405093025506779,4,4,4,4,4,4,4,4,4,2,4,3,4,4,0,0
0.24063940206645001,0.23771321953311556,0.16207544024580525,0.3713125440277002,0.19581461828789146,0.9514484750890366,0,0,0,0,0,0,0,0,0,0,4,1,3,0,4,0
0.20725848346813072,0.2514487455046371,0.20987383877056015,0.18178855117052137,0.21426587880097395,0.36318820371927,0,0,0,0,0,0,0,0,0,1,0,4,1,4,4,0
0.2761753633077669,0.1584748887989346,0.18717151436393945,0.2521136063460474,0.34159670970343514,0.35152667115084135,0,0,0,0,0,0,0,0,0,4,2,4,4,2,3,0
0.5708178789427382,0.7831260472686616,0.7769838043633737,0.7809419996488893,0.5671536836988695,0.2718256180192761,4,4,4,4,4,4,4,4,4,0,0,0,2,1,2,0
0.19907176596020942,0.16475523999400837,0.33036572063136166,0.13536021398361114,0.18138745603414297,1.0474003534328897,0,0,0,0,0,0,0,0,0,4,1,2,4,0,1,0
0.8031687404060041,0.756134755114033,0.7237276789319017,0.8181070193680074,0.6880168831240653,0.5752178290469758,4,4,4,4,4,4,4,4,4,2,0,0,2,0,0,0
0.7729903358762372,0.898322339541086,0.7076752271959518,0.7070591158020088,0.6237706247353191,0.14478414887772736,4,4,4,4,4,4,4,4,4,1,0,3,3,1,2,0
0.7090748189611069,0.7459354611096629,0.7285694024384256,0.8296799932265562,0.8897851304308259,1.0268167535291646,4,4,4,4,4,4,4,4,4,2,3,3,1,1,3,0
0.526304897769789,0.772485819523908,0.6902296604147288,0.6776890459792567,0.788116907065409,0.7097697789749573,4,4,4,4,4,4,4,4,4,0,4,4,3,1,3,0
0.7379281325189229,0.7858024707242012,0.7152655519409106,0.6811502817551813,0.8089695468484975,0.6056996417188301,4,4,4,4,4,4,4,4,4,3,4,4,0,0,0,0
0.7443633116347441,0.6758041648397997,0.7321984414626931,0.8511450743718529,0.7365171338866144,0.2634099808315764,4,4,4,4,4,4,4,4,4,2,4,4,0,0,4,0
0.150698917101571,0.25330476938051455,0.26132959132085914,0.15586994400695914,0.2554607345251842,0.9344770709365209,0,0,0,0,0,0,0,0,0,4,0,0,2,1,2,0
0.6470424069362715,0.6071897996076172,0.7527500435264934,0.823569605982745,0.7259919593419326,0.9848497411266526,4,4,4,4,4,4,4,4,4,0,0,2,0,2,3,0
0.3093123165260689,0.25768661972138546,0.16094067470116225,0.07931917841333255,0.2482130151964787,0.33064330738197073,0,0,0,0,0,0,0,0,0,3,4,4,3,2,3,0
0.21077552928131604,0.10615477508192914,0.24360518423466196,0.1471699711337618,0.28510976892905876,0.7511696283488958,0,0,0,0,0,0,0,0,0,2,2,3,3,1,3,0
0.952944074885029,0.6954015608649579,0.7671686394397935,0.7899829180227763,0.81375006713489,0.5747735471363946,4,4,4,4,4,4,4,4,4,0,3,4,1,2,2,0
0.7377697100073878,0.8750126722361615,0.7499318393046864,0.7892330375713468,0.5658375223105708,0.9311170260066972,4,4,4,4,4,4,4,4,4,4,2,0,1,0,1,0
0.7311247772723203,0.8036543448723638,0.8511255364986268,0.7852977423847031,0.6306086254238822,1.0991284704800937,4,4,4,4,4,4,4,4,4,0,3,2,3,4,4,0
0.6695584079526081,0.6999782150527059,0.8943889664016731,0.6176174715427135,0.9229748626594814,0.7894258920215149,4,4,4,4,4,4,4,4,4,2,1,2,3,4,4,0
0.11844210202814603,0.24900385156300933,0.13862698560667264,0.24316184403176158,0.18371126197448567,0.7950849765116177,0,0,0,0,0,0,0,0,0,2,0,4,1,3,4,0
0.2512106028925798,0.17825851395446252,0.312846253727909,0.19288420934172118,0.02681902879820336,0.47631839962992434,0,0,0,0,0,0,0,0,0,1,4,2,4,2,1,0
0.7594829439173705,0.6769654832045529,0.7413662162726751,0.8136138868625955,0.520765743081864,0.35845004032766203,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,0
0.600509520885121,0.7437721438305519,0.8287405027662537,0.780353708929443,0.7701405194077157,-0.03530101219790264,4,4,4,4,4,4,4,4,4,1,4,0,2,0,2,0
0.7194470769082989,0.7934535594614688,0.7060656615514626,0.671138477807037,0.6100399683761818,0.9270421629470249,4,4,4,4,4,4,4,4,4,3,2,0,4,1,4,0
0.7958804954945342,0.7905442713032947,0.771624002164503,0.6433896501107184,0.8241248113172529,0.24015694843397073,4,4,4,4,4,4,4,4,4,2,3,2,3,3,3,0
0.2492641181197693,0.278015594745353,0.26943760393226673,0.3495205848129166,0.27885292137959317,0.6552623391897805,0,0,0,0,0,0,0,0,0,2,1,2,0,1,3,0
0.7218242820977167,0.7885146046293748,0.7576201732081763,0.6160735809752161,0.7114395176647403,0.25153867351081144,4,4,4,4,4,4,4,4,4,1,3,4,4,2,2,0
0.2874877954405507,0.3839303134292015,0.3327799057979822,0.22114378447506342,0.39591966529427597,0.9369832215067757,0,0,0,0,0,0,0,0,0,1,1,0,4,2,3,0
0.9751025119156034,0.7816059843839324,0.6948723630586213,0.814570769583776,0.759769236284769,0.30188173857957795,4,4,4,4,4,4,4,4,4,4,4,1,4,1,3,0
0.7997520715375497,0.44578455304457637,0.8201416358993353,0.8293971249212558,0.6613231381581671,0.7273911150586885,2,4,0,4,0,3,3,0,2,0,2,3,0,4,2,1
0.6885799796062506,0.7192474961698412,0.7436134267176131,0.7554448440831754,0.7201676904675258,0.40747446968695605,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0
0.7543491283005106,0.7207874406308409,0.6932046297910656,0.6720804890900655,0.8615774077768324,0.6577806502732291,4,4,4,4,4,4,4,4,4,4,1,0,0,3,2,0
0.6525702961011014,0.8140282588245986,0.9543025104325165,0.8348217466937675,0.7222936781480518,0.19446005404852224,4,4,4,4,4,4,4,4,4,3,0,4,3,1,4,0
0.8042849311216089,0.7022881265102079,0.8129042917555515,0.7238760760090557,0.7261920944131558,0.07753346145692361,4,4,4,4,4,4,4,4,4,0,1,3,0,3,1,0
0.12534600476602928,0.18263523606966808,0.33440014356894765,0.26244831777204475,0.19401243852075303,1.0023323678815284,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0
0.20386069395722353,0.1305075179610496,0.223508636747766,0.2019104761013184,0.25785029167138734,0.3859283777677076,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,0
0.2984907623221221,0.3351616121801885,0.09540376052668956,0.19632385863807647,0.08462508737360044,0.03624418779663331,0,0,0,0,0,0,0,0,0,4,0,2,0,2,1,0
0.7008463108937647,0.7677024116499563,0.7771814230961875,0.8556723970272583,0.6052958409053388,0.08819667407756837,4,4,4,4,4,4,4,4,4,3,2,3,1,3,4,0
0.6258129418363263,0.7640436009461189,0.796235885140176,0.7495362330673161,0.886143656906859,0.10957145215860362,4,4,4,4,4,4,4,4,4,0,3,4,1,0,2,0
0.2792413020635203,0.26833873360407823,0.12789101855933002,0.25552322664312566,0.2919688948252338,0.8320097365699577,0,0,0,0,0,0,0,0,0,4,3,4,1,0,1,0
0.196799439615283,0.2002832745908474,0.12762897136945245,0.3233136379192354,0.2509656198565494,0.0767297808917565,0,0,0,0,0,0,0,0,0,2,3,0,4,4,3,0
0.3849653727479443,0.4027475700591924,0.28889247848798266,0.17821882789041865,0.36346003595298626,0.2972215753157895,0,0,0,0,0,0,0,0,0,1,4,3,0,4,3,0
0.8235697359798746,0.777226697598565,0.7806612119587547,0.613024189626995,0.6798943291777069,0.1432756849882083,4,4,4,4,4,4,4,4,4,1,4,3,2,2,2,0
0.6856801154010381,0.7387986832459473,0.7126119228181381,0.47276754908995705,0.7783986839982999,0.780930017068304,3,3,2,4,1,2,0,3,0,0,2,4,3,1,0,1
0.18830427189933452,0.23565194534387232,0.234921045508929,0.2518359813788144,0.33296974307616123,0.2639161707638697,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0
0.10010329041841978,0.15161069490534934,0.1907933820636483,0.35407995311757906,0.12501104667237511,0.4364882070416131,0,0,0,0,0,0,0,0,0,0,3,3,4,0,2,0
0.3565899817905158,0.21351306606022794,0.1542627699757559,0.4001122878541089,0.3916907853279094,0.3739231162396471,0,0,0,0,0,0,0,0,0,3,4,2,0,3,0,0
0.3944533361604158,0.2593188173691171,0.2750013783657936,0.24843305565817023,0.22623471659076586,0.26018372244926485,0,0,0,0,0,0,0,0,0,1,2,4,1,0,3,0
0.30116518459096303,0.38442275257973735,0.32034108385801624,0.15297298358226624,0.2595118935582606,0.6889582325826868,0,0,0,0,0,0,0,0,0,4,0,2,1,4,4,0
0.7474757610559039,0.6929446941674421,0.8318241240075321,0.7031456776455778,0.7251274759153038,0.737394743867158,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0
0.2963224917988098,0.21085361132648908,0.17697564361671053,0.21323429863135362,0.3992060422632774,0.4281070815460734,0,0,0,0,0,0,0,0,0,1,1,4,0,1,4,0
0.1457557163960571,0.2384094201232933,0.3631574560293024,0.2158780838234604,0.272970699215237,0.5908390723032293,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,0
0.9807587357222614,0.8449348432301389,0.7967071959508139,0.6097375787846935,0.7838569878702628,0.3388353569444775,3,0,3,0,3,2,1,0,2,2,1,1,0,0,4,1
0.7257091942336418,0.8869639800830074,0.7379589673776713,0.6886550455045743,0.7226885274952609,0.24606887128865634,4,4,4,4,4,4,4,4,4,4,1,0,3,0,0,0
0.3326731990575187,0.4072099362333288,0.16409525154594223,0.22674593039430915,0.2266089791749335,0.8285506745350533,0,0,0,0,0,0,0,0,0,3,3,1,3,3,4,0
0.38404328307181457,0.28397730328250564,0.2662160273260495,0.2863045888569953,-0.026684774711120907,1.0083116858612242,3,1,4,2,3,2,0,3,1,3,0,1,4,0,1,1
0.7199044404855115,0.61150965824374,0.730848399152426,0.7820124585238599,0.6282795199549016,-0.05278418181003253,4,4,4,4,4,4,4,4,4,3,3,2,2,0,1,0
0.7569173160046853,0.6343416937071018,0.7257922478205936,0.7384163021962731,0.7664540122702697,0.16828707888012928,4,4,4,4,4,4,4,4,4,0,4,4,2,0,4,0
0.6691758687474786,0.8424543599919538,0.6296003158164651,0.7843297635068477,0.8145987356560325,0.7318161320960115,4,4,4,4,4,4,4,4,4,2,3,2,0,4,3,0
0.6268907654301337,0.8714245175353668,0.6650103562953188,0.8529415051305397,0.6960391854438828,0.49243722833567455,4,4,4,4,4,4,4,4,4,3,4,1,3,4,1,0
0.2207183675076618,0.3132895611606061,0.31371589437427466,0.2777460294210079,0.2152013779026679,-0.06153555178650658,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0
0.7134942164075037,0.5954316700961986,0.814884723929875,0.6707235444424298,0.684018307152682,0.07322437588876354,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,0
0.6869414730283966,0.8738907527628254,0.6273965585597384,0.6252902456999528,0.726234731007442,0.23224100127541036,4,4,4,4,4,4,4,4,4,4,1,2,3,4,0,0
0.28902979335846735,0.19183112685038395,0.2190439044585136,0.17636170264862233,0.29433962994385954,0.1477061480885945,0,0,0,0,0,0,0,0,0,4,3,2,0,1,4,0
0.37219229807822357,0.1201487851650965,0.2978774791530798,0.17827887630783218,0.10953077967657074,0.7256702257232834,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0
0.2733630397943504,0.34473251619527967,0.241413283804167,0.20876603548592293,0.16054652547864523,0.20941991608137678,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0
0.7221300257172107,0.8195625106385065,0.7915772104052181,0.7362959670102727,0.7857130519809639,0.4642761146371133,4,4,4,4,4,4,4,4,4,3,1,3,1,2,0,0
0.3304853241290144,0.24134506871208214,0.16807118890770079,0.1634631980948584,0.17269012107233067,0.8638891780395068,0,0,0,0,0,0,0,0,0,3,3,4,1,2,2,0
0.22906759934101156,0.21572952394491005,0.34427179569677935,0.3267730143772463,0.11432734807680558,0.9156318811108155,0,0,0,0,0,0,0,0,0,0,2,4,0,4,2,0
0.35585666064260063,0.09033884070915368,0.15880262631756017,0.17517371463976744,0.31200884405177665,0.4564009406036887,0,0,0,0,0,0,0,0,0,2,4,0,1,3,1,0
0.3217290309050931,0.3202324306442205,0.355699492158931,0.20526071395071138,0.19671411897614982,0.214635889785598,0,0,0,0,0,0,0,0,0,1,4,1,3,1,2,0
0.2723756167929485,0.11598343139133344,0.3174252475146783,0.17505633511942242,0.34283451580687874,0.6550682447835978,0,0,0,0,0,0,0,0,0,4,1,2,3,3,3,0
0.22345107493637723,0.3517464239499974,0.4833343679893742,0.2811642195706468,0.25070434286808413,1.0981794965912983,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0.7039851600285222,0.7244171300651719,0.7351960169843692,0.8275974376367647,0.6432244945028521,1.091802734490184,4,4,4,4,4,4,4,4,4,2,4,0,2,4,4,0
0.9417396994170689,0.6550984829310337,0.6926180989354345,0.8438441135984414,0.8209659778399735,0.802534478432666,4,4,4,4,4,4,4,4,4,1,0,4,3,0,2,0
0.6739696249724894,0.8068242276850197,0.7057531338232155,0.7147854323544077,1.042368683529135,0.3589382600308112,3,0,0,0,0,3,4,1,3,3,3,3,4,4,3,1
0.44734379040107175,0.20307128405642977,0.23992140439075504,0.15574814796184902,0.3739705328483105,0.22859896835450638,0,0,0,0,0,0,0,0,0,1,1,4,1,2,1,0
0.6888818132144895,0.8349596923213626,0.7878826295553051,0.8488449018266574,0.822766051183546,-0.05285706312111703,4,4,4,4,4,4,4,4,4,0,4,1,2,1,0,0
0.15089111583808587,0.14739159442224498,0.1571554969865481,0.20268936937041868,0.23233520687582257,0.9993215227763075,0,0,0,0,0,0,0,0,0,0,3,4,2,2,4,0
0.24797844976968988,0.17646825458337762,0.17015478805428264,0.20703992841627336,0.22619642904555176,-0.02256183603460312,0,0,0,0,0,0,0,0,0,3,4,2,4,4,0,0
0.7617172210241154,0.5896887643049177,0.6633966776784515,0.6525601380383466,0.8012895757135837,0.07641742006526064,4,4,4,4,4,4,4,4,4,0,3,4,0,2,2,0
0.3034782808005988,0.3457712470966866,0.24933328432664797,0.35775734253381514,0.31783736107182714,0.07628972771019318,0,0,0,0,0,0,0,0,0,2,2,2,0,3,1,0
0.2446880543959215,0.21260197108479684,0.19075150323979537,0.3320725224512827,0.3329945055660739,0.3745243899437541,0,0,0,0,0,0,0,0,0,4,4,0,2,4,2,0
0.8643889372742988,0.7971281047619945,0.6677141344391093,0.7840321843247633,0.6478929610246575,0.009237839959074692,4,4,4,4,4,4,4,4,4,2,4,3,2,1,3,0
0.7342279301534437,0.7116882224897497,0.7292605814286225,0.7920079073252986,0.6668262262461926,-0.029866974063127723,4,4,4,4,4,4,4,4,4,0,2,0,1,0,3,0
0.060590055910033025,0.2381585307046762,0.28665800838871447,0.2553554486081041,0.24512480577383394,0.20457627860216554,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
0.6238266955058934,0.7862551908627808,0.759425531527126,0.7694269809819142,0.8169073007159329,0.14604224494293344,4,4,4,4,4,4,4,4,4,1,4,4,3,0,4,0
0.20060995592909206,0.25733255933574106,0.1642357112239079,0.32518090230420993,0.28843992018065806,0.6182861493327738,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
0.21279684082072964,0.1943756691243698,0.36225820886499566,0.1992155766297689,0.04085402085175294,0.43844216250442075,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0
