attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,out
0.2667036517384924,0.1941362195437851,0.2998725207515414,0.1893496284680808,0.20034310432513874,0.2137171387392504,0,0,0,0,0,0,0,0,0
0.8895372652645844,0.7221300129858133,0.6877939678455771,0.7926620020752982,0.6074649733571407,0.803717920641682,4,4,4,4,4,4,4,4,0
0.6127056704243958,0.6985822235550505,0.824897621504979,0.7210540967322393,0.7794772546787975,0.6422736621206292,4,4,4,4,4,4,4,4,0
0.28296214187748797,0.1993611578451971,0.20638013075726075,0.17416777288090626,0.1456798798279324,0.32506874624262827,0,0,0,0,0,0,0,0,0
0.8195641020069804,0.6392094238896364,0.7584209182172014,0.9061894981848044,0.7097624976187037,0.776328290942123,4,4,4,4,4,4,4,4,0
0.693324432790793,0.883481752887552,0.8640159891163152,0.8211160333223467,0.7354292437888695,0.7245751017295243,4,4,4,4,4,4,4,4,0
0.1756131935066818,0.2700512144798916,0.22452034110651461,0.1549895580466401,0.28863045282265426,0.27779482663741556,0,0,0,0,0,0,0,0,0
0.23455718777013213,0.19834622116831951,0.23554770506601996,0.12359977748873247,0.13619365022596575,0.21404292527790136,0,0,0,0,0,0,0,0,0
0.7366791233990622,0.786362026030525,0.6917619394657185,0.7489219828100091,0.6377492371219651,0.7953322946091163,4,4,4,4,4,4,4,4,0
0.8519571558852764,0.7984494967787132,0.8309762849938775,0.9813019020310009,0.8490677972673576,0.6478792899062277,2,2,4,4,3,1,4,4,1
0.7694071868157125,0.6956623147554194,0.7941443444754687,0.8288208241987133,0.7019665604116943,0.759502789788263,4,4,4,4,4,4,4,4,0
0.08589230102616324,0.3689581395977583,0.2812260278473124,0.3341740298894458,0.26526321465225194,0.27145590733179786,0,0,0,0,0,0,0,0,0
0.7801531911823713,0.7944497663471131,0.6398553117426833,0.7532652157992128,0.7348113198187645,0.5963390136759004,4,4,4,4,4,4,4,4,0
0.3867289752039552,0.3774669040862043,0.13375347427355466,0.33479991911100204,0.2194859023809117,0.35144398014283906,0,0,0,0,0,0,0,0,0
0.15382905770371666,0.2824077267674028,0.24568078616741357,0.20368816530116257,0.21263898609995574,0.34846122626374065,0,0,0,0,0,0,0,0,0
0.13209967259992877,0.22139316997223168,0.16236564161160488,0.27198952043102986,0.04346239167672186,0.19672777581196269,0,0,0,0,0,0,0,0,0
0.7144831110611474,0.7560503270057893,0.7187712933987014,0.6694180245462443,0.7338390062688543,0.6851041426245306,4,4,4,4,4,4,4,4,0
0.757855679804569,0.782744646131267,0.7627583935064605,0.8484363569674223,0.7035568103553467,0.74683420786528,4,4,4,4,4,4,4,4,0
0.6587022733761454,0.8275601015917203,0.8435466206669617,0.7219331744695219,0.744393543575364,0.8649913130804237,4,4,4,4,4,4,4,4,0
0.6774781430528501,0.7747716269206311,0.8968875429431145,0.8064888824779521,0.6721472033617119,0.8622638872647665,4,4,4,4,4,4,4,4,0
0.954907421587227,0.8559911541976882,0.8241143876356303,0.6371291373739668,0.7165153340224757,0.8915004300513769,3,3,3,0,2,2,2,3,1
0.4088072840421672,0.2526387236144887,0.15929386462371975,0.45124774286780867,0.339734650637809,0.142911567321381,1,3,3,4,3,4,3,4,1
0.805542238949777,0.7651439755895548,0.7599162290854491,0.7984382425036253,0.6889978683054303,0.7408056327531949,4,4,4,4,4,4,4,4,0
0.8524904014881688,0.7875273702025944,0.6795529055802991,0.7531060335650361,0.7498123883805224,0.6846566927376238,4,4,4,4,4,4,4,4,0
0.24190512478604587,0.2538450470256303,0.12894431898462272,0.30034217293242227,0.08908209831965536,0.16038340223522093,0,0,0,0,0,0,0,0,0
0.6115665448308804,0.7317431406286085,0.7291222362790173,0.7488350055616741,0.674061313067962,0.680316956087377,4,4,4,4,4,4,4,4,0
0.21603273944571744,0.19233616883292348,0.18185589637172228,0.3248982203339436,0.027402807678919366,0.3721772396185676,0,0,0,0,0,0,0,0,0
0.735800472420084,0.8008886400540781,0.6562049305167198,0.6940040169695524,0.9453771796154025,0.8498349058794374,4,4,4,4,4,4,4,4,0
0.30775814221191056,0.299030634683766,0.3827052706256681,0.19880793471798203,0.3781583211565268,0.2509005591399457,0,0,0,0,0,0,0,0,0
0.6561746608100056,0.7160331285213449,0.7542820972034656,0.7264902161072194,0.7135850047525973,0.7396013935938666,4,4,4,4,4,4,4,4,0
0.19970379469342087,0.26094497861787447,0.3036674032364271,0.1367579227121969,0.059586131866850606,0.18322074526678395,0,0,0,0,0,0,0,0,0
0.3953779656456127,0.237448095574305,0.3524195830443459,0.2419058182111018,0.24454569068178741,0.22792135142156636,0,0,0,0,0,0,0,0,0
0.662511701566731,0.7456920847657678,0.7787241977604387,0.6378301636131701,0.653291362352946,0.6865078483409269,4,4,4,4,4,4,4,4,0
0.7674045038764602,0.7007524107586467,0.791421700976526,0.7967352538876701,0.8306445626949948,0.861492935674931,4,4,4,4,4,4,4,4,0
0.2961599167533586,0.2082953307116444,0.20410083130910975,0.3452461328565737,0.2819229399977502,0.37268160968133135,0,0,0,0,0,0,0,0,0
0.5963966067597077,0.7346549822100741,0.7545882673113729,0.7049030711391373,0.649492447461854,0.7498757795954093,4,4,4,4,4,4,4,4,0
0.6691027036218274,0.7868310419180335,0.5494645710518262,0.7645142431968167,0.6949499309211126,0.558036183220112,1,3,3,4,1,4,1,3,1
0.7760916050078259,0.7626731638287265,0.7180972069029183,0.8556767310945417,0.6906467765771497,0.7629120348426802,4,4,4,4,4,4,4,4,0
0.7597778893946432,0.713254363181294,0.6779028987786828,0.779656005807164,0.790725337045923,0.7365317092302236,4,4,4,4,4,4,4,4,0
0.23929737717139554,0.3031176795971707,0.10476387534265821,0.2868200494467074,0.2968458651075219,0.329398253371057,0,0,0,0,0,0,0,0,0
0.7072393138599178,0.6673915559214179,0.7524646187764107,0.6854692580999675,0.7826607449209758,0.8552942261434995,4,4,4,4,4,4,4,4,0
0.17662538085819204,0.3365355491445719,0.16778876624567507,0.24413359009522628,0.30096076171235353,0.29511487105908735,0,0,0,0,0,0,0,0,0
0.9217310862766019,0.6629376618047557,0.7263116964119638,0.7809982572462347,0.707443296509487,0.75154463273029,4,4,4,4,4,4,4,4,0
0.23487092221158382,0.26252678061118706,0.2526798919513843,0.1404221281285427,0.2704518010944968,0.29518466649543873,0,0,0,0,0,0,0,0,0
0.2423646294095732,0.25306377993091983,0.32679010376154916,0.23807016767511976,0.3102557563998718,0.2365250733883575,0,0,0,0,0,0,0,0,0
0.6480413997065027,0.705867108459053,0.6784647817630408,0.6431117761080107,0.7533745244521242,0.7117917699971809,4,4,4,4,4,4,4,4,0
0.24940702918377353,0.28212300559713177,0.29849952629718085,0.348435251875836,0.2849683403308417,0.14148644173360464,0,0,0,0,0,0,0,0,0
0.27541635904745326,0.2133201404945157,0.27866767961345573,0.23430218291002528,0.12786306576240455,0.03504795255082013,0,0,0,0,0,0,0,0,0
0.6938986634691233,0.6729109811516831,0.6877870505298059,0.7464098804623076,0.7084399648059925,0.7008929396361162,4,4,4,4,4,4,4,4,0
0.6622858070468772,0.6173049462412816,0.7521735190564366,0.8554046056265939,0.8447353181565838,0.7594798492606075,4,4,4,4,4,4,4,4,0
0.29692165560413547,0.1443318817932327,0.16508010538593695,0.29339976606539675,0.23635850308111586,0.21126034672004135,0,0,0,0,0,0,0,0,0
0.8183782211732314,0.7367211305114328,0.7233978568017214,0.7173341862470438,0.7845399303703686,0.6810035216047814,4,4,4,4,4,4,4,4,0
0.2284874571572838,0.16570545198745293,0.16867805373876527,0.13994754878602178,0.15712893748234094,0.07986153186238332,0,0,0,0,0,0,0,0,0
0.24373431920395983,0.35453926854386325,0.2960937484559472,0.24811407961608214,0.18724902648847636,0.26576421054290256,0,0,0,0,0,0,0,0,0
0.6701830905646157,0.6725780989461047,0.9040540738642269,0.6392327566922954,0.6776527916334475,0.7888821332412724,4,4,4,4,4,4,4,4,0
0.6134163925919779,0.7777239247308771,0.7655189244247924,0.8021314010886063,0.6707570535901272,0.7392213818767458,4,4,4,4,4,4,4,4,0
0.8248462797013517,0.8442880194970822,0.7202608874973752,0.7036624280065322,0.6361048273190791,0.7303807801300002,4,4,4,4,4,4,4,4,0
0.8658940086943524,0.6979186899042485,0.8360191724079657,0.7333614151514971,0.8072055997547556,0.7756171967778722,4,4,4,4,4,4,4,4,0
0.7659387421997489,0.8442069755379499,0.8104006754850793,0.6877204146746276,0.9549572285592527,0.5439275346367065,1,3,4,1,1,4,0,1,1
0.7584895625106475,0.5785271442343813,0.6756077324322656,0.8352840438825342,0.636185483285221,0.7577153781473288,4,4,4,4,4,4,4,4,0
0.7297251408497142,0.8418983461151958,0.8680814638379754,0.6980881936503192,0.7799616188818506,0.778294297316043,4,4,4,4,4,4,4,4,0
0.2531531925486076,0.35949392767142196,0.1740493025508565,0.2232549408354052,0.3424418485366467,0.17715170584916132,0,0,0,0,0,0,0,0,0
0.31402462549213855,0.19833822002173362,0.3395583016633283,0.3192906477970327,0.28289754228730707,0.24809249839559505,0,0,0,0,0,0,0,0,0
0.11995976778518899,0.3697490783981284,0.2697371610652984,0.34554351408435735,0.16044917108318818,0.15021545501300948,0,0,0,0,0,0,0,0,0
0.2746161750742054,0.2942770753293559,0.32478812324295614,0.19815971783715056,0.2704494220103385,0.23906557103679504,0,0,0,0,0,0,0,0,0
0.6540311240805361,0.6952356963448014,0.6711415015578005,0.7655491369421106,0.725766981834479,0.7614970159687613,4,4,4,4,4,4,4,4,0
0.716872808671049,0.6648574118186893,0.8329992578202131,0.8120183089612446,0.6700787016129839,0.6796002999245627,4,4,4,4,4,4,4,4,0
0.7441164888070158,0.7574254027491312,0.7379873081256981,0.8626871974831376,0.7087420721561917,0.6545061705221449,4,4,4,4,4,4,4,4,0
0.6848167827749743,0.6983003360900225,0.7579873736242713,0.7027305284076454,0.758065382325568,0.6615767113609913,4,4,4,4,4,4,4,4,0
0.8177694465332285,0.7230316785429061,0.7529346258628482,0.7593207141907864,0.8093718073148622,0.7783850775785826,4,4,4,4,4,4,4,4,0
0.3013542129094566,0.47585203769498496,0.23389414932423955,0.16496598646648236,0.1952979362539409,0.29250212419920796,0,0,0,0,0,0,0,0,0
0.7415702366551001,0.7695287318274564,0.8349910478335778,0.8339840597665527,0.48862588575046206,0.6536519912616681,3,4,0,2,2,2,2,3,1
0.7893518831376197,0.8746190394545256,0.7492925240550251,0.8168917416129422,0.6760875945221217,0.736440990173822,4,4,4,4,4,4,4,4,0
0.746560690109833,0.6893437877288207,0.7774553106486837,0.6281838919860675,0.6252962625790699,0.6637700736584413,4,4,4,4,4,4,4,4,0
0.7531147913167049,0.8426285443930193,0.6679639306211912,0.7636611417118454,0.7776520508921876,0.7367782183707337,4,4,4,4,4,4,4,4,0
0.21628384383094393,0.31678069412661947,0.22242644519436755,0.39119311174439314,0.33581655909813907,0.24182289184118744,0,0,0,0,0,0,0,0,0
0.24383564600099922,0.2830452770799974,0.2597318432223807,0.11594248357686515,0.19600071582255368,0.19665655456259237,0,0,0,0,0,0,0,0,0
0.6946005889341624,0.7322281735350655,0.596946892553819,0.7787813829741879,0.6216226086729012,0.7695209321696456,4,4,4,4,4,4,4,4,0
0.17569528086305647,0.40179576969218994,0.20620538904232175,0.30060227536606166,0.2891839373611855,0.47259550869450706,0,0,0,0,0,0,0,0,0
0.8613270371461075,0.7784730162545923,0.6954305331539614,0.7751304739707923,0.5866868190143478,0.6072611630368085,4,4,4,4,4,4,4,4,0
0.7112840942733744,0.6393749275311807,0.6895758526410621,0.725448241077493,0.8760675266249269,0.6716831687146703,4,4,4,4,4,4,4,4,0
0.35277654051634605,0.30008317780468585,0.3518070309135712,0.22022496235399508,0.2142296559482242,0.11564507018093961,0,0,0,0,0,0,0,0,0
0.09842066984427156,0.23915856069671904,0.13213635794241008,0.3033407456497746,0.216530128939044,0.30100197291524355,0,0,0,0,0,0,0,0,0
0.2794238993903433,0.10435642511998125,0.312022679654435,0.2272692768569026,0.22698830851856627,0.2006549512601017,0,0,0,0,0,0,0,0,0
0.7571541902839314,0.6703597010469644,0.7342826585757211,0.8333748937851089,0.7830397319925838,0.6937683014738956,4,4,4,4,4,4,4,4,0
0.28108793435313184,0.2678625106609012,0.3104249806902383,0.36728747301133285,0.24037573016959438,0.1286424991299115,0,0,0,0,0,0,0,0,0
0.7014934117207114,0.857135377298618,0.5532359861675991,0.6304340223028733,0.6144719889276926,0.6889782987666369,3,3,4,1,3,4,0,4,1
0.2210202678175389,0.26179156860206904,0.2851636461736651,0.25195875583727406,0.28131606481055854,0.4924679386751255,0,0,0,0,0,0,0,0,0
0.8079667288882755,0.7516135638603811,0.7345420208613951,0.5216734645781856,0.8862343590680903,0.7669331083022091,4,4,4,4,4,4,4,4,0
0.28419144527072293,0.03380745192962878,0.3498307337455854,0.2552846123623068,-0.007844642063128071,0.312787864731812,4,4,3,3,4,0,3,1,1
0.34902278097567385,0.28429577994875715,0.4109595578179486,0.28577267644101,0.08019022684236493,0.4018301683698084,4,4,3,4,4,4,1,2,1
0.6410676683032298,0.6026827061049476,0.752824495004747,0.7113511475379986,0.6366774885762649,0.7130913178546135,4,4,4,4,4,4,4,4,0
0.8040532978859316,0.6633127822316345,0.7945423377968793,0.788348566073537,0.7135325772880533,0.7496660156929077,4,4,4,4,4,4,4,4,0
0.6544751024649018,0.4918389000710314,0.782310763604907,0.7506650415569667,0.7099516052752507,0.7664933480282444,4,4,4,4,4,4,4,4,0
0.3632091529854368,0.20287200228911628,0.16920572351575067,0.25982485289011,0.21801337279176547,0.21982115339324687,0,0,0,0,0,0,0,0,0
0.6302754529190961,0.7669937481724164,0.5701687859941507,0.6234100126572338,0.8055033258844492,0.7735210489960436,4,4,4,4,4,4,4,4,0
0.4429777222971084,0.35640812717765136,0.24942873411437,0.18481703323069704,0.26728470781581926,0.3970879471951606,0,0,0,0,0,0,0,0,0
0.6480306796905324,0.7988859362213132,0.7865364947242947,0.6632879640734305,0.7268227556237377,0.721654299182531,4,4,4,4,4,4,4,4,0
0.3161540324963855,0.19922182066828453,0.3005229777244217,0.17301532104061496,0.259779138621445,0.25378883483221387,0,0,0,0,0,0,0,0,0
0.7766005831525365,0.6968631203495018,0.711270508447584,0.8340715834557408,0.8238846244756829,0.7315772598568131,4,4,4,4,4,4,4,4,0
0.7323350971563236,0.7175862094022551,0.735065704874397,0.8171161056618926,0.7985981918271967,0.7656984308574669,4,4,4,4,4,4,4,4,0
0.6736450106977864,0.7374680711617454,0.7600776958049517,0.7797146970937853,0.8244664046939291,0.6264280561747488,4,4,4,4,4,4,4,4,0
0.718002772764543,0.7432405532086946,0.7473108822626725,0.7034441505396632,0.6296363611690851,0.8812257851599102,4,4,4,4,4,4,4,4,0
0.8355629159534486,0.7050415295601721,0.865173157519368,0.8080874561390066,0.7946640444632203,0.6519670757248563,4,4,4,4,4,4,4,4,0
0.3843225924023129,0.33417835051686645,0.17601019066540924,0.42558709831156716,0.17421703105384295,0.2030473749928493,0,0,0,0,0,0,0,0,0
0.8033716291426143,0.673899337937342,0.8168526726608566,0.7057244087257786,0.6360723732934659,0.8169977672872198,4,4,4,4,4,4,4,4,0
0.6941634020130488,0.8407112221215689,0.772528828578161,0.7628287159538119,0.758919065774115,0.7506469576473922,4,4,4,4,4,4,4,4,0
0.18315039938314717,0.24041670962664427,0.16961954726319245,0.2322837092837001,0.2868660456476113,0.12862270557160094,0,0,0,0,0,0,0,0,0
0.2746735486546837,0.3066260864611175,0.27526764090955336,0.28198558063138934,0.24831631651112765,0.1849406646932092,0,0,0,0,0,0,0,0,0
0.7484001765970684,0.7772507645001843,0.6612710178717472,0.6862275704466383,0.676645409511193,0.8185295583972256,4,4,4,4,4,4,4,4,0
0.8218295639292872,0.6237014446074727,0.5436946605125381,0.73558553495698,0.837517843284438,0.7606182149833082,4,4,4,4,4,4,4,4,0
0.2739168951548209,0.30228582838351015,0.26533602015604496,0.2265328998132168,0.3063863803308308,0.21964487146034486,0,0,0,0,0,0,0,0,0
0.7529010053102206,0.7832733564443873,0.752434766561649,0.8172873853101413,0.6356091064047568,0.8641384191218338,4,4,4,4,4,4,4,4,0
0.7501242479164643,0.7540750296906562,0.8505202954415718,0.742727764391564,0.7890982776315986,0.8618792001115978,4,4,4,4,4,4,4,4,0
0.6636280009729605,0.839461675631608,0.900439516166845,0.816517657977882,0.7462978197905671,0.809606423598499,4,4,4,4,4,4,4,4,0
0.6415913138507756,0.7006640258596077,0.6856583780168568,0.7821331609787185,0.7047604436039676,0.7572622227288615,4,4,4,4,4,4,4,4,0
0.1746910218799726,0.28490224092605787,0.34558810099105575,0.28291969080762375,0.3128372945340367,0.17442582731675255,0,0,0,0,0,0,0,0,0
0.19483322208472023,0.23302310623725106,0.14645096650002537,0.17123644564636353,0.31804814250168656,0.21557929172192195,0,0,0,0,0,0,0,0,0
0.4273351387499412,0.32477957371156835,0.12354233006456222,0.26160788267342455,0.22274550032960508,0.3769199801548402,0,0,0,0,0,0,0,0,0
0.22865218614296767,0.02168372359607293,0.32305991574515214,0.253686669387054,0.24944238934066382,0.20826779549780133,0,0,0,0,0,0,0,0,0
0.1799557879434644,0.1399352279834168,0.23580243269658024,0.21708994270681506,0.2029762775356378,0.09617422227818154,0,0,0,0,0,0,0,0,0
0.6216215509515672,0.6957678859774988,0.8902726049813039,0.6715148741279058,0.7007233384072842,0.6401426568067831,4,4,4,4,4,4,4,4,0
0.79857336863191,0.7426410073592812,0.8230869640783971,0.6161015755355457,0.8554371690610003,0.8073726823780604,4,4,4,4,4,4,4,4,0
0.16254814478398466,0.2930895121494543,0.207908688428724,0.12259062230582293,0.3332338375562248,0.2622492768180246,0,0,0,0,0,0,0,0,0
0.11519665487172778,0.09906406968799975,0.14394372563500274,0.23199331863664238,0.34143590110628164,0.3029724247634719,0,0,0,0,0,0,0,0,0
0.36723518897865254,0.26522898763106306,0.25186411404158093,0.17967929383425502,0.20126956333374343,0.16003407790312857,0,0,0,0,0,0,0,0,0
0.7213174471416476,0.6719927301274182,0.7557511285625266,0.7500911569168338,0.7823782285426837,0.7209940322212697,4,4,4,4,4,4,4,4,0
0.6065579565967117,0.7321818092711055,0.6947968151258559,0.7275277256214374,0.7894984043336276,0.709048995605118,4,4,4,4,4,4,4,4,0
0.2717895263749061,0.13829432183944135,0.4284077147466654,0.38352947736061505,0.3050085501946229,0.13142928181291452,0,0,0,0,0,0,0,0,0
0.26396312369132086,0.35338475536666425,0.11431955825063547,0.2624100372177354,0.30370705831884315,0.42251980279452717,0,0,0,0,0,0,0,0,0
0.18076766294661986,0.41799395330353484,0.3202859309644938,0.3233237377245295,0.09926192977424128,0.25423611066132035,0,0,0,0,0,0,0,0,0
0.32031625174195055,0.3303443481168784,0.2008827348414262,0.30083453929557935,0.16068418375788965,0.173781002538091,0,0,0,0,0,0,0,0,0
0.7665862180240407,0.7088361998428171,0.8159982281294181,0.7925031836081083,0.7460128429247761,0.7016378570196476,4,4,4,4,4,4,4,4,0
0.707884918911542,0.5870661935098724,0.8117759454748427,0.76388111567808,0.7533611154681185,0.8452223724174381,4,4,4,4,4,4,4,4,0
0.39725425957358607,0.2663560952642357,0.3025715866478718,0.39707767367982755,0.4318309191418328,0.34392436162027556,1,4,2,3,0,1,4,1,1
0.7356850298054742,0.6546673921258442,0.5491796657225597,0.7120326426145913,0.6686692117269901,0.78440224178819,4,4,4,4,4,4,4,4,0
0.6948434636695676,0.7390794454111891,0.8027505423246563,0.8420285739488919,0.6814896506844194,0.6901139293105042,4,4,4,4,4,4,4,4,0
0.34584099418028474,0.22906053031815715,0.10017189193762344,0.28683909228822624,0.41009414771514197,0.15011208981004115,0,0,0,0,0,0,0,0,0
0.2812399465139101,0.4041304492982652,0.29414829176990176,0.30318853838693055,0.2113057203063957,0.26596994399424556,0,0,0,0,0,0,0,0,0
0.9473877364510355,0.9405262279339974,0.7034882598464672,0.7370039484136289,0.6572563099545953,0.8075448222815191,4,0,0,4,1,0,4,4,1
0.3118482292834032,0.2604078490558118,0.30118242681714813,0.3454530670853837,0.20684616053258154,0.19836672595194127,0,0,0,0,0,0,0,0,0
0.3103233837765869,0.18287464633822348,0.3190446138474149,0.316445226084097,0.2902210112496481,0.18382328103422574,0,0,0,0,0,0,0,0,0
0.11360132504060255,0.4470764823689125,0.32350300864597925,0.2050081826418183,0.1967113527156887,0.12224184748721048,0,0,0,0,0,0,0,0,0
0.31836528465944713,0.3652679078291849,0.12783847048313046,0.20007721779738932,0.17377418332318256,0.36956108877610067,0,0,0,0,0,0,0,0,0
0.3032862899581159,0.3755432670303297,0.185695449304675,0.22193307476625462,0.24770347777261098,0.3845906840097679,0,0,0,0,0,0,0,0,0
0.16556872307488196,0.3694427751183515,0.2848839892487666,0.34644698594064277,0.1612970581351215,0.3305912828283727,0,0,0,0,0,0,0,0,0
0.7832935441340223,0.8367086718280219,0.6000068901081226,0.7805272627407557,0.677577238411675,0.6628909785223926,4,4,4,4,4,4,4,4,0
0.7307909370967064,0.6853232699406779,0.6384764226792321,0.7661105639354451,0.771819444322544,0.6822031790446285,4,4,4,4,4,4,4,4,0
0.19214415287704303,0.21324954515521458,0.2655127696091291,0.35119385839775424,0.1778074391077772,0.1075597242350175,0,0,0,0,0,0,0,0,0
0.2546786828371133,0.36696696588937416,0.20770473632050537,0.3717852067936557,0.25961806887494726,0.13438065235832627,0,0,0,0,0,0,0,0,0
0.4013422678177301,0.29349228455866383,0.3048897029705758,0.23764176875042947,0.24285610898557158,0.2938379435212447,0,0,0,0,0,0,0,0,0
0.6892062093520936,0.6886802039911061,0.7945304851740214,0.7800674851194169,0.540465529919251,0.6725926566735041,4,4,4,4,4,4,4,4,0
0.191570370389812,0.4035651517911737,0.10994688278728304,0.33517883171976715,0.2957012176545866,0.23429515971020268,0,0,0,0,0,0,0,0,0
0.17174655592429894,0.2886783372409902,0.33026958275660795,0.20763635494492294,0.26045825001976086,0.21713365073951751,0,0,0,0,0,0,0,0,0
