attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,out
0.1685033074266742,0.35014240170703215,0.7670413564618459,0.38404416973545075,0.45528154487214717,1.0214632512784643,0,0,0,0,0,0,0,0,0,3,0
0.7104137722088428,0.7767985687357303,0.725052890822826,-0.0680203349747955,0.9630970433308426,0.06305674418781429,4,4,4,4,4,4,4,4,4,1,0
0.17611030829635474,0.2744791975706082,0.8125694449629468,0.12464734071599307,0.3406606966470658,0.2786966097027885,0,0,0,0,0,0,0,0,0,1,0
0.5999394558336931,0.6655361790510639,0.9347944919242264,0.8555740780498375,0.4686984166945967,0.9356016039414705,4,4,4,4,4,4,4,4,4,0,0
0.6661261588470144,0.7392185107006762,1.0017199648143658,0.05258950809407231,0.936844147883193,0.6845775584747171,4,4,4,4,4,4,4,4,4,2,0
0.6948538685376361,0.7374102164837912,0.24031135348356053,0.12077923710626517,0.492544481952445,0.8743898654680338,4,4,4,4,4,4,4,4,4,3,0
0.8025177496141693,0.7796506358419217,0.7573691108967773,0.9262655868084462,0.40924560606698246,0.6807377777104011,4,4,4,4,4,4,4,4,4,4,0
0.2600384357146145,0.197992298229698,0.7889680421462215,0.8077086466966925,0.6132066739621997,1.045240566436532,0,0,0,0,0,0,0,0,0,1,0
0.2689330763155367,0.34551510989346923,1.044758158999506,0.7111436948862158,0.19450958814091135,0.6529190693047666,0,0,0,0,0,0,0,0,0,4,0
0.11252840822131446,0.2331323769711614,0.25460832177634135,0.9464965544538235,0.057392197631736586,0.2704440563827468,0,0,0,0,0,0,0,0,0,1,0
0.3738893768230464,0.3149801549593096,0.8932442460407592,0.9480944325395584,0.1610056215598977,0.9152100443959286,0,0,0,0,0,0,0,0,0,0,0
0.7460218194650519,0.6423916515525462,-0.03372917742624234,0.6393334662830519,0.7134856236980949,0.272051124739907,4,4,4,4,4,4,4,4,4,4,0
0.1970867545878459,0.37647925658944226,0.6045255234208924,0.7764612117653158,0.07479541125258798,0.23530789631107718,0,0,0,0,0,0,0,0,0,3,0
0.791845749231506,0.8824642046777991,0.06904753223729429,1.0160374651399044,0.24412680864395225,0.030593167695033494,4,4,4,4,4,4,4,4,4,1,0
0.6802479314138662,0.8544039542693946,0.27728643308601914,0.6899487018163017,0.6219084294660016,0.5569506596451961,4,4,4,4,4,4,4,4,4,3,0
0.8433281363306757,0.7057726204584286,0.06290534242692947,0.1816737802202748,0.5394335465583031,0.981857017597519,4,4,4,4,4,4,4,4,4,4,0
0.7729887798938502,0.8506105222822992,0.7617673295482221,0.8519273823863969,0.9344733141064423,-0.026414507620843748,4,4,4,4,4,4,4,4,4,3,0
0.6294386155077698,0.7249217711139423,0.6006579824000635,0.6986947430943409,0.16435462143815274,0.6981616005898559,4,4,4,4,4,4,4,4,4,0,0
0.6591981863271142,0.7710151797135626,0.7927277570287183,0.6926603199220336,0.08966155401271025,0.6522389910877544,4,4,4,4,4,4,4,4,4,4,0
0.6379196811148177,0.6393366823043395,0.4357398900605504,0.20734580555439397,0.02283587510530473,0.7578339993145227,4,4,4,4,4,4,4,4,4,2,0
0.6496262336146823,0.7287044182630154,0.2579320872306123,-0.0293787555470289,0.097715641530666,0.680982322151914,4,4,4,4,4,4,4,4,4,4,0
0.21754464287482783,0.17749440818856435,0.8939903663452684,0.7696296193365391,0.5606071989103778,0.19335902201221333,0,0,0,0,0,0,0,0,0,3,0
0.2596910257971028,0.38370510220507315,0.5070022599006048,0.6269869139069435,0.21754795709772,0.5200318270752256,0,0,0,0,0,0,0,0,0,3,0
0.8314546188470444,0.8275881040081251,0.9543270899250531,0.009700948083638153,0.9613529730199104,0.7906244462297098,4,4,4,4,4,4,4,4,4,2,0
0.24653136646400142,0.23732157358190867,0.8519944177520613,-0.05284951501949944,0.021552535235283055,0.4233010641150314,0,0,0,0,0,0,0,0,0,3,0
0.9383666040972376,0.8028070902857177,0.43104106722702723,0.2047092234149272,0.8383432637520813,0.7482594454977287,4,4,4,4,4,4,4,4,4,2,0
0.3983374720493258,0.27579639274746837,0.9324642184390679,-0.049043070284346305,0.4793905208780634,0.7425242258251148,0,0,0,0,0,0,0,0,0,0,0
0.9286005886292149,0.7489742461552298,0.5985654980963058,0.10513644211640266,0.6581669762115752,0.1258647493520592,4,4,4,4,4,4,4,4,4,4,0
0.8576892464279163,0.6479790000949706,0.7029542155167066,0.2077885470860652,0.5770221404834814,0.248687579324673,4,4,4,4,4,4,4,4,4,4,0
0.2295823753526863,0.23952703325299898,0.9835304729286034,0.5201228940089047,0.8299191050479018,0.8461051094130481,0,0,0,0,0,0,0,0,0,2,0
0.8086971632856681,0.8917393871299257,0.3222455728047296,0.7043761286054053,0.9210153482955143,0.40181466152338674,4,4,4,4,4,4,4,4,4,0,0
0.2221906335015314,0.20720469334527425,0.4328763102604461,0.3900507684205917,0.8150072469604557,0.2242935829470893,0,0,0,0,0,0,0,0,0,2,0
0.8133707107631989,0.6634217564268305,0.23317998475968527,0.7293838338932357,1.038631244704587,1.0355193144048305,4,4,4,4,4,4,4,4,4,0,0
0.1632954016392974,0.24120352711363136,0.6141122830072931,0.16375690397132914,1.034553983085681,0.03245372281206364,0,0,0,0,0,0,0,0,0,1,0
0.809067221439781,0.7087956383033346,0.8687697545055029,0.4972735356752694,0.11754238179580209,0.5058961233762214,4,4,4,4,4,4,4,4,4,3,0
0.6451641559654828,0.7662223217804678,0.151123725851184,0.00841644013806099,0.3986868989564543,1.0665212627825769,4,4,4,4,4,4,4,4,4,1,0
0.691205809805483,0.5847506412427366,0.5672273483659374,0.006369679302832901,0.9763551629352718,-0.010716346617242481,4,4,4,4,4,4,4,4,4,4,0
0.773745632236245,0.7404561733896622,0.8693336705576185,0.0011467685184322757,0.7655661105076543,0.10514769197333043,4,4,4,4,4,4,4,4,4,0,0
0.3108944359503392,0.3013414943667345,0.7999551267038527,0.14745548962165167,0.2797250470800198,0.5233012949833467,0,0,0,0,0,0,0,0,0,4,0
0.4135383778988093,0.15909272689058762,0.13550008195170402,0.6361452189054595,0.3486687092014422,0.7456819008720252,0,0,0,0,0,0,0,0,0,0,0
0.8825049905525619,0.6258556185945532,0.802105505013214,-0.010903004140188105,0.6189008682270369,1.0065678838942578,4,4,4,4,4,4,4,4,4,1,0
0.7514576417378397,0.5905632818356742,0.4342778267787519,-0.009362222286249701,0.4608518165258653,0.9769309772488717,4,4,4,4,4,4,4,4,4,2,0
0.6819597617122951,0.6667668080924216,0.37807495932510027,0.3745494194979583,0.7414190169525383,-0.030375733358528847,4,4,4,4,4,4,4,4,4,4,0
0.70599481262351,0.8146834769713122,0.49850361527777637,0.10157397330047332,0.2202901596072117,0.2541431477680375,4,4,4,4,4,4,4,4,4,4,0
0.7198008984605925,0.8941967902569721,0.3649651905243436,0.3630190470023777,0.11950911464210623,0.8015953595638685,4,4,4,4,4,4,4,4,4,4,0
0.36587808943856653,0.3005934951048628,0.8415077709479499,0.12842471061031757,0.7631857996623839,0.8790362944807062,0,0,0,0,0,0,0,0,0,3,0
0.896663288423672,0.7647563034052015,0.7584546346653127,0.6312091363594154,0.8709993148202755,1.0648442850721065,4,4,4,4,4,4,4,4,4,0,0
0.7536460655177608,0.6479932525566441,-0.048367072281255696,0.797239964323311,0.9817692738209196,0.3836016158793456,4,4,4,4,4,4,4,4,4,3,0
0.8028262739508324,0.8614258910029942,0.20223496042877587,0.9366484011729155,0.5679194588211853,0.2743703244317053,4,4,4,4,4,4,4,4,4,4,0
0.7256187766525818,0.7378289569047704,0.9165919424639883,0.5449478155362979,0.0765160397153464,0.33701761198912555,4,4,4,4,4,4,4,4,4,3,0
0.11755458337173849,0.30239476407798,0.8265298464796791,0.6402060277654829,0.46350420354882965,0.5182300032286113,0,0,0,0,0,0,0,0,0,2,0
0.29053459734103493,0.28536450391619994,0.7567712028417937,0.46562859575959686,0.8843193935997335,0.4068867319664681,0,0,0,0,0,0,0,0,0,0,0
0.8867459654562744,0.7771047206412902,-0.043418756324261856,0.19506456434420621,0.4925250140724268,0.7409664801703113,4,4,4,4,4,4,4,4,4,2,0
0.24444223162834494,0.2022975557085332,1.0030314724883003,0.18391958379504764,0.2665765916867857,0.2505051949777513,0,0,0,0,0,0,0,0,0,1,0
0.280269837555998,0.2723313485279879,0.5441383410184764,0.6563328291373232,0.4571299012535021,0.5832410980483447,0,0,0,0,0,0,0,0,0,3,0
0.5604360566130749,0.7101324707481449,0.9923406243595683,0.05111027908273927,0.8983936714937455,0.24764742003375906,4,4,4,4,4,4,4,4,4,2,0
0.27455608773532986,0.29203460636105283,0.8000147631100814,0.8247440693005912,0.9333883858761716,0.3815306867301423,0,0,0,0,0,0,0,0,0,4,0
0.8505177415551706,0.6510361232152592,0.4735682397795113,0.31995599130991165,0.6004481739980192,0.33285716002413757,4,4,4,4,4,4,4,4,4,2,0
0.8207521450490887,0.8760026845700783,-7.269003661411338E-4,1.0218442921454784,-0.006997744355610472,0.1404128925168946,4,4,4,4,4,4,4,4,4,3,0
0.3143850797455229,0.3151959893968024,0.8642944518159188,0.7505479274363693,0.948139222357572,1.0193979872315213,0,0,0,0,0,0,0,0,0,4,0
0.6644956522668242,0.682300510583622,0.8424718060189613,0.029443771924579892,0.31819876522452933,0.5743241208356187,4,4,4,4,4,4,4,4,4,3,0
0.7460025844015524,0.8304519687411152,0.47109572264753435,0.9715902301862269,0.967885821395408,0.7543314456393693,4,4,4,4,4,4,4,4,4,4,0
0.2980858123793372,0.13032144464677842,0.41527051884252264,0.4467101418141401,0.6239975620489204,0.5004393435540229,0,0,0,0,0,0,0,0,0,1,0
0.17975669801903477,0.3884641749627089,0.8816781308651758,-0.06910190195903655,0.02473258597706715,-0.04715063866331248,0,0,0,0,0,0,0,0,0,1,0
0.19629130388912588,0.2552247207088657,0.7463406601727463,0.4668035258619809,0.1839896705397881,-0.06446837436707577,0,0,0,0,0,0,0,0,0,0,0
0.30424638406602234,0.249440802591884,-0.06404928015233403,1.0154412339591559,0.16629283532876737,0.7328046260622845,0,0,0,0,0,0,0,0,0,1,0
0.2578307086995079,0.24201294710182908,0.8634599472125872,0.4071034507900375,0.04214188765133345,0.3348366994720446,0,0,0,0,0,0,0,0,0,2,0
0.1342408821227403,0.1825521301787863,0.42763159677766044,0.131926872279481,0.7473210074288317,0.7543449502148825,0,0,0,0,0,0,0,0,0,2,0
0.34691368923286253,0.14900231062779068,0.779013157880571,0.2887535234047519,0.7017977965797007,0.5200079684021042,0,0,0,0,0,0,0,0,0,0,0
0.851243368165491,0.7059845959900541,0.275156771725701,0.2953622732724817,0.055112844040725,0.32801144621048023,4,4,4,4,4,4,4,4,4,0,0
0.893199556664834,0.6919680741862987,0.3475971238378072,0.30655309098528427,0.9172078354988455,0.7770068770682785,4,4,4,4,4,4,4,4,4,1,0
0.3134174445172852,0.3137958482732731,0.7069072836264654,1.0116232835590206,0.7410996773808052,0.15338660708694102,0,0,0,0,0,0,0,0,0,4,0
0.3671479932904497,0.37893033789739416,0.10923341148798388,0.39029146654670316,0.22238439857090142,0.5903425982126884,0,0,0,0,0,0,0,0,0,2,0
0.7008622038763083,0.740201271241888,1.043149271278458,0.8829453770184814,0.22406886986687286,0.3207810266687357,4,4,4,4,4,4,4,4,4,3,0
0.2931479033212707,0.26685423296245586,0.14155809440464653,1.0302312729397538,0.15429186132593625,0.7883309961063001,0,0,0,0,0,0,0,0,0,2,0
0.7760803633308577,0.7665908963294676,0.12668152214154882,0.9643783922774991,0.9749415120613643,0.11831264204267694,4,4,4,4,4,4,4,4,4,1,0
0.32010815803057024,0.20860116118640915,0.05341846357155429,0.9991122014078582,0.5491935280416138,0.6843110198011573,0,0,0,0,0,0,0,0,0,2,0
0.8026036292506357,0.8225570571153797,0.8521030492967594,0.0959586877813548,0.8057203123963517,0.7459947368628603,4,4,4,4,4,4,4,4,4,3,0
0.22622605105538937,0.19893237632453056,0.12431979472733917,0.3993547012217448,0.08728739773584063,0.41976328491346127,0,0,0,0,0,0,0,0,0,3,0
0.8338588016587671,0.8577370890352507,0.878579722697155,1.0185069811432559,0.9161628253722156,0.8108646194453932,4,4,4,4,4,4,4,4,4,3,0
0.30677065611374454,0.11656231969745756,0.4661785650111409,0.6867609089862994,0.3080768557782171,0.8004435169714348,0,0,0,0,0,0,0,0,0,0,0
0.30311015385081275,0.20241493545525596,0.6682386632019863,0.8673349054651662,0.3516657375747627,0.922889896642239,0,0,0,0,0,0,0,0,0,3,0
0.830302375628533,0.7068197809797382,1.0554497035115014,0.431069975919452,0.09133859899744676,0.025703751952221812,4,4,4,4,4,4,4,4,4,4,0
0.20862140597704618,0.23658738514521283,-0.008152755896443403,0.20733966877489113,0.40779426894781945,1.0097111253027464,0,0,0,0,0,0,0,0,0,0,0
0.6341689326596478,0.6573474722321822,0.08080914741794451,0.6449344192444793,0.8689538496661937,0.644933101849998,4,4,4,4,4,4,4,4,4,2,0
0.8220189175375248,0.5822121579781065,0.9632342309335318,0.2226960656388745,0.7156136033208267,0.41398464710949656,4,4,4,4,4,4,4,4,4,3,0
0.18057376276661588,0.3803044387773964,0.8478821117377675,0.8112041371802883,1.031592058445826,0.548672945663836,0,0,0,0,0,0,0,0,0,1,0
0.2672806166138562,0.2690391143035187,0.6873313907553729,0.044355689207440485,0.8749343523956745,0.8844045551805271,0,0,0,0,0,0,0,0,0,4,0
0.2751685050122622,0.2680389691847942,0.2310299324526957,0.008809305035350393,0.364238336263081,0.09625837722844352,0,0,0,0,0,0,0,0,0,4,0
0.31063384489508244,0.32272097290354695,0.11416610782839037,0.7956780824481713,0.17540083027856404,0.3438989247519946,0,0,0,0,0,0,0,0,0,2,0
0.8037678094471946,0.7139903665486179,0.19355260269593266,0.7601501618751645,0.36797665551064485,0.893715137595432,4,4,4,4,4,4,4,4,4,0,0
0.6718171497255692,0.7721383520160531,0.24046137577189736,0.47188614052674643,0.7416615773447119,0.8637977735580238,4,4,4,4,4,4,4,4,4,4,0
0.6923018048021568,0.6747976212688683,0.010749047462561945,0.99531676249993,0.25920041725580156,0.4562464287867625,4,4,4,4,4,4,4,4,4,1,0
0.20757323799257893,0.24941944287712473,0.3079517759354,0.45179149064983554,0.3865774393832416,-0.04045202071388394,0,0,0,0,0,0,0,0,0,4,0
1.0080503854121372,0.5886799915217324,1.048869559126824,0.7610144062889432,0.09628122280431473,0.9234025111762312,0,2,2,4,1,3,4,4,3,3,1
0.21941831513377205,0.2654778312919915,0.4199388457584123,0.3640592193238827,0.41407637254855884,0.5799945469044281,0,0,0,0,0,0,0,0,0,0,0
0.2555499226163394,0.1798602400815834,0.5023226323533787,0.5386454217251788,0.019094854396605687,0.23160192012312975,0,0,0,0,0,0,0,0,0,1,0
0.22985014084788724,0.2744751570411848,1.0449249258871889,0.40028318738000324,0.43748930945597425,0.3749303793432221,0,0,0,0,0,0,0,0,0,4,0
0.7819069775243837,0.7694905605920594,0.8236471627829611,0.16895188916575066,0.7954618661435966,0.4051179300250471,4,4,4,4,4,4,4,4,4,4,0
0.21662212590178107,0.22745126910060312,0.12267460725945059,0.8778128363600084,0.3364520363352962,0.7314580123954846,0,0,0,0,0,0,0,0,0,1,0
0.8421908636182103,0.767946127850551,0.44283955447652806,0.8402887786268889,0.9158756509521149,0.8014739507220485,4,4,4,4,4,4,4,4,4,0,0
0.28537406518862307,0.25999422608570905,0.14691266646016526,0.5141321569505628,0.1861281689819138,0.14493926790254788,0,0,0,0,0,0,0,0,0,1,0
0.16255248267013633,0.2077339905599227,1.0414200625328343,0.37001212936547134,0.5490986559978053,0.16658977387682353,0,0,0,0,0,0,0,0,0,2,0
0.24334251182685732,0.35842403358050173,0.3473889312495339,0.8462024961155659,0.6513674043640234,0.4718541385689678,0,0,0,0,0,0,0,0,0,3,0
0.28240883394734995,0.2988171348962104,0.958901530004534,0.7290718807105929,0.20657653489538774,0.928240508143999,0,0,0,0,0,0,0,0,0,4,0
0.3692605958546006,0.3734605359632237,0.5636406470473267,0.6260991683559707,0.93552723387889,0.29866770832339673,0,0,0,0,0,0,0,0,0,0,0
0.23381698204873141,0.3445279671803566,0.3287223685619161,0.40882397059161013,0.4471770576927068,0.34115496050206695,0,0,0,0,0,0,0,0,0,2,0
0.6603097829446665,0.8186052948868726,0.46405555508300284,0.7070251491855992,0.7576469940143631,-0.0070475654563652845,4,4,4,4,4,4,4,4,4,2,0
0.2119328659430975,0.12930353713543918,0.6019787299103687,0.24847399157382455,0.13852609465220753,0.016881008894540236,0,0,0,0,0,0,0,0,0,4,0
0.40815464021905756,0.28774161086961375,0.79719611447356,0.40740770687685685,0.604077636111054,0.06428740247351405,0,0,0,0,0,0,0,0,0,0,0
0.6901990651444035,0.8037506722298386,0.738298590010424,0.4406900550083202,0.17517242529700291,0.8212739504987143,4,4,4,4,4,4,4,4,4,4,0
0.8089704206443262,0.5842310084234613,-0.002689122058516874,0.748637555381291,0.4722827045895582,0.9081613386812393,4,4,4,4,4,4,4,4,4,0,0
0.7890363100762074,0.7855325954809798,0.5897105514409837,0.8407769695743081,0.5015306862903692,0.4546139594767126,4,4,4,4,4,4,4,4,4,0,0
0.7592557123587771,0.6451716563539125,0.2244164293388699,0.6726799779665846,1.0212367551890233,0.9159719268937849,4,4,4,4,4,4,4,4,4,3,0
0.17014974686835288,0.2147521095524898,0.6761784336681558,1.064869442300074,0.18345920036586438,-0.06077620122166942,0,0,0,0,0,0,0,0,0,3,0
0.771791258983868,0.6414188652179434,0.805304756291302,1.0663925741242066,-0.04728678180231999,0.45562363864200056,4,4,4,4,4,4,4,4,4,3,0
0.7836120357922189,0.7571659724228978,0.34778173859997946,0.5593141930228533,0.31964340162749894,0.4999270535650679,4,4,4,4,4,4,4,4,4,4,0
0.8634402702761866,0.80883154898248,0.5492827132208082,0.9926047628181545,0.618559912545168,0.1749435481549604,4,4,4,4,4,4,4,4,4,4,0
0.7113926458956606,0.8823214167325037,0.025233668455317687,0.24522275844241914,0.7687215928055382,1.0432916958138239,4,4,4,4,4,4,4,4,4,1,0
0.17020282886465582,0.21576985121095998,-0.014329848804114115,0.3860686964810089,0.08563548557938438,0.5636922271449494,0,0,0,0,0,0,0,0,0,4,0
0.7497008358575632,0.8868809005041423,0.9828442348600914,0.8018409612039121,0.15164639624640797,1.0387188666002274,4,4,4,4,4,4,4,4,4,3,0
0.8628727744218826,0.8920986880426875,0.5416942631209762,1.0077597794784718,0.3835733888144817,0.8947124794548802,4,4,4,4,4,4,4,4,4,3,0
0.758794452694996,0.6984835004323814,0.9721966009673919,0.8988914247743178,0.9109904464605876,0.23940088237035317,4,4,4,4,4,4,4,4,4,3,0
0.36202132390137065,0.29240173144093295,0.23867999800128348,0.010266595064872971,0.4987239841150523,0.4989184479065398,0,0,0,0,0,0,0,0,0,2,0
0.1831559202433559,0.21298106720741347,0.19346426253557197,0.10985767126056326,1.0191724886959814,0.6149335362913346,0,0,0,0,0,0,0,0,0,3,0
0.20008667239723696,0.38096663216985216,0.5556444760160189,0.3250651933127993,0.89621949732221,1.0633925802803172,0,0,0,0,0,0,0,0,0,4,0
0.26304825651928815,0.25777425809014853,0.5570659377674725,0.1480436042718704,0.847380005260693,0.22743229977186374,0,0,0,0,0,0,0,0,0,4,0
0.3091654883166901,0.15131439911157205,0.7204757070026557,0.9445504595362519,0.31378161268814225,0.9640716697608245,0,0,0,0,0,0,0,0,0,3,0
0.14992882375012767,0.09554148948216953,0.7993636412734699,0.6265041451660636,0.531191164620181,0.9159577465731856,0,0,0,0,0,0,0,0,0,0,0
0.6833293658768782,0.8206724717650826,0.3337777779431899,0.9779420774029222,0.11619607209881774,0.22765881563247176,4,4,4,4,4,4,4,4,4,3,0
0.3658602508984309,0.3424234261619243,0.5375185950907448,0.6141513266483938,0.9891017226681276,0.7531800522097798,0,0,0,0,0,0,0,0,0,0,0
0.6375784020709647,0.6908796049542936,0.8036837148672842,0.4593077583346548,-0.06485258459672445,0.8782693196101112,4,4,4,4,4,4,4,4,4,0,0
0.2674992330507435,0.12880031854162494,0.47163877334436694,0.48295697355431383,0.4229797869315266,0.5325108669644707,0,0,0,0,0,0,0,0,0,1,0
0.6710654636580512,0.8923663246598366,0.9040994885040439,0.506954065192682,0.45206352906497144,0.22062770335160098,4,4,4,4,4,4,4,4,4,1,0
0.22062189915085728,0.34829337154179774,1.013560972092263,-0.03701481076607275,0.025379189902578467,0.36815616124873907,0,0,0,0,0,0,0,0,0,2,0
0.2161290205009157,0.18213131620275214,0.25239993717992726,0.030549167378459474,1.0297370925810325,1.0573389549912562,0,0,0,0,0,0,0,0,0,0,0
0.2630624401199658,0.30022823484707273,0.7685224935863435,-0.01915231610420534,1.0544119561400342,0.310747086588916,0,0,0,0,0,0,0,0,0,4,0
0.03823227097226478,0.15408935515917987,0.9005161607697414,0.11610052245903954,0.6569502580450151,0.5623852053105052,3,4,1,0,2,2,0,4,2,4,1
0.7317554862790114,0.7747317364781803,-0.007310842271293888,0.21724082036600384,0.7451370364982008,0.9663724708459842,4,4,4,4,4,4,4,4,4,4,0
0.2802539761746396,0.10948956780746949,0.9300651223719574,0.20448001661749227,0.7176421933581398,0.576291083610899,0,0,0,0,0,0,0,0,0,4,0
0.1861706295497841,0.36213804682003975,0.7844729140128934,0.5278823778695458,0.4980329633759361,0.3911996924755981,0,0,0,0,0,0,0,0,0,1,0
0.8625623093493814,0.8639829232703843,0.38787830311422417,0.03724400739904987,0.41837478022038266,0.47638439644014513,4,4,4,4,4,4,4,4,4,4,0
0.36797787762249246,0.35325867222660196,0.6017324385932343,1.007131442398252,0.2587448961338229,0.8799777492141831,0,0,0,0,0,0,0,0,0,3,0
0.819311843834153,0.6123852283019141,0.371908969054881,0.016313739354980025,1.0161075484343287,0.03202392080040779,4,4,4,4,4,4,4,4,4,2,0
0.8430735619540726,0.6544336140568185,1.0052072983204934,0.3077362825789743,1.0605469200624882,0.8777896057605263,4,4,4,4,4,4,4,4,4,3,0
0.8187059903548721,0.6158715166476382,0.2483031151133357,0.8705915847820083,0.011713609829407334,0.12828946110225883,4,4,4,4,4,4,4,4,4,0,0
0.3472428883252391,0.35388468873253176,0.35276171653198435,0.07666542443658941,0.44948203283245364,0.9889191959705566,0,0,0,0,0,0,0,0,0,3,0
0.27224471134967676,0.42800489176205925,0.5396821341585007,0.39460252958272957,-0.017879134119266185,0.9004879336657958,0,0,0,0,0,0,0,0,0,2,0
0.27696547046832437,0.27391853751686246,0.8756604776752308,0.9023452879269618,1.0574460941481867,1.0183741246701286,0,0,0,0,0,0,0,0,0,4,0
0.8444880176759791,0.7263932900884573,-0.02759814463515777,0.0954582158271064,0.13583904072610983,0.5185415101912951,4,4,4,4,4,4,4,4,4,1,0
0.18844761684056924,0.04764253253641754,0.567628288135805,0.47688413174279026,0.5501576500174918,0.5269090237802001,0,2,4,4,1,3,4,2,2,2,1
0.7765179835223165,0.7362534959986208,0.4788086575362524,0.7453128188143017,0.3832797291702304,0.419585411075108,4,4,4,4,4,4,4,4,4,3,0
0.7199939869386064,0.9396890544761339,0.8866398742566137,0.4114250244168972,0.8457500871877368,0.8779102002991392,4,4,4,4,4,4,4,4,4,1,0
0.7090478445335433,0.6487543031898884,0.11138509202661825,0.24433279717380774,0.22475191420191154,0.3224712245216501,4,4,4,4,4,4,4,4,4,0,0
0.2618597604580373,0.07499522943666578,0.13146679778482884,-0.009108916296274167,0.8498542624751635,0.21416673500477007,0,0,0,0,0,0,0,0,0,1,0
0.7774734843087936,0.7486656272089853,0.7454771868011938,0.6588676860382772,0.06727070742134736,0.7657251169628598,4,4,4,4,4,4,4,4,4,0,0
0.7707777599151788,0.7826756129867485,0.6493046179900985,0.9367359329403926,0.9345855008263411,0.3857084483033483,4,4,4,4,4,4,4,4,4,4,0
0.26989749884154723,0.24608849391602203,0.8591730842140333,0.8727288211172106,0.3537332157977811,0.4837310859005087,0,0,0,0,0,0,0,0,0,2,0
0.7680017770382163,0.6041972698827215,0.3052308534092799,0.8952380250037684,1.0377734222614068,0.7737151153290183,4,4,4,4,4,4,4,4,4,2,0
0.48327443626334987,0.049589430975082616,0.8357505720279894,0.48418261100792254,0.9970758980587724,0.10671525124022582,1,3,1,0,1,1,2,2,0,3,1
0.2567884325519728,0.05299760867617731,0.3508914272846827,0.2886766112197267,0.7044789292928801,0.8753014730455704,0,0,0,0,0,0,0,0,0,3,0
0.7691011505616667,0.7648234919237157,0.7455851456880398,1.054888366612979,0.4840411147149772,0.06802582590097764,4,4,4,4,4,4,4,4,4,3,0
