attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,out
0.26051670345900735,0.3782933996093964,0.35731504508258777,0.35829592010982514,0.35554783631412706,0.39684802571780015,0,0,0,0,0,0
0.36417758370861286,0.3466922676925249,0.23247950331570777,0.34180728268235294,0.37029272849803524,0.34437215583458314,0,0,0,0,0,0
0.6269264615409273,0.5889731425700949,0.6637666479186697,0.6437711630114357,0.46732265288079866,0.6998181241848254,4,4,4,4,4,0
0.6958457763154199,0.6009819704391404,0.6923066708974824,0.7403014523044904,0.7145799634032087,0.6682605749470316,4,4,4,4,4,0
0.6101095317697739,0.7087363642008957,0.7478249269316455,0.692016980837093,0.6700228263778678,0.7179029033755179,4,4,4,4,4,0
0.668856227684225,0.7209039921922725,0.7370598533617452,0.6575784052910916,0.6497761508314436,0.4980559199371638,4,4,4,4,4,0
0.3407464213882164,0.4270380533889733,0.30241163793671927,0.2036117105599157,0.18318791747792518,0.3983700357606042,0,0,0,0,0,0
0.5382058451065487,0.5950445018994326,0.8021028687580515,0.6211447847740779,0.6280271203449065,0.8098667006660519,4,4,4,4,4,0
0.3318363550682836,0.3460391133143525,0.3179044577832309,0.3278961408445337,0.4794089365949704,0.34191818590457157,0,0,0,0,0,0
0.4094147663485955,0.2647099764333147,0.3658049053771341,0.3647210309872413,0.49263829648381563,0.3815295904303251,0,0,0,0,0,0
0.266602292793032,0.5202350805870576,0.45923371475837055,0.41813716925657707,0.5253991895342891,0.30649242499936746,0,0,0,0,0,0
0.2017849627810005,0.37189422843085446,0.40564001864440435,0.16837228912871513,0.4274222302072817,0.4146684535734437,0,0,0,0,0,0
0.37722413165454444,0.36367044283153394,0.38241658708001336,0.3606187801891496,0.18888094536080302,0.2352163866571732,0,0,0,0,0,0
0.5992909686573297,0.5786593111539391,0.6131138131124808,0.5943233239894216,0.6099954686064661,0.5139299636335672,4,4,4,4,4,0
0.7238720230555904,0.6789434773041153,0.6074366848501666,0.6891763538100941,0.7136689199150827,0.5679035496557877,4,4,4,4,4,0
0.7349697889649995,0.7033912300515545,0.7270622715945887,0.5735496743484189,0.6850813808227112,0.7426916748439765,4,4,4,4,4,0
0.5153148383022041,0.6893866717823042,0.7813492871690988,0.7487880493167127,0.647850648659415,0.5378171315730254,4,4,4,4,4,0
0.45665573041930946,0.27497697001750615,0.35971721754155755,0.4615159495675198,0.3599989408091418,0.31919015171506815,0,0,0,0,0,0
0.5939035112168627,0.6600946773240918,0.4369270219284989,0.6247273042584535,0.6523942837606167,0.6269604250559868,4,4,4,4,4,0
0.5534544674260756,0.7423662418338854,0.757629677608229,0.5622061434863823,0.760455546541828,0.7258032273470729,4,4,4,4,4,0
0.35772269388753714,0.19275911264118628,0.19573323679960145,0.33746096496310685,0.34960072743987425,0.26536105253819264,0,0,0,0,0,0
0.6068905454658509,0.7509425270342504,0.7343585833287469,0.7738739437445505,0.5730955009369196,0.6954049671653652,4,4,4,4,4,0
0.15008205305767738,0.34339804548123065,0.277503692508645,0.39690993673385483,0.47331754420665184,0.39751348327177216,0,0,0,0,0,0
0.603837623236518,0.5607701740734172,0.7376510056569864,0.6423694796671464,0.633586634869592,0.5731477971190293,4,4,4,4,4,0
0.28372507171018724,0.43080524310264673,0.3320985177939492,0.3030767705551927,0.3351409981835336,0.2525772061697585,0,0,0,0,0,0
0.6112675783838204,0.7617650422531614,0.5369609085294681,0.718642664103798,0.6030901623081049,0.644043009485561,4,4,4,4,4,0
0.30115818986957615,0.26991435182221624,0.45536678520237206,0.37712125831798293,0.41707860624844056,0.3651009957450226,0,0,0,0,0,0
0.6399767120855209,0.29937364148757417,0.2557064856727794,0.2774481665520161,0.3300844807017627,0.4227765061514575,1,3,3,0,2,1
0.5604693135951362,0.5869112963133141,0.5242608545878357,0.685424419833249,0.7532107517962044,0.6898077998052935,4,4,4,4,4,0
0.39020422852175407,0.43425148243646605,0.4327457720455502,0.3458810988139291,0.1980566994559774,0.4316621234749247,0,0,0,0,0,0
0.48333664364634954,0.2234211184902616,0.47639519786400597,0.23750905895883712,0.38823084178959344,0.3261410308304376,0,0,0,0,0,0
0.3421733128539894,0.3380458805929778,0.3619957082851654,0.39036943832456944,0.4853592576663925,0.31949790477374124,0,0,0,0,0,0
0.25726492486617597,0.24334213393014498,0.27985855107728697,0.23262986396276591,0.29440535522221256,0.3252141612737805,0,0,0,0,0,0
0.5837729435635326,0.6180572324802281,0.5446634107479614,0.6166609657515271,0.7918794709863963,0.6587375941765938,4,4,4,4,4,0
0.3815868577257513,0.33234683741213694,0.5319674640946849,0.33793536221166004,0.20908925955546487,0.38687886668842875,0,0,0,0,0,0
0.6244814460744695,0.6648632309945723,0.6594844051780823,0.5340579587616648,0.6210256153129612,0.6085532426825688,4,4,4,4,4,0
0.6612925071205848,0.6699464364614343,0.6616681381242061,0.8033144810272128,0.5812519967176537,0.4703547573159237,4,4,4,4,4,0
0.40475822958850916,0.20990975880285992,0.38412512442656016,0.2554877531305051,0.4164244611697053,0.3192483920556281,0,0,0,0,0,0
0.30459800947064986,0.3553413038376249,0.4463278549337795,0.4097397828971083,0.3452299591192768,0.45198684465435324,0,0,0,0,0,0
0.7503230457612686,0.648401628246956,0.7650724896875558,0.6894241947388263,0.519111717345851,0.5996652580019537,4,4,4,4,4,0
0.8416749238961765,0.5758983214291159,0.6684249957865998,0.630550283689218,0.7678835706419563,0.7387552436668581,4,4,4,4,4,0
0.40049201344334195,0.3546873953302344,0.3160387044655471,0.28092354289711974,0.397119494696915,0.1762997312475168,0,0,0,0,0,0
0.5553922107100673,0.6313390145945774,0.8426489489474687,0.6418003492269413,0.7275955688045246,0.6093779913415912,4,4,4,4,4,0
0.24662105960641467,0.1991453790056804,0.3297513569924058,0.37116869667047087,0.29794162786357287,0.1980278113457044,0,0,0,0,0,0
0.4549356250128926,0.2901771749151445,0.3269633995191621,0.3508804835009575,0.31662193230664165,0.36890177295145504,0,0,0,0,0,0
0.39522549537468765,0.3507483262203873,0.3477736992172784,0.19764653744176933,0.3589309251179812,0.31692339925247204,0,0,0,0,0,0
0.3880171501301999,0.4642420137940031,0.3026375879889985,0.3454961630595773,0.34910166103864,0.4688198465325,0,0,0,0,0,0
0.388386470547442,0.45692664578380404,0.41346638760801235,0.36957267779109515,0.4069924862405058,0.1835818194626,0,0,0,0,0,0
0.5473988144641955,0.7557242594003792,0.7601565100368873,0.628045294666432,0.6015269848201585,0.5689485945263634,4,4,4,4,4,0
0.36563117557640645,0.41181425243010666,0.3220772863950273,0.43196257598979626,0.5103657848856769,0.22101485707947052,0,0,0,0,0,0
0.3514354391298644,0.37162357572023236,0.30478783359415074,0.2947062134055497,0.3284954897477075,0.46873311708207777,0,0,0,0,0,0
0.6122329703677791,0.5480069340091759,0.6114700233475752,0.5386153373264666,0.6506778351268646,0.6030281447184379,4,4,4,4,4,0
0.6935104669849584,0.6010855282436336,0.6953237322670874,0.736872728886849,0.6893941869174095,0.6518073958963512,4,4,4,4,4,0
0.2993798646460047,0.3352501781753962,0.3286618607061672,0.417262884710083,0.3603567418054415,0.4218566885561086,0,0,0,0,0,0
0.3401529719256067,0.34139617588310056,0.31386594299374493,0.3447252424884331,0.31383204177863977,0.38057626030669084,0,0,0,0,0,0
0.3478968500802736,0.4824465783904127,0.28558051961262915,0.36550213599125586,0.43162412105310644,0.35746559525562865,0,0,0,0,0,0
0.4169979900295295,0.40259877741728717,0.40773569887354555,0.2886499068217166,0.2822569857831799,0.3203663322639565,0,0,0,0,0,0
0.21019674853586723,0.49217175556810205,0.3339951435213724,0.4332069560724643,0.19228229690227178,0.37127426783889633,0,0,0,0,0,0
0.19060093876657497,0.3695831408346124,0.34799698572622173,0.32523212431779897,0.4211065066615187,0.3534495253912164,0,0,0,0,0,0
0.5469266687848637,0.6265895294297386,0.6478467666819431,0.6944874309756929,0.6618314673164758,0.6606061229567185,4,4,4,4,4,0
0.41623000406659266,0.35936537775329525,0.33871377739884256,0.30902577642703866,0.241769610008712,0.484597001347877,0,0,0,0,0,0
0.297159881801144,0.20370939308495523,0.2949175257438176,0.2795036225219061,0.40592787614970927,0.2454135113825789,0,0,0,0,0,0
0.4505010087635399,0.09003653061372474,0.3086856340172408,0.5208158758768047,0.2262332600621214,0.4200546180792611,2,1,1,3,3,1
0.3715135303673264,0.25567300697943646,0.34829880746202035,0.2271937952734333,0.3208457418055851,0.4372780960325699,0,0,0,0,0,0
0.47812028919389693,0.30574440163610617,0.3875778752484772,0.2410640231399357,0.42994315035312314,0.35899646704111127,0,0,0,0,0,0
0.5879874955423473,0.4942507047227054,0.635793302219202,0.7004051707547443,0.6155123161722641,0.7058671637080524,4,4,4,4,4,0
0.31759490203650975,0.4266525971758224,0.4307328157505495,0.20688381140282688,0.3327539401623434,0.2747282479522105,0,0,0,0,0,0
0.3332324488309895,0.30554594071101493,0.29713286865959465,0.3491256972907208,0.41930764335041687,0.4245666195583597,0,0,0,0,0,0
0.7614547395141854,0.7266301444519506,0.566046478600928,0.6309310900495534,0.5717299016529216,0.628034652158872,4,4,4,4,4,0
0.3727265454502336,0.2016661324509588,0.1168332292388165,0.36220621465172065,0.4070785902158412,0.21641324528836536,3,3,3,2,1,1
0.8665074214745982,0.4376932709651203,0.7680846994487632,0.5029478089321098,0.6448224517714659,0.5575596789863039,2,1,1,1,4,1
0.705462972798378,0.7515673311721538,0.6535048151692473,0.6049562912490002,0.7937933906210377,0.5286937706130244,4,4,4,4,4,0
0.32797338802727477,0.3385266243358266,0.5110618574671493,0.20818845605233155,0.34447677297745166,0.3415754191918907,0,0,0,0,0,0
0.4806991919148426,0.5206854190392033,0.44683180150797114,0.424390774131238,0.27059867178141567,0.2501029444092507,0,0,0,0,0,0
0.43650661571719107,0.19738852768467408,0.447165104673575,0.25708272946907673,0.4060001289509122,0.2958191003345179,0,0,0,0,0,0
0.26926161183540853,0.35549237382882337,0.2554946828459988,0.3957258468752392,0.33013549564688455,0.3099431151673963,0,0,0,0,0,0
0.5461890229502401,0.6060618030680993,0.6407545132915483,0.6936922756935283,0.6887342976147783,0.763784701456844,4,4,4,4,4,0
0.7120547264322276,0.5508273196886705,0.5747059235483284,0.5313367496722459,0.637397528041487,0.6360340888545338,4,4,4,4,4,0
0.5821343817433686,0.6157091760077954,0.6190389487289424,0.7088186918155652,0.6794074958117787,0.6287376040658071,4,4,4,4,4,0
0.3052702523377657,0.2623560294678078,0.3218638561194696,0.49760363998458856,0.2312146764406297,0.36644310449589934,0,0,0,0,0,0
0.2477464029023289,0.37520005963117486,0.16015494300511332,0.27892867950082867,0.3452826576409963,0.4135057770899918,0,0,0,0,0,0
0.7401730614343353,0.7069633049091308,0.6990213269662965,0.6418905185576648,0.6950907914634482,0.7902816964198284,4,4,4,4,4,0
0.5976313084327032,0.6367834810242387,0.6393805094115409,0.7126225255647238,0.5955290352169388,0.5686899634549668,4,4,4,4,4,0
0.7459259929951707,0.5207474660673196,0.4440013271298693,0.6939964483507738,0.5643260964924871,0.49560951681387033,4,2,0,4,0,1
0.7167225118197387,0.5143483121426103,0.6918140421645946,0.7848399308907239,0.5130575044618565,0.7311420944662762,4,4,4,4,4,0
0.43904963535045094,0.418363643574079,0.282727713328505,0.25759665035101187,0.2732498016826081,0.4310681849237298,0,0,0,0,0,0
0.5865729751018548,0.7350531381593375,0.6257791185506467,0.6052925787606654,0.6627477010793685,0.7101445561083639,4,4,4,4,4,0
0.33149615457057047,0.36847296158686044,0.35049517920657836,0.37206149783673736,0.30906712497996136,0.24544622192957744,0,0,0,0,0,0
0.7992669517013198,0.7279427651724244,0.6218668914393652,0.5054835333336347,0.7126399306229885,0.6643975833711008,4,4,4,4,4,0
0.35809624731909506,0.4853518353741697,0.38963955122168686,0.4101158896991736,0.20125558149882758,0.41796751777529506,0,0,0,0,0,0
0.6953823797523271,0.6238343741361505,0.6815355914669782,0.6850981906883293,0.6571705554969715,0.7312790892132319,4,4,4,4,4,0
0.275455650951798,0.40948542936860294,0.24461529817685845,0.3527564534591739,0.3857396509030289,0.32672608306431605,0,0,0,0,0,0
0.5258232605414468,0.43043620336583643,0.30641829559996914,0.3034501333580573,0.38175355426729407,0.4442219955618359,0,0,0,0,0,0
0.5760233661191606,0.6420238900576245,0.7137243789763661,0.60631716363108,0.48793005996119493,0.5013745943291312,4,4,4,4,4,0
0.3490327077606638,0.20015457450383206,0.39834938879339465,0.4204218149947955,0.4047353843241485,0.3546526764271393,0,0,0,0,0,0
0.2970107808509817,0.4029424794956819,0.28175759918677123,0.33330589970754965,0.45992475623828066,0.41671382625056497,0,0,0,0,0,0
0.3540901479922966,0.2761488200850981,0.10285526882228174,0.21600329566778442,0.29535831377325916,0.4059835721361089,0,1,4,0,2,1
0.23679015721492586,0.19647656841946823,0.3631890272372032,0.3276024898005159,0.36014819566860923,0.29606700768045047,0,0,0,0,0,0
0.6578094200458333,0.7890376843716388,0.6911828093134488,0.5954526874815078,0.6336404500767603,0.7128487303957903,4,4,4,4,4,0
0.5618046064713308,0.4744606315778625,0.7353524613147137,0.5955091710927791,0.5588707929868423,0.6294016235356181,4,4,4,4,4,0
0.42430835933586875,0.4034975757627527,0.2948597352777711,0.35990726514345356,0.527109329001207,0.4191043386856734,0,0,0,0,0,0
0.672190581997747,0.5858693435126959,0.6318867003465722,0.6340413142265893,0.7653023401266235,0.6427849962916096,4,4,4,4,4,0
0.43031299710592746,0.35890815587478,0.3804823227664839,0.26755273115217243,0.31113104515835216,0.2521816026356234,0,0,0,0,0,0
0.31510174344776254,0.41561002773516176,0.2293449333668397,0.3246844856512093,0.5050354260518447,0.32083467937897636,0,0,0,0,0,0
0.2874409743548687,0.23176262038520568,0.18831120199026857,0.49952486937761886,0.23211183681960557,0.41780441134132756,0,0,0,0,0,0
0.3567536264175725,0.32828518085420466,0.4399857212088274,0.20709947551653407,0.32016356622243,0.4874320510133827,0,0,0,0,0,0
0.3398948809573932,0.39527781194560696,0.24761718488788909,0.5209672088034832,0.39061086555001834,0.41776440841961615,0,0,0,0,0,0
0.6890703337537782,0.7107865648634245,0.7436617417311724,0.6461637742828712,0.7798163019156921,0.514158146773763,4,4,4,4,4,0
0.32105406633440364,0.19325945736653158,0.2728333668895765,0.40566349562169907,0.44325101921827,0.41706297801735437,0,0,0,0,0,0
0.45192904563010733,0.3663152945093069,0.3072366368531785,0.3504454354997816,0.34749732585943005,0.3347024546238906,0,0,0,0,0,0
0.2851354531905656,0.3901061668382031,0.2819292315591668,0.14361013426898422,0.5019728758668744,0.3611481724626232,0,0,0,0,0,0
0.3793649815567603,0.46343827077606164,0.1252590453808606,0.45038466806858135,0.28562908416975014,0.42502767698631205,0,0,0,0,0,0
0.41121034639869397,0.3900549835004359,0.4144784788041682,0.26287292192658507,0.3482744046286016,0.2806175762431323,0,0,0,0,0,0
0.3602355270937733,0.2945702446122405,0.326520468470377,0.45808520820536014,0.4049994444982312,0.4363237665560963,0,0,0,0,0,0
0.603859445658294,0.7527583421588168,0.744299412575853,0.7138892540406343,0.5014650241111279,0.5484083681189866,4,4,4,4,4,0
0.36688461821441054,0.40649276774003934,0.2308982283331215,0.3656518172878705,0.4173204030675659,0.31985808280921396,0,0,0,0,0,0
0.32226217865995055,0.31781745049625365,0.37711753941784404,0.4620277071722269,0.33254194000580145,0.38084529722200994,0,0,0,0,0,0
0.3909646326910918,0.4464321892338975,0.3553356312979456,0.42001848517218593,0.33797289081741966,0.24797840526534093,0,0,0,0,0,0
0.6457375970185866,0.5935131481261104,0.6421855675588508,0.8138097768662689,0.5090973013445255,0.5981748858584123,4,4,4,4,4,0
0.6728161254520163,0.6039252931455341,0.5447560873094222,0.7019392713986745,0.6401931509991953,0.6975676374379745,4,4,4,4,4,0
0.690434231009727,0.6066259211200107,0.5979805867332858,0.5641437667619523,0.5766073298605479,0.6907258856809375,4,4,4,4,4,0
0.5565123810890393,0.7280973486203597,0.6557354875623405,0.8027125788657464,0.5551533914968029,0.5319245035833715,4,4,4,4,4,0
0.6648494512139829,0.5482853261609699,0.7227897981643032,0.6706863036649563,0.48165734261279025,0.7093809899765493,4,4,4,4,4,0
0.5970180780568292,0.8658365743112122,0.6814462489484099,0.5919017153401359,0.6563872650101005,0.547295040824306,4,4,4,4,4,0
0.27572745806395127,0.28528192615921155,0.3097628002971284,0.48928313111935784,0.25977212710425,0.42830517762528114,0,0,0,0,0,0
0.39688627604612475,0.40606398984709524,0.3414949160149549,0.43850003157333495,0.25803559382225755,0.2780932756704522,0,0,0,0,0,0
0.2320244428200442,0.12289784345712676,0.31362701333369647,0.4224103428088668,0.5040571558045428,0.3887010869984342,3,4,2,0,0,1
0.5478757618753898,0.7651471526618318,0.7235448573952701,0.7618547167969538,0.5966802598511451,0.7332789996970022,4,4,4,4,4,0
0.469180868542083,0.2096627556008505,0.4118507697487417,0.36439091374468024,0.3483696044602324,0.3187774941247268,0,0,0,0,0,0
0.443339785922478,0.2763809174909203,0.43908127186750506,0.3168463623109276,0.38894230514490896,0.3760735224092502,0,0,0,0,0,0
0.5582084005838976,0.6258793830344161,0.4208800375564896,0.6723257007705199,0.5576928910775402,0.5256617077114459,4,4,4,4,4,0
0.5762956739265179,0.5745077838645187,0.5579769406698911,0.5849193400019048,0.5697292903520631,0.7702688951470684,4,4,4,4,4,0
0.7222727593011044,0.6358014980879287,0.6024831984652183,0.7973668501978743,0.6654513442966876,0.6924612776162671,4,4,4,4,4,0
0.7636740791024332,0.6798877843019504,0.73177805347374,0.594821713199657,0.6543988364514266,0.6546495067002325,4,4,4,4,4,0
0.5193274975948414,0.35433326938958015,0.24570505702074788,0.34603153517051655,0.2749647448750945,0.12121541294524626,0,0,2,1,1,1
0.27708774858893015,0.3781863869811099,0.32940420913147067,0.5333872820817755,0.27988920633998465,0.2279642281607081,0,0,0,0,0,0
0.26736825438243367,0.27137674893570507,0.27206920541482804,0.29530399184383876,0.36383199216390993,0.20352777832112737,0,0,0,0,0,0
0.6107219336236721,0.5418935773976192,0.701503109754766,0.6946486400158304,0.5981751283407487,0.7645670970268674,4,4,4,4,4,0
0.6237794933638531,0.6527490405279992,0.7453843593241489,0.6853872093248469,0.709559574856486,0.6164779012681274,4,4,4,4,4,0
0.6184633632413705,0.523241058574722,0.5949488830713275,0.6657126979846045,0.6254760165284309,0.6292130340450552,4,4,4,4,4,0
0.664175660635925,0.6372761531070458,0.8168203208662467,0.6490214776876917,0.8123519122989755,0.507314320853979,4,4,4,4,4,0
0.43786164213084144,0.6717403550440738,0.6867197275753959,0.5363247745658668,0.532412240819926,0.5167724169518457,1,2,0,3,0,1
0.7198631684884949,0.7080056719729942,0.7303351444539569,0.7107280800833354,0.6209320311057881,0.6425651577846602,4,4,4,4,4,0
0.2715705818226854,0.28203713827961413,0.3510714884257045,0.21451260275491582,0.4632595712838845,0.19152748071686604,0,0,0,0,0,0
0.2888276609546915,0.4770878154530911,0.5034438123630037,0.37546628463719905,0.35570772375540866,0.2986492186919013,0,0,0,0,0,0
0.31269521784986415,0.3782830006906174,0.30578764326740954,0.3667549892590259,0.4946885908638494,0.23412700100050476,0,0,0,0,0,0
0.25876203520090957,0.4930212695988688,0.3619940647016721,0.18324531603651845,0.4606936800867705,0.23717540060921244,0,0,0,0,0,0
0.3661303647071598,0.37468474484802283,0.34064307800070387,0.38016115485140256,0.38435387399224286,0.18966794589261787,0,0,0,0,0,0
0.24623958954538316,0.3226998064685937,0.4571091241777129,0.3881794763863954,0.42338912406301427,0.40552933303805294,0,0,0,0,0,0
0.37145364548948084,0.3024550512566779,0.3447917290049343,0.39984973391366696,0.2762282638586069,0.3764219699231024,0,0,0,0,0,0
0.41446703653259,0.3146400257730351,0.5367468024198538,0.2601667505486094,0.45275790437850566,0.3883223306260331,0,0,0,0,0,0
0.5655752881448947,0.7013721768525207,0.6891351149149937,0.7604178073827069,0.729555430361515,0.6438942210962173,4,4,4,4,4,0
0.6774546283367892,0.6474549178365441,0.6282843606784454,0.6499421367714208,0.42130386407357734,0.6688295495190086,4,4,4,4,4,0
0.6360791946612232,0.8555081224390282,0.5686981899502314,0.4936565611273886,0.7331228127867855,0.6326428528563448,4,4,4,4,4,0
0.49879473889340387,0.16733874928174414,0.5579383960213176,0.49185198392044793,0.25505926261183504,0.4715918588666385,2,3,4,4,2,1
0.7335009929819855,0.6564298558131797,0.6073932730678376,0.8058066927553774,0.7462760191886685,0.6086838203762239,4,4,4,4,4,0
0.3739896342338586,0.4639421235605667,0.40340048305789267,0.3274538505364198,0.33377327891350844,0.21046026840468646,0,0,0,0,0,0
0.3868543282941802,0.40671190535113766,0.47073958494056917,0.3438930698882838,0.38631523568202064,0.3861961608164404,0,0,0,0,0,0
0.20652969376071426,0.4977808092442503,0.3651705450785542,0.3826224342201419,0.2741706987886191,0.3675327163521045,0,0,0,0,0,0
0.7238755889343154,0.5869851767071543,0.6567335722705447,0.7124790635279882,0.5892742364992329,0.6512363072307673,4,4,4,4,4,0
0.4280120467193294,0.4192714971856299,0.4255957552676734,0.2630287369983749,0.24083759933282928,0.33261680985359865,0,0,0,0,0,0
0.6816183639696285,0.5099771544468041,0.5806444978718209,0.5161325313647112,0.5700730670786235,0.6308431972993226,4,4,4,4,4,0
0.340293493742599,0.3560115369308315,0.44116670733732744,0.43667609242149324,0.38271870028865823,0.44924099017529157,0,0,0,0,0,0
0.5768193513129516,0.4570624248718709,0.6125865665542544,0.6228483808197851,0.6050037268910804,0.6330782018704643,4,4,4,4,4,0
0.4518508222537335,0.7197974944242109,0.7094577154897286,0.6085760225992531,0.5911040690706505,0.7696478479350235,4,4,4,4,4,0
0.5858483806316279,0.49342837115054466,0.602250057107492,0.6615853162632195,0.7145234916314755,0.7050988068999573,4,4,4,4,4,0
0.29570780742412756,0.42151348458370314,0.2826574968684143,0.3177131439297104,0.19848079196751692,0.3632751302622002,0,0,0,0,0,0
0.36138002062041047,0.2409447977413106,0.2569314893912119,0.2791165708352582,0.4508464848690028,0.24647570156116153,0,0,0,0,0,0
0.2966792047613998,0.3832443314530979,0.27292950990734377,0.36350201447810243,0.34477884390698743,0.4127060869823887,0,0,0,0,0,0
0.42785261537487146,0.40561165521289794,0.3187090409155746,0.4135358111975129,0.314302296518574,0.19553935021151447,0,0,0,0,0,0
0.8152344526557842,0.5864513928263424,0.5532686634049403,0.7105049773807963,0.6324051303675386,0.6422879115117155,4,4,4,4,4,0
0.31119810128475894,0.3731937357781663,0.20049929321987722,0.15809268146939442,0.4320559837099842,0.2514411402273391,0,0,0,0,0,0
0.49613714629679573,0.377381427343858,0.3454298952120167,0.32609689056558977,0.5469472210359114,0.5577855586699725,0,2,3,3,3,1
0.640819076901062,0.6309461572255376,0.6562099404327196,0.6401581604723994,0.5830793957148984,0.5243244978789923,4,4,4,4,4,0
0.32939966961528705,0.3306304289240447,0.36885981503269805,0.2685727486231426,0.4229758276343491,0.33408196312537236,0,0,0,0,0,0
0.4459470850078988,0.2740434352348989,0.32899514998845664,0.4390046130011594,0.20882431134864735,0.4560206129195309,0,0,0,0,0,0
0.5690163992228432,0.6152210323921098,0.6260071695812542,0.6405813394841541,0.6648231725101923,0.806108108737382,4,4,4,4,4,0
0.5582511505872678,0.6849320415403514,0.5868670268699334,0.636475398081434,0.5941092929404449,0.6138365123587846,4,4,4,4,4,0
0.3883847367134114,0.414337960864645,0.10712583884444293,0.4362977582165709,0.31128729694895646,0.42680493758200444,0,0,0,0,0,0
0.4389380317078956,0.2302874693117034,0.1896914171774357,0.22228659374952045,0.3801119973966147,0.36872200721288645,0,0,0,0,0,0
0.32112019227552613,0.41159883560478866,0.3181738302350783,0.30353130002701567,0.33329485488226795,0.3935219417968941,0,0,0,0,0,0
0.7222498945118556,0.5387576412667825,0.6538684800161925,0.5207411268961466,0.6656875539848274,0.6128566752430762,4,4,4,4,4,0
0.8104817758764551,0.5848770718921132,0.6194536319256886,0.6920603615476828,0.4928167954922551,0.4863709539183201,4,4,4,4,4,0
0.3226392259492991,0.3685120907886573,0.28474493028722203,0.34892787051498,0.4429616116078205,0.41913288863893944,0,0,0,0,0,0
0.32982936219359094,0.3309412678598729,0.32806945640362517,0.11220137296541263,0.2578543701586595,0.3791372285058783,0,0,0,0,0,0
0.6713865096709974,0.5858841859305066,0.6491131488921943,0.6348733587526383,0.6506830293550002,0.7840220206378347,4,4,4,4,4,0
0.36481146221507504,0.40953541880331873,0.3248309181198392,0.44620939471495863,0.392611746334312,0.20069142542647464,0,0,0,0,0,0
0.5800681406427275,0.5978363384961489,0.5361101955789236,0.47889828025607606,0.5047221654066865,0.7906366153791746,3,4,4,3,1,1
0.29160087583959765,0.4189340999286908,0.4807439643919632,0.394520272897411,0.3705207416564678,0.2567268395809298,0,0,0,0,0,0
