attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,out
0.5883933226132192,0.5274839982224546,0.583717770775512,0.6344918156320629,0.6160576567618783,0.5038707127326288,0,0,0,0,0,0,0,0,0,1,2,0,0
0.5050796980007091,0.49140894086943326,0.49149547372143243,0.49958818792751064,0.506416333034542,0.5011282881342691,4,4,4,4,4,4,4,4,4,2,4,4,0
0.4885722217200024,0.49427010990828724,0.49450920647270336,0.5020020120686852,0.49611520878481646,0.4952547762552988,4,4,4,4,4,4,4,4,4,1,2,0,0
0.490663331649603,0.4951262443334282,0.49792088574911353,0.5037276685220571,0.4874855994081976,0.5008561667816284,4,4,4,4,4,4,4,4,4,3,0,3,0
0.5017672776558221,0.49361606712989287,0.4956755065828856,0.5010203522596866,0.4969778871085311,0.5008250057036263,4,4,4,4,4,4,4,4,4,1,2,0,0
0.49986625798282797,0.5211042669854995,0.4855420704951817,0.50546658242173,0.5116425529452426,0.5036992269951952,4,4,4,4,4,4,4,4,4,2,0,2,0
0.4585916469136661,0.9690641573809647,0.6935234087185727,0.35834017294399384,0.6288382210250552,0.4011509032008656,0,0,0,0,0,0,0,0,0,2,0,2,0
0.22693750669699725,0.4737241399894556,0.352688676316541,0.49686950226083326,0.5673324908873799,0.6103852705309794,0,0,0,0,0,0,0,0,0,1,3,3,0
0.48976521412665386,0.4981332580952761,0.4737577999961112,0.4972899607286316,0.510973098733466,0.49875269377547093,4,4,4,4,4,4,4,4,4,0,0,4,0
0.47503613361336594,0.6724313452146649,0.29834898851958225,0.5752808158938003,0.7201187443636381,0.4768091572979563,0,0,0,0,0,0,0,0,0,2,1,1,0
0.499517216746117,0.5188240016662412,0.31414723949378565,0.5344582629550815,0.3727138485100722,0.5488591933733047,0,0,0,0,0,0,0,0,0,1,3,3,0
0.5095940216183991,0.5042258397925239,0.5000956966120143,0.49235432999385303,0.49648918474421655,0.48668973839748175,4,4,4,4,4,4,4,4,4,2,2,0,0
0.45803923492505577,0.5000132284428291,0.6180794529004057,0.4346318464145813,0.4502018658713719,0.22124809969931386,0,0,0,0,0,0,0,0,0,0,2,0,0
0.5013423437076994,0.508292686560054,0.4879635933364957,0.5179098267848637,0.49248355543969574,0.49527638463797763,4,4,4,4,4,4,4,4,4,3,4,3,0
0.4304079976999058,0.6391463007601204,0.6886217322126931,0.28543260987107444,0.5852577695294889,0.46309324193045964,0,0,0,0,0,0,0,0,0,1,1,1,0
0.4997965275779099,0.4947287702939607,0.5062492457039357,0.508285469834977,0.4903469403291933,0.5055887227684777,4,4,4,4,4,4,4,4,4,1,1,1,0
0.42416036961604225,0.5515016448131355,0.5011775396542687,0.3732610569349724,0.3984550828082713,0.5388481032295271,0,0,0,0,0,0,0,0,0,0,4,2,0
0.4993800444110998,0.5028623944453353,0.5075227751557966,0.4930893045776434,0.5018891651782719,0.49978233332992456,4,4,4,4,4,4,4,4,4,3,3,0,0
0.3067717593874718,0.6192244220937639,0.7371557299949861,0.31842354686233587,0.4364384514581739,0.43674624912157595,0,0,0,0,0,0,0,0,0,2,4,0,0
0.5125969168590802,0.7251834645965711,0.6858534476465438,0.702607530690814,0.3699281730527523,0.4856357352867918,0,0,0,0,0,0,0,0,0,1,3,0,0
0.5206327325363731,0.5049052445811771,0.499464991319854,0.50430114131885,0.48697669293001633,0.5065369076097779,4,4,4,4,4,4,4,4,4,3,1,4,0
0.5012823143834149,0.48350363781888134,0.5038052560300361,0.5068737220874687,0.5023467924115745,0.49869735395290943,4,4,4,4,4,4,4,4,4,0,4,2,0
0.6257091370928359,0.6564451043490791,0.6110457070767068,0.09503838734682718,0.2407241887130372,0.5870668408279378,0,0,0,0,0,0,0,0,0,3,2,0,0
0.7006504801224014,0.2624850686103891,0.6687573704637991,0.6883876806271494,0.49069254957250874,0.5033287974669682,0,0,0,0,0,0,0,0,0,1,3,3,0
0.31108710226825614,0.6675388709094445,0.36684334589707523,0.34781960239362886,0.6633772556622104,0.4286926114138365,0,0,0,0,0,0,0,0,0,3,2,1,0
0.41092492782283274,0.6805507447768515,0.6905139126855002,0.43744629481021435,0.5585180590752127,0.7139186380382831,0,0,0,0,0,0,0,0,0,2,0,1,0
0.4822606429549735,0.7990466925429349,0.5083867911808582,0.6231136775098912,0.4359739920897079,0.34417323250578885,0,0,0,0,0,0,0,0,0,4,0,4,0
0.3061368205290599,0.46751445759815946,0.4322965386024399,0.4086485030623068,0.6318424350218437,0.399760888345561,0,0,0,0,0,0,0,0,0,3,3,3,0
0.42919009261978935,0.7997294872420173,0.5385274617882524,0.4977038090420727,0.7587554823298466,0.5085688560705712,0,0,0,0,0,0,0,0,0,4,3,4,0
0.4988485860906869,0.5038293139395851,0.5070163504757127,0.49714485307853723,0.5017279878215197,0.5204679780099697,4,4,4,4,4,4,4,4,4,1,4,0,0
0.5866294310132742,0.6922313937460911,0.3661004642883332,0.42492522934873955,0.6403883352101066,0.492361839823582,0,0,0,0,0,0,0,0,0,1,4,1,0
0.5364710369355737,0.4234852136038209,0.26077499767923423,0.2502240106160205,0.6565743289988033,0.699528452592065,0,0,0,0,0,0,0,0,0,2,1,1,0
0.5065610931955776,0.5240968135791304,0.48002291885125653,0.5058503685021453,0.5134263343934417,0.49228963679236154,4,4,3,3,4,4,0,4,0,3,4,0,1
0.2932037525563518,0.4307841420014198,0.38759452063712335,0.37171068432667825,0.3066068460760616,0.5569688587331583,0,0,0,0,0,0,0,0,0,4,3,4,0
0.29806192971361,0.4568931645542713,0.6104381458221649,0.40906083772994,0.2266177226090748,0.6990514753704871,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5043130022583511,0.47717551738467534,0.5028250026470151,0.5100988806795371,0.5098226287932663,0.5162277865667676,4,4,4,4,4,4,4,4,4,3,3,3,0
0.4546101173524363,0.42004096475915637,0.49572828012457815,0.6939146690330213,0.6858802442796301,0.3845544503860617,0,0,0,0,0,0,0,0,0,2,2,3,0
0.45144110079785615,0.4972106577427655,0.3861793215580074,0.5391419811033373,0.4814597210110512,0.47358443848267023,0,0,0,0,0,0,0,0,0,2,3,3,0
0.5398663037246201,0.47318705028987174,0.6678920489262312,0.8194895131747895,0.6212382005320852,0.32371749038267866,0,0,0,0,0,0,0,0,0,1,1,2,0
0.4891393816321192,0.49620524803415983,0.5087745312624267,0.5150508141121634,0.505259971101065,0.48994616334449387,4,4,4,4,4,4,4,4,4,3,2,2,0
0.48357119501237833,0.2318191910962319,0.6957069459820605,0.5931441323285337,0.5713057205782559,0.6472779993337312,0,0,0,0,0,0,0,0,0,1,3,0,0
0.48635983627292423,0.494746010923687,0.5086280306074594,0.4834560061053229,0.4951033221561461,0.5199904195815268,4,4,4,4,4,4,4,4,4,4,3,1,0
0.5026343992276738,0.5150001781621195,0.49292464201422104,0.49864597582793335,0.5000276176556696,0.5180843456183164,4,4,4,4,4,4,4,4,4,2,0,3,0
0.5736035442240055,0.2822211558521589,0.464506548669052,0.706199194419555,0.3646540382760518,0.1685233615056385,0,0,0,0,0,0,0,0,0,0,4,1,0
0.4967387128174702,0.513650924599465,0.5171930906301675,0.5044855047624317,0.5028134243233908,0.5006238221779139,4,4,4,4,4,4,4,4,4,3,2,3,0
0.49498769567199014,0.5195687507878253,0.4963437487259916,0.48594230779275704,0.5001357706606547,0.4938058508601207,4,4,4,4,4,4,4,4,4,4,3,4,0
0.49859979206391836,0.49498779813195654,0.5095840402472939,0.4820529902697684,0.4988103771810783,0.4941997379567751,4,4,4,4,4,4,4,4,4,2,4,0,0
0.49928826363586265,0.505658079775462,0.48025371918258375,0.5278593611226302,0.5108416224432745,0.5077088890758281,1,1,1,4,3,1,2,1,0,3,3,0,1
0.5027743349578403,0.502487655551248,0.4893858309528716,0.49509289298379044,0.5012114236104772,0.4972579331572222,4,4,4,4,4,4,4,4,4,4,0,4,0
0.18689820375340205,0.567535273427694,0.24065421128280245,0.2857838025944339,0.3623191751664311,0.8218389582849933,0,0,0,0,0,0,0,0,0,3,4,4,0
0.49093664284789745,0.47308265646624637,0.4977736191536726,0.5011388540933467,0.5088037264368209,0.5054842172521636,4,4,4,4,4,4,4,4,4,4,4,2,0
0.5001094893325901,0.5111461695836008,0.4883431187919011,0.4922879855058807,0.502933148991087,0.5151167363119026,4,4,4,4,4,4,4,4,4,2,4,0,0
0.48862230609017104,0.5077991083956799,0.5160578734836728,0.49564153307094183,0.508043776340472,0.48781377855956154,4,4,4,4,4,4,4,4,4,3,0,0,0
0.49714972658212975,0.5068478104560505,0.49882503978329673,0.4970227634441582,0.4801206901557273,0.48698589169567624,4,4,4,4,4,4,4,4,4,4,1,4,0
0.49064139570262805,0.5000127334209943,0.5166804088661379,0.4916656470745251,0.4935612847524272,0.5098850378915624,4,4,4,4,4,4,4,4,4,1,3,0,0
0.478068216316636,0.502043895978707,0.506952812421254,0.5140945680096553,0.5141022779053548,0.47355015241330584,4,2,3,3,0,0,2,3,3,4,3,1,1
0.385376538827518,0.44993222770028324,0.7093277484037657,0.32800238800264586,0.3317936896681466,0.5861057190827355,0,0,0,0,0,0,0,0,0,0,2,4,0
0.28116440532588416,0.535550841971006,0.44429930728169537,0.5161141228981396,0.2258397674541015,0.663539690240229,0,0,0,0,0,0,0,0,0,3,1,2,0
0.49357505983414646,0.5099791683762678,0.522121742716153,0.5128375330458301,0.5096977960562511,0.48789566454671407,4,4,4,4,4,4,4,4,4,2,4,3,0
0.49094888906389295,0.49207385794663455,0.5122437917375533,0.4939086241229459,0.504765797936624,0.490969914274752,4,4,4,4,4,4,4,4,4,1,2,2,0
0.5173009856230142,0.5141748675217508,0.49134839954565174,0.49299697008960375,0.5094058767992846,0.5061428840587731,4,4,4,4,4,4,4,4,4,2,2,2,0
0.5055007946415117,0.5106312678908148,0.5038556855552675,0.5018319046954978,0.5060493116370531,0.49793892278997437,4,4,4,4,4,4,4,4,4,1,1,3,0
0.48779874411545826,0.501907654165816,0.5027325944656923,0.5002194829359832,0.5066058459053058,0.5095515614912404,4,4,4,4,4,4,4,4,4,1,2,0,0
0.2291240807910167,0.6432115581713698,0.5683717768235459,0.6581020946500586,0.5754541580258955,0.7354910347066077,0,0,0,0,0,0,0,0,0,0,1,2,0
0.49860813168992246,0.48915360371217115,0.5038553110557802,0.5058085288788904,0.48598593512599064,0.5007270232025187,4,4,4,4,4,4,4,4,4,4,0,0,0
0.6561317523138789,0.3927084542922526,0.5125674922502218,0.3144077165599509,0.641201373509061,0.4843846870853854,0,0,0,0,0,0,0,0,0,0,1,1,0
0.41201125340165273,0.5590751458104416,0.45368928665078934,0.7715605778415507,0.41641368318906447,0.46236823803622495,0,0,0,0,0,0,0,0,0,3,0,2,0
0.5060613504994381,0.4989075340994279,0.503115007609713,0.5010000114363824,0.4859253734770549,0.5075831203312187,4,4,4,4,4,4,4,4,4,1,2,0,0
0.4232799241834586,0.7825851681734887,0.27426038208954867,0.7390765047190836,0.627360925931402,0.2949733456411753,0,0,0,0,0,0,0,0,0,2,2,4,0
0.5689742817820562,0.37505113677880586,0.27183059496794565,0.49180690003938354,0.5774230482026964,0.4814986328915275,0,0,0,0,0,0,0,0,0,3,2,3,0
0.5200531991248918,0.5032912268988099,0.49578905106042925,0.502996115570549,0.49395974588490954,0.49051256159522333,4,4,4,4,4,4,4,4,4,0,3,2,0
0.4031062030610273,0.6449889710636132,0.45058239332482863,0.696655901148534,0.7077851311448318,0.7078153627116223,0,0,0,0,0,0,0,0,0,3,2,3,0
0.5016855934643476,0.5084215743868417,0.5225296585652471,0.22515199219876258,0.25871246018605576,0.2721255616809542,0,0,0,0,0,0,0,0,0,2,4,3,0
0.7086383186650687,0.4575143093306533,0.4542379567873524,0.4320825301410683,0.7679737630885604,0.5243625382185758,0,0,0,0,0,0,0,0,0,2,0,0,0
0.3525598238397514,0.1383019826543232,0.4327222799340586,0.699156329992788,0.383968102286717,0.2999379968486428,0,0,0,0,0,0,0,0,0,1,1,0,0
0.5914773530319662,0.7211313737251694,0.25379535310618606,0.7286299173076266,0.4906313575179429,0.43931809738620087,0,0,0,0,0,0,0,0,0,3,4,2,0
0.5265104684545567,0.5245976291967218,0.5906953604920259,0.3311528674692332,0.6019961973003768,0.6956854139957973,0,0,0,0,0,0,0,0,0,0,4,3,0
0.4858917570410978,0.49775369543005415,0.5143697536739981,0.5115759835305422,0.49551843437615173,0.5035435799599456,4,4,4,4,4,4,4,4,4,0,1,3,0
0.34669215334354675,0.7079983723179323,0.69474910640998,0.4984583740680664,0.26098980479834133,0.7438371125176739,0,0,0,0,0,0,0,0,0,3,3,4,0
0.7623513684248756,0.7610679958558937,0.3278369870237706,0.38015055669429876,0.6140524064100131,0.5876421592676521,0,0,0,0,0,0,0,0,0,4,3,3,0
0.18608421149229515,0.8096730593417447,0.5157251786489014,0.5422501023462041,0.5769204084517116,0.5915575852714603,0,0,0,0,0,0,0,0,0,2,1,3,0
0.452205656420986,0.6337957382497833,0.4006354577006609,0.34175012968503715,0.35644358949267474,0.73471667401887,0,0,0,0,0,0,0,0,0,1,0,0,0
0.49643510210034475,0.40158149657717657,0.34904049666855164,0.30146231400912277,0.562944111297937,0.535528379999494,0,0,0,0,0,0,0,0,0,4,0,2,0
0.48757254129225397,0.4983729797881442,0.5155273891746288,0.5049764234857302,0.4904632696920598,0.5156408782769885,4,4,4,4,4,4,4,4,4,0,4,2,0
0.5110028411843734,0.5104084876054461,0.4831428769470424,0.48943377190645815,0.5064640093383231,0.5005961364827752,4,4,4,4,4,4,4,4,4,4,4,0,0
0.34538263333347374,0.6416817430175343,0.4410673932652736,0.535254633592333,0.6050515641425568,0.5319990900951956,0,0,0,0,0,0,0,0,0,3,2,1,0
0.4944014499739348,0.5140402210720895,0.4984086106617366,0.49791842534336955,0.5069763328768865,0.5042821973144668,4,4,4,4,4,4,4,4,4,3,1,2,0
0.5069093738350338,0.5031585254136016,0.5042653703552542,0.506833656244556,0.501991222536847,0.5026187777463321,4,4,4,4,4,4,4,4,4,0,4,1,0
0.5008423065264712,0.5143797490324905,0.5082064682927455,0.5119784275803703,0.4963458322387632,0.5015933371305551,4,4,4,4,4,4,4,4,4,2,2,0,0
0.5159069255083991,0.7390563349901673,0.30098530501825504,0.3751280562913505,0.3947265595223586,0.4081558131556071,0,0,0,0,0,0,0,0,0,4,0,4,0
0.558161560959161,0.48334870268838137,0.498062272356683,0.8873508148050526,0.43720926032967844,0.46172497781046,0,0,0,0,0,0,0,0,0,3,4,3,0
0.27050309002343353,0.4664145503557764,0.33043786077111614,0.29010072806126075,0.7863653678915228,0.228418695692374,0,0,0,0,0,0,0,0,0,2,3,1,0
0.49428088264040443,0.4928127516533876,0.4764679650998997,0.5145912113578053,0.4885647570631953,0.504762376255641,4,4,4,4,4,4,4,4,4,3,2,1,0
0.43981619200355815,0.32379871586407155,0.49015385921530874,0.30584360198356164,0.554144239550635,0.4651338225471732,0,0,0,0,0,0,0,0,0,1,1,2,0
0.49872066976181434,0.510265316922774,0.5023712237190724,0.5115665724544521,0.495027180260012,0.5153984797295826,4,4,4,4,4,4,4,4,4,1,0,2,0
0.48313640866558905,0.5822956611938129,0.3090286116322073,0.7057168998569874,0.3557303013247729,0.46981512227947253,0,0,0,0,0,0,0,0,0,3,4,2,0
0.32930440882230216,0.48789882405483326,0.5638988455427075,0.5855188521276513,0.2292027257771958,0.27696987237544296,0,0,0,0,0,0,0,0,0,4,0,0,0
0.49074150501867814,0.5190059005782903,0.49795873295515336,0.49544815283724375,0.5049029271037375,0.50012280504324,4,4,4,4,4,4,4,4,4,4,3,4,0
0.5025345346107791,0.506546737437129,0.5077389140623371,0.508724502588559,0.5139334856968291,0.48432685854021595,4,4,4,4,4,4,4,4,4,0,3,3,0
0.6305051857248528,0.48493230077800664,0.34209500865427633,0.23014995349135103,0.21994515680471743,0.5195506003052073,0,0,0,0,0,0,0,0,0,1,0,0,0
0.49912866988788074,0.5018606158206583,0.5099913529885763,0.5096741128844284,0.48958817023827206,0.492345994373936,4,4,4,4,4,4,4,4,4,3,3,0,0
0.513173519178717,0.48984732192580416,0.5001482001679127,0.5012387048319189,0.4894402029099911,0.5097473206033525,4,4,4,4,4,4,4,4,4,3,0,3,0
0.4960534991414521,0.4931134022362731,0.4951798263289394,0.4934146561821955,0.49690074765579373,0.49490891047931523,4,4,4,4,4,4,4,4,4,2,0,4,0
0.49873331920754166,0.4960196791374838,0.4805353710434488,0.48460650021068646,0.4985803537777596,0.5097487620952796,4,4,4,4,4,4,4,4,4,4,3,4,0
0.2856680443979066,0.6096226966099156,0.6182569633441499,0.3417928636224171,0.490981352811888,0.6233377275639637,0,0,0,0,0,0,0,0,0,4,0,1,0
0.6706097205575926,0.5109188321585049,0.6930332792814226,0.15359409522377948,0.34510295485393494,0.4742837776257997,0,0,0,0,0,0,0,0,0,1,0,4,0
0.01969011029539436,0.7151281327336012,0.49844447790516594,0.30357979619560616,0.34927471561269374,0.6127613396741414,0,0,0,0,0,0,0,0,0,4,0,3,0
0.5580729599032502,0.5054931607614017,0.328537505065164,0.5579127511028316,0.4257416294030315,0.5351418403915844,0,0,0,0,0,0,0,0,0,2,4,0,0
0.5021459161626494,0.5139548834177452,0.502862749608099,0.4968733733428246,0.4911775673963989,0.501166358499836,4,4,4,4,4,4,4,4,4,1,2,1,0
0.4731934711833095,0.3177142653785956,0.38256741653430854,0.00914014649811734,0.45918801949095506,0.31457956555897104,0,0,0,0,0,0,0,0,0,3,2,0,0
0.5187542409357125,0.504488337224908,0.49295919652484865,0.4702186321272798,0.49286504422950334,0.4975763641542573,2,3,2,0,4,0,3,3,0,1,3,4,1
0.501220663111628,0.5106234254299481,0.5150937857748907,0.4970453004857623,0.482746876235927,0.502983907204291,4,4,4,4,4,4,4,4,4,1,2,4,0
0.31578173587469527,0.4896601804922409,1.0249360323008947,0.5157061104201638,0.5759082850860218,0.563621421919942,0,0,0,0,0,0,0,0,0,2,4,3,0
0.4954454458985554,0.5095017622954991,0.49395755606135094,0.4986668659817034,0.5080952073689255,0.4984635836778078,4,4,4,4,4,4,4,4,4,3,0,0,0
0.604384140781772,0.5046998623837922,0.43245028897268967,0.5797234760331573,0.29118637444444795,0.3443510372069465,0,0,0,0,0,0,0,0,0,2,1,2,0
0.48785725909535926,0.48810648988606126,0.4972421826249018,0.4695788713765012,0.4502008334612852,0.8763395514799792,0,0,0,0,0,0,0,0,0,1,3,2,0
0.404445134176147,0.35290770589217535,0.3675236440562611,0.30279665784603826,0.6211857748765218,0.5240971279977982,0,0,0,0,0,0,0,0,0,0,2,3,0
0.504151693150638,0.5078372338700116,0.49496232576604127,0.5010388416644712,0.5105116187575017,0.5029215002314381,4,4,4,4,4,4,4,4,4,0,3,4,0
0.26923808160619667,0.09888503040332436,0.3137365126009092,0.6123798946858034,0.9120061728565241,0.5208388773481077,1,3,2,2,0,1,3,2,3,4,4,4,1
0.3678242349721228,0.35437767807772336,0.3629506516596799,0.7140969464532628,0.43816691655421913,0.5462058764164215,0,0,0,0,0,0,0,0,0,3,1,4,0
0.4184742502266277,0.5999749411880246,0.2882757217086277,0.6108224179285947,0.48917115689220936,0.33733973488971863,0,0,0,0,0,0,0,0,0,0,2,0,0
0.48896833144469987,0.7856346931066126,0.7277034740319814,0.5953887290826521,0.4525568231264992,0.5313719474211961,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42274357026040676,0.4176832401280913,0.7667590560043185,0.07266780627473851,0.3628932177552504,0.4304778208223927,0,0,0,0,0,0,0,0,0,3,2,0,0
0.5115056346683855,0.5053020266419935,0.5086326601149629,0.509780993715127,0.4968627889992735,0.4964887686000051,4,4,4,4,4,4,4,4,4,4,2,2,0
0.6055797609225643,0.6553950746627105,0.41084994948124814,0.7107492809932259,0.4723170196307388,0.5734556875722284,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49018714831633,0.5044534996841233,0.5040284227058253,0.5026290169564293,0.4777286382232021,0.5008498239804089,4,4,4,4,4,4,4,4,4,2,0,2,0
0.49404418433294695,0.4885497667614647,0.5026075499704091,0.4975535152656653,0.5012508273992268,0.4831461182180418,4,4,4,4,4,4,4,4,4,0,3,2,0
0.5571336908223952,0.5786314303450479,0.558179471305654,0.4065874860412178,0.3820043464650793,0.12005161504317524,0,0,0,0,0,0,0,0,0,0,4,3,0
