duration,src_bytes,dst_bytes,class
-2.302585092994045,241,422,0
-2.302585092994045,306,2239,0
-2.302585092994045,228,294,0
-2.302585092994045,332,2288,0
-2.302585092994045,230,501,0
-2.302585092994045,170,22133,0
-2.302585092994045,291,2486,0
-2.302585092994045,272,856,0
-2.302585092994045,196,269,0
-2.302585092994045,336,1737,0
-2.302585092994045,288,15484,0
-2.302585092994045,340,1423,0
-2.302585092994045,297,1672,0
-2.302585092994045,293,310,0
-2.302585092994045,253,1318,0
-2.302585092994045,218,2400,0
-2.302585092994045,287,7384,0
-2.302585092994045,295,2113,0
-2.302585092994045,307,1925,0
-2.302585092994045,317,855,0
-2.302585092994045,317,1484,0
-2.302585092994045,237,6090,0
-2.302585092994045,314,308,0
-2.302585092994045,206,2446,0
-2.302585092994045,232,2239,0
-2.302585092994045,260,1806,0
-2.302585092994045,200,1600,0
-2.302585092994045,279,402,0
-2.302585092994045,305,2013,0
-2.302585092994045,166,306,0
-2.302585092994045,257,4744,0
-2.302585092994045,246,316,0
-2.302585092994045,189,1598,0
-2.302585092994045,279,464,0
4.522874943261262,288,295,0
-2.302585092994045,260,419,0
-2.302585092994045,349,9788,0
-2.302585092994045,200,762,0
-2.302585092994045,328,3952,0
-2.302585092994045,186,1233,0
-2.302585092994045,227,188,0
-2.302585092994045,259,23802,0
-2.302585092994045,343,712,0
-2.302585092994045,347,3938,0
-2.302585092994045,311,7984,0
-2.302585092994045,305,9847,0
-2.302585092994045,378,2325,0
-2.302585092994045,209,872,0
-2.302585092994045,226,9284,0
-2.302585092994045,213,1612,0
-2.302585092994045,160,497,0
-2.302585092994045,333,9986,0
-2.302585092994045,211,6650,0
-2.302585092994045,192,757,0
-2.302585092994045,294,3369,0
-2.302585092994045,205,2494,0
-2.302585092994045,234,1600,0
-2.302585092994045,358,47808,0
-2.302585092994045,191,6236,0
-2.302585092994045,224,498,0
-2.302585092994045,227,356,0
-2.302585092994045,313,1496,0
-2.302585092994045,163,735,0
-2.302585092994045,211,297,0
-2.302585092994045,210,15378,0
-2.302585092994045,267,5314,0
-2.302585092994045,206,712,0
-2.302585092994045,298,351,0
-2.302585092994045,222,838,0
-2.302585092994045,260,193,0
-2.302585092994045,320,828,0
-2.302585092994045,324,6356,0
-2.302585092994045,324,478,0
-2.302585092994045,243,2069,0
-2.302585092994045,225,849,0
-2.302585092994045,369,5895,0
-2.302585092994045,203,2537,0
-2.302585092994045,189,960,0
-2.302585092994045,189,10056,0
-2.302585092994045,327,598,0
-2.302585092994045,298,4091,0
-2.302585092994045,284,2251,0
-2.302585092994045,183,10550,0
-2.302585092994045,190,1762,0
-2.302585092994045,258,45074,0
-2.302585092994045,250,285,0
-2.302585092994045,150,12946,0
-2.302585092994045,314,659,0
-2.302585092994045,237,333,0
-2.302585092994045,284,848,0
-2.302585092994045,207,1218,0
-2.302585092994045,234,2892,0
-2.302585092994045,218,60516,0
-2.302585092994045,279,3712,0
-2.302585092994045,142,461,0
-2.302585092994045,189,537,0
-2.302585092994045,352,762,0
-2.302585092994045,333,930,0
-2.302585092994045,317,862,0
-2.302585092994045,277,540,0
-2.302585092994045,250,11485,0
-2.302585092994045,315,2456,0
-2.302585092994045,322,1780,0
-2.302585092994045,222,1509,0
-2.302585092994045,287,4037,0
-2.302585092994045,240,1315,0
-2.302585092994045,211,2165,0
-2.302585092994045,303,1349,0
-2.302585092994045,291,2488,0
-2.302585092994045,293,255,0
-2.302585092994045,323,1680,0
-2.302585092994045,239,1818,0
-2.302585092994045,221,1212,0
-2.302585092994045,298,2557,0
-2.302585092994045,237,331,0
-2.302585092994045,297,430,0
-2.302585092994045,222,8292,0
-2.302585092994045,259,7761,0
-2.302585092994045,240,2936,0
-2.302585092994045,284,39911,0
-2.302585092994045,310,3222,0
-2.302585092994045,206,306,0
-2.302585092994045,201,492,0
-2.302585092994045,278,622,0
-2.302585092994045,284,127,0
-2.302585092994045,244,35446,0
-2.302585092994045,212,1255,0
-2.302585092994045,208,1499,0
-2.302585092994045,577,6134,0
-2.302585092994045,229,947,0
-2.302585092994045,215,420,0
-2.302585092994045,239,267,0
-2.302585092994045,225,270,0
-2.302585092994045,205,659,0
-2.302585092994045,314,5989,0
-2.302585092994045,309,18939,0
-2.302585092994045,318,4973,0
-2.302585092994045,224,1126,0
-2.302585092994045,237,3222,0
-2.302585092994045,212,22202,0
-2.302585092994045,213,1108,0
-2.302585092994045,234,3248,0
-2.302585092994045,165,657,0
-2.302585092994045,320,2688,0
-2.302585092994045,333,2160,0
-2.302585092994045,310,362,0
-2.302585092994045,300,2558,0
-2.302585092994045,218,798,0
-2.302585092994045,238,3222,0
-2.302585092994045,322,642,0
-2.302585092994045,225,1511,0
-2.302585092994045,271,2341,0
-2.302585092994045,231,4835,0
-2.302585092994045,176,14441,0
-2.302585092994045,210,4252,0
-2.302585092994045,291,920,0
-2.302585092994045,226,354,0
-2.302585092994045,336,1281,0
-2.302585092994045,257,486,0
-2.302585092994045,305,4073,0
-2.302585092994045,321,1173,0
-2.302585092994045,202,12887,0
-2.302585092994045,153,8244,0
-2.302585092994045,281,337,0
-2.302585092994045,283,6560,0
-2.302585092994045,273,841,0
-2.302585092994045,212,2093,0
-2.302585092994045,250,14697,0
-2.302585092994045,325,22302,0
-2.302585092994045,319,1745,0
-2.302585092994045,162,6573,0
-2.302585092994045,309,1564,0
-2.302585092994045,306,579,0
-2.302585092994045,203,1404,0
-2.302585092994045,240,1408,0
-2.302585092994045,291,670,0
-2.302585092994045,217,286,0
-2.302585092994045,229,515,0
-2.302585092994045,261,2711,0
-2.302585092994045,305,29200,0
-2.302585092994045,228,2729,0
-2.302585092994045,237,1461,0
-2.302585092994045,191,24043,0
-2.302585092994045,298,1630,0
-2.302585092994045,332,1185,0
-2.302585092994045,219,6902,0
-2.302585092994045,224,1227,0
-2.302585092994045,307,3222,0
-2.302585092994045,297,9317,0
-2.302585092994045,226,4046,0
-2.302585092994045,220,370,0
-2.302585092994045,260,1026,0
-2.302585092994045,307,684,0
-2.302585092994045,347,2004,0
-2.302585092994045,207,770,0
-2.302585092994045,322,3198,0
-2.302585092994045,299,4557,0
-2.302585092994045,295,312,0
-2.302585092994045,236,1973,0
5.176714544788788,232,260,0
-2.302585092994045,312,924,0
-2.302585092994045,188,1271,0
-2.302585092994045,149,28536,0
-2.302585092994045,203,12922,0
-2.302585092994045,202,1418,0
-2.302585092994045,249,608,0
-2.302585092994045,337,398,0
-2.302585092994045,233,420,0
-2.302585092994045,220,9872,0
-2.302585092994045,290,392,0
-2.302585092994045,295,324,0
-2.302585092994045,238,5845,0
-2.302585092994045,211,1211,0
-2.302585092994045,296,1059,0
-2.302585092994045,332,1680,0
-2.302585092994045,195,12714,0
-2.302585092994045,277,525,0
-2.302585092994045,257,12238,0
-2.302585092994045,274,6044,0
-2.302585092994045,233,2239,0
-2.302585092994045,352,1564,0
-2.302585092994045,346,164,0
-2.302585092994045,238,1425,0
-2.302585092994045,54540,8314,1
-2.302585092994045,344,274,0
-2.302585092994045,398,66,0
-2.302585092994045,226,528,0
-2.302585092994045,320,3899,0
-2.302585092994045,303,2507,0
-2.302585092994045,237,406,0
-2.302585092994045,310,701,0
-2.302585092994045,192,22458,0
-2.302585092994045,194,784,0
