attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,out
0.8085836490001759,0.597456646815396,0.67561646436238,0.5149321065781136,0.48632065341374864,0.447627193176061,0,3,3,4,3,2,3,0,0,1
0.48381197332952,0.42976434672979125,0.4451039902690867,0.3184337762057053,0.4930233799402933,0.3652216947529508,0,0,0,0,0,0,0,0,0,0
0.45126435743545246,0.5608272942598417,0.6937751378309426,0.5839469181424399,0.4779416893490911,0.6380908139487326,4,4,4,4,4,4,4,4,4,0
0.3684617870432043,0.38230709610187324,0.5345100663275063,0.24796811480718672,0.5314462580997595,0.28512008765357316,0,0,0,0,0,0,0,0,0,0
0.47397880060452924,0.30061195719693096,0.4601129428089719,0.4444228030363654,0.322239341496395,0.27134073153441196,0,0,0,0,0,0,0,0,0,0
0.6162123470791332,0.6278243728931896,0.6621660973246338,0.6034528234239013,0.5498760546300867,0.5021619408367612,4,4,4,4,4,4,4,4,4,0
0.40991512742151753,0.36793929696358885,0.3105049604480944,0.4115365139794781,0.47546096286653994,0.48627171152163623,0,0,0,0,0,0,0,0,0,0
0.3644529060079157,0.2803641410227517,0.5073202336689303,0.3049395788595255,0.20191721984736255,0.5425974896548309,4,4,1,1,4,0,2,2,4,1
0.27289315620426335,0.3202640010804244,0.39975352130548114,0.3491078470854317,0.5869117199861005,0.5228317574999759,0,0,0,0,0,0,0,0,0,0
0.5910034217040587,0.6941384168867085,0.45461388281632853,0.49822160638159274,0.579770683937335,0.73297485420364,4,4,4,4,4,4,4,4,4,0
0.5184095876006909,0.5265964038856837,0.5985968758274984,0.6495091511353079,0.5098309994692451,0.7301484393827813,4,4,4,4,4,4,4,4,4,0
0.5127951684148455,0.5650852924752817,0.6455381657960217,0.5085742364699163,0.5540092007750963,0.692706528714542,4,4,4,4,4,4,4,4,4,0
0.47100787355546553,0.4065044964196814,0.29866616248365396,0.3426651871436741,0.44030985380306725,0.3949128904364999,0,0,0,0,0,0,0,0,0,0
0.5548329336349392,0.3534073465369761,0.5280519994831769,0.48261997112541344,0.2861827951288394,0.37045851765922433,0,0,0,0,0,0,0,0,0,0
0.406364687346963,0.3946899172831169,0.4827195469996299,0.35264705675471847,0.513938961098079,0.3433346677040149,0,0,0,0,0,0,0,0,0,0
0.2716667730105567,0.5128346194342663,0.536073814840976,0.5072616523494389,0.5056913102398505,0.3529960809960041,0,0,0,0,0,0,0,0,0,0
0.3770513641442564,0.2963143274827673,0.45623207268995647,0.3498367400236511,0.2283682028233388,0.5267833637850406,0,0,0,0,0,0,0,0,0,0
0.3371718350231568,0.4207172009665722,0.43977132865901936,0.3093740723146206,0.4807708108429977,0.28252884564860603,0,0,0,0,0,0,0,0,0,0
0.5602502568147392,0.4926745296744727,0.6687719301045854,0.5446409207168783,0.7557642210442033,0.6806400087575276,4,4,4,4,4,4,4,4,4,0
0.7580818505467513,0.47090813223586026,0.6583503543566266,0.6310220879057835,0.6652909185850894,0.5978547339816787,4,4,4,4,4,4,4,4,4,0
0.4834975481000747,0.5757935677042972,0.5822172154925751,0.4952076064574706,0.5376032225475791,0.6775725808116967,4,4,4,4,4,4,4,4,4,0
0.5761228345059453,0.528979797408378,0.5132536613326215,0.5366973439896513,0.6711534459048649,0.7520173688874874,4,4,4,4,4,4,4,4,4,0
0.4008038621071235,0.4370446300289645,0.5712989270170571,0.4201181909338979,0.3394787320425871,0.3968261403946022,0,0,0,0,0,0,0,0,0,0
0.638460430207483,0.47811615227999515,0.5264201383516972,0.6992965413611296,0.5796731589750761,0.6492663065633953,4,4,4,4,4,4,4,4,4,0
0.38770159746794197,0.499740171461631,0.4161519124962071,0.47288019023957617,0.42585169399554684,0.34950954236143544,0,0,0,0,0,0,0,0,0,0
0.6622300013471171,0.634313199462487,0.5069462038902759,0.6815609497087362,0.72607118693169,0.5722165678029656,4,4,4,4,4,4,4,4,4,0
0.34871353012704037,0.4160929741553087,0.3498612029513093,0.5072043413846727,0.28174336421265767,0.3726565818322645,0,0,0,0,0,0,0,0,0,0
0.5301998139752144,0.7137058646878359,0.6578194556926071,0.5812698722007894,0.6658100947414028,0.6311754278086061,4,4,4,4,4,4,4,4,4,0
0.4552187779338544,0.3895067301853806,0.4911389257237623,0.42448853423028143,0.1445777921740935,0.4591823152074244,0,0,0,0,0,0,0,0,0,0
0.4901001423072996,0.450432660393365,0.31328382002387,0.4845511379183379,0.40706131484759067,0.49548200943398957,0,0,0,0,0,0,0,0,0,0
0.31600468827239564,0.4861275784550017,0.4297958271307434,0.4808447299180208,0.30043984444230293,0.3417938792249618,0,0,0,0,0,0,0,0,0,0
0.6776645555874399,0.49453776066919514,0.44761193563918455,0.6912492723411497,0.7875328564112773,0.6614850010564237,4,4,4,4,4,4,4,4,4,0
0.2131965108074022,0.47823171066690096,0.533920588204958,0.401658894304731,0.3565575073240194,0.32222679183266506,0,0,0,0,0,0,0,0,0,0
0.5921716988720184,0.487430042441904,0.6069977737356198,0.6128834288508564,0.6763449618712049,0.5346306750431963,4,4,4,4,4,4,4,4,4,0
0.4291058825843035,0.2666139776254093,0.36791246811179495,0.27347525080175966,0.3251118708849007,0.5031265035787837,0,0,0,0,0,0,0,0,0,0
0.6381737008174665,0.7272422177776829,0.5251095430848427,0.5329455209645398,0.5091953556013677,0.46293808444169776,4,4,4,4,4,4,4,4,4,0
0.6128566499363086,0.601195503734459,0.4436239354545883,0.5519612730100365,0.5559101764014895,0.5552349201106737,4,4,4,4,4,4,4,4,4,0
0.7099263129862273,0.672687444265836,0.625509215622523,0.6042326376524508,0.6998153647838836,0.6124513894021882,4,4,4,4,4,4,4,4,4,0
0.6828495704875888,0.6123001012893606,0.5106570506201159,0.5985572443200854,0.6410577221198254,0.6479726772699494,4,4,4,4,4,4,4,4,4,0
0.38685519667867585,0.3664955062346155,0.485795209711222,0.5089939874195792,0.34374793100478024,0.3155116686842542,0,0,0,0,0,0,0,0,0,0
0.4174156701131309,0.28793240059760883,0.30405896834360735,0.44364420343968175,0.4082332333194502,0.4141941760805246,0,0,0,0,0,0,0,0,0,0
0.41037192357569374,0.27895413838591676,0.36125825981004567,0.47448137421995995,0.464732527062742,0.3887949185545954,0,0,0,0,0,0,0,0,0,0
0.6930088515833214,0.6554431616479958,0.5149554423772693,0.7461278605802889,0.6127027919150564,0.6361556614898177,4,4,4,4,4,4,4,4,4,0
0.6454571942250453,0.5541160190618373,0.7209218884564547,0.550929107828291,0.4979211142860968,0.5912231798569434,4,4,4,4,4,4,4,4,4,0
0.66523226491134,0.5500170963147767,0.5957377278765928,0.5681977704082248,0.5422670441197458,0.6766726852203222,4,4,4,4,4,4,4,4,4,0
0.5867396905381098,0.46346215152736336,0.5102187448005813,0.6694080110152499,0.5863622192439644,0.6314627839252563,4,4,4,4,4,4,4,4,4,0
0.47987875139597524,0.5359757753293867,0.6060179641017124,0.6754277962352554,0.6854753323329578,0.6108110290343162,4,4,4,4,4,4,4,4,4,0
0.33338624903064407,0.31045605449071345,0.34440436875809216,0.4262109632177015,0.4190005487767868,0.5156286913088953,0,0,0,0,0,0,0,0,0,0
0.5100399645383171,0.46594897926496087,0.658876515931236,0.6402422166997561,0.38251589946458575,0.4035538710285481,2,2,0,2,3,1,1,0,1,1
0.49314113851732266,0.5260863044842801,0.713544335866707,0.6791343344354802,0.5804652846709891,0.5753832562157056,4,4,4,4,4,4,4,4,4,0
0.437594426664655,0.47841976218079896,0.3260459819517101,0.42520050790016883,0.25702249505952446,0.3151127058579184,0,0,0,0,0,0,0,0,0,0
0.584851818432036,0.5454359293806542,0.622203197995764,0.33545693468653065,0.6274801366422821,0.4182578580540304,0,0,2,4,1,4,2,1,4,1
0.3416503853829154,0.3200531111629531,0.43669631754399485,0.30650725607140883,0.4304317953409837,0.4076034315045733,0,0,0,0,0,0,0,0,0,0
0.3934238849041874,0.28625839790131324,0.45553192253204755,0.3663149919628423,0.39698863768337017,0.4031396071189506,0,0,0,0,0,0,0,0,0,0
0.4570059516731048,0.5338457211367547,0.5352346940818961,0.6381793663150249,0.5182235441343872,0.6380284836235852,4,4,4,4,4,4,4,4,4,0
0.28250694393596154,0.43534472170954386,0.42124892477017295,0.326093137878765,0.4225639925394713,0.4832003007512487,0,0,0,0,0,0,0,0,0,0
0.49365322288400604,0.4232585848009869,0.3932868980530728,0.45052720913888555,0.41229840114497823,0.26703393478681886,0,0,0,0,0,0,0,0,0,0
0.41248602524664674,0.5426103465614136,0.3413116120166414,0.3353481847348463,0.4559766056129863,0.3189268013656602,0,0,0,0,0,0,0,0,0,0
0.5476345663205404,0.615704408636485,0.5036153457669564,0.5768074317420316,0.6306183693531061,0.554442787885783,4,4,4,4,4,4,4,4,4,0
0.576834657614393,0.6436219661477507,0.6259688006282016,0.6549299258155792,0.5649686652273261,0.6224938533648355,4,4,4,4,4,4,4,4,4,0
0.30177946851223353,0.3378315125263396,0.3468859572817229,0.49511137000680283,0.3209487135350437,0.33217834431484317,0,0,0,0,0,0,0,0,0,0
0.512477879207692,0.3398379164914936,0.3213051779293081,0.3780916122670555,0.39546771951707843,0.34060087950209944,0,0,0,0,0,0,0,0,0,0
0.4440870637895239,0.4819359882808322,0.4352495179063324,0.3206894811024862,0.44271837672197956,0.3747191826053107,0,0,0,0,0,0,0,0,0,0
0.34566508473829416,0.32639350168642134,0.363065015288606,0.3755880304164149,0.47678488005886555,0.5183440204372901,0,0,0,0,0,0,0,0,0,0
0.6230206932568287,0.7097846753747384,0.45244260339456466,0.5867925863790115,0.6297087603816154,0.6237018131859438,4,4,4,4,4,4,4,4,4,0
0.43255510866549357,0.43673825337525884,0.3765481876829522,0.20629674357027156,0.3168250243591598,0.35239302598640737,0,0,0,0,0,0,0,0,0,0
0.5467763395628471,0.6415844908031627,0.6614498798547047,0.559126233665618,0.5526468734840598,0.5823631162909674,4,4,4,4,4,4,4,4,4,0
0.3510091027010105,0.3852888213154428,0.36634851706322535,0.46362470945178574,0.3325015834842908,0.3618503200086076,0,0,0,0,0,0,0,0,0,0
0.5221539352188839,0.5770270055247687,0.5978860165063277,0.4081149522218828,0.45522586427873435,0.5637653328072343,4,4,4,4,4,4,4,4,4,0
0.7321108154295032,0.714592772287707,0.5607745009496115,0.41034228366626296,0.6941160675133972,0.5739910432527746,4,4,4,4,4,4,4,4,4,0
0.6615533434807588,0.7279964898434476,0.529115898454923,0.5853388962725455,0.6834527325065523,0.6105486731739296,4,4,4,4,4,4,4,4,4,0
0.4778403201775271,0.5084752198599215,0.3481220813738801,0.36074197549150255,0.3420415110095373,0.5003388037756695,0,0,0,0,0,0,0,0,0,0
0.395269023364503,0.42451211265576105,0.2778332338837119,0.4134986247004647,0.39440973502636956,0.3622946233817523,0,0,0,0,0,0,0,0,0,0
0.4311936799517731,0.40716063554558923,0.1938051202026973,0.3182007543882159,0.4116199600760191,0.36455157773064306,0,0,0,0,0,0,0,0,0,0
0.6112764321355973,0.5156611398584442,0.5583749912620979,0.5819469677606672,0.6247027374131912,0.5573836965399978,4,4,4,4,4,4,4,4,4,0
0.524999299645001,0.6691892998598155,0.5314729214641342,0.6014657967896917,0.6512908342791255,0.48010026994416777,4,4,4,4,4,4,4,4,4,0
0.34712998731260636,0.2599100951804785,0.4826876678995782,0.3550648428500478,0.5266910647227102,0.4466799245294408,0,0,0,0,0,0,0,0,0,0
0.6692412516904493,0.6184944966257527,0.475808915828514,0.5688872454311003,0.6109251957278523,0.600728707070878,4,4,4,4,4,4,4,4,4,0
0.5775986255797432,0.6409696545266504,0.7040950303836307,0.6047698249891312,0.6166370755216192,0.605985715423186,4,4,4,4,4,4,4,4,4,0
0.4459303100388191,0.30746044698005626,0.29927948039052216,0.2109704243140698,0.3603953298341746,0.47786419496776944,0,0,0,0,0,0,0,0,0,0
0.4617482391755018,0.1736946845019054,0.5366090684773162,0.47978374545244534,0.5038873323914638,0.38405978770799043,4,4,1,2,4,2,3,3,1,1
0.3992818194992191,0.432863042484198,0.5742586713990536,0.4150326556785264,0.34979836196268166,0.4275061544573519,0,0,0,0,0,0,0,0,0,0
0.45474802628501954,0.5501627958912774,0.2523963968106123,0.4186853002633133,0.3791717289173925,0.2678251823940161,0,0,0,0,0,0,0,0,0,0
0.4418147334956789,0.4685274127850479,0.5880822906373937,0.3699372607867759,0.21428546830452963,0.37004310615594904,0,0,0,0,0,0,0,0,0,0
0.8052471046359619,0.49699762366257033,0.5602479201207823,0.7055907032446757,0.6268725409725855,0.500573992095947,4,4,4,4,4,4,4,4,4,0
0.42256719861276704,0.3596326905876282,0.3567767227383869,0.5248702705104629,0.3242286884057388,0.3769055338229408,0,0,0,0,0,0,0,0,0,0
0.533097054173295,0.6162229349502214,0.6373761463976122,0.5692210071926386,0.5196937593105662,0.6349989767372369,4,4,4,4,4,4,4,4,4,0
0.4321840949386727,0.2695310482345262,0.5022219984231017,0.5196936809976039,0.410502792697065,0.3614400735460881,0,0,0,0,0,0,0,0,0,0
0.6189841639401268,0.6794652857479273,0.570948907637547,0.6605527079336898,0.5754679879067491,0.5108790253677039,4,4,4,4,4,4,4,4,4,0
0.6043320665256038,0.6805006940692437,0.5083899123654004,0.5736853319184976,0.616854950623632,0.6606978824002343,4,4,4,4,4,4,4,4,4,0
0.3852167838657932,0.48350320388154533,0.18775660485016626,0.34753616269242055,0.3811539504689061,0.29189494327366466,0,0,0,0,0,0,0,0,0,0
0.5520558397824162,0.5802298059741873,0.4969772252215965,0.5891927607187578,0.5387157445260897,0.512976091178817,4,4,4,4,4,4,4,4,4,0
0.47045332772300785,0.25564515540445987,0.36960989126658783,0.37072735315414657,0.46014672698450554,0.27335004565387866,0,0,0,0,0,0,0,0,0,0
0.6682035267063693,0.555004299334757,0.4491155271328397,0.4387976378502483,0.550681657131474,0.5452631257379125,4,4,4,4,4,4,4,4,4,0
0.44581329738908737,0.3842616554859288,0.31700705993883765,0.3193149638830079,0.4102754298734904,0.46756987730985144,0,0,0,0,0,0,0,0,0,0
0.667227988399154,0.6110184308604237,0.5004637887744243,0.7628896124525103,0.5835674038078301,0.6633539859783791,4,4,4,4,4,4,4,4,4,0
0.6018582674374369,0.5822080601031244,0.5515909382426097,0.6547597855666306,0.5667392821906435,0.5376688849733426,4,4,4,4,4,4,4,4,4,0
0.4975712571569584,0.5863793060460881,0.3088270333300899,0.4921418817640758,0.4189106739723951,0.23822817729909695,0,0,0,0,0,0,0,0,0,0
0.5492960387277367,0.6507548052804176,0.7145374367016579,0.4449842348931918,0.4751490917843496,0.5950374433084697,4,4,4,4,4,4,4,4,4,0
0.42112450732276757,0.4823104957133756,0.4428002237172167,0.4599168951197522,0.3920359825643885,0.45047671400315603,0,0,0,0,0,0,0,0,0,0
0.37002738433638355,0.3375070995315029,0.44518505255762475,0.33150096440216814,0.28869411534822503,0.2089211584003793,0,0,0,0,0,0,0,0,0,0
0.3329690129617478,0.32763052854722596,0.5419232399287464,0.4227694416960284,0.383391710917495,0.3527080761851435,0,0,0,0,0,0,0,0,0,0
0.6677589424338982,0.6356277634374079,0.6226570699664558,0.5449193491296354,0.6965117389113277,0.6177169476145619,4,4,4,4,4,4,4,4,4,0
0.3475502560601243,0.31756748812818214,0.36052817282517824,0.20306448709615102,0.39403057795933466,0.4143555363164485,0,0,0,0,0,0,0,0,0,0
0.6647116943771204,0.5803856244557101,0.4350987000523818,0.6922671183883822,0.7150993008076154,0.5547426902594628,4,4,4,4,4,4,4,4,4,0
0.28868286905432217,0.41384912865064183,0.35085739991165915,0.4557924760547545,0.4386507148917164,0.4626837239406624,0,0,0,0,0,0,0,0,0,0
0.6846815209107722,0.5990989764961767,0.5575012853623662,0.5097471801350164,0.5747705672380513,0.5727529323739498,4,4,4,4,4,4,4,4,4,0
0.5779912743035752,0.5974224490028605,0.7068770623519709,0.5973253478327649,0.7294272225245984,0.5655826790275287,4,4,4,4,4,4,4,4,4,0
0.484679814047531,0.4751801211286668,0.28545355900757646,0.4578670446732464,0.4280815083289245,0.41750541156894455,0,0,0,0,0,0,0,0,0,0
0.5951958335151211,0.679854292746611,0.5426719969039707,0.6242452314831217,0.613820288687883,0.5157406363418158,4,4,4,4,4,4,4,4,4,0
0.5135994492888651,0.39014242363714086,0.49373195946875714,0.43615470984521826,0.2731936309442964,0.2305714675099587,0,0,0,0,0,0,0,0,0,0
0.510141430763779,0.4542547094934222,0.3858171582450104,0.42206704443259063,0.4456633607522717,0.4608252497415318,0,0,0,0,0,0,0,0,0,0
0.3253212396406916,0.31779947888973864,0.40463737374911474,0.38223598900660694,0.3238576216652005,0.43729366964286803,0,0,0,0,0,0,0,0,0,0
0.43489349135494065,0.3255952507002883,0.31060624482362215,0.48840546330033563,0.42915349781933937,0.6008256839556686,0,0,0,0,0,0,0,0,0,0
0.5557984306949266,0.6315174069125121,0.6260977843466762,0.583178429023882,0.679658990079434,0.5338690369157949,4,4,4,4,4,4,4,4,4,0
0.5220269202218769,0.5632282558212736,0.5907423830459211,0.6882785799381387,0.5966758289517388,0.540361071999766,4,4,4,4,4,4,4,4,4,0
0.23743267159211662,0.36012741882536725,0.47031601163217174,0.33777091460482533,0.48242078828129514,0.4958512166918636,0,0,0,0,0,0,0,0,0,0
0.45940897584437723,0.26901133934814425,0.4240833304533593,0.4445508554424064,0.36722863434505665,0.3952711364883883,0,0,0,0,0,0,0,0,0,0
0.5591874367552939,0.4892399287204997,0.463445391019092,0.3887447639438475,0.2587155235950108,0.442226706472327,0,0,0,0,0,0,0,0,0,0
0.6116972920044011,0.4700174237846605,0.4798949802765647,0.6490123825443744,0.7996955495405618,0.5728503795444252,4,4,4,4,4,4,4,4,4,0
0.3637573549314376,0.28546642282358337,0.3895946546394161,0.3122043672431289,0.429818864757285,0.4178278004710745,0,0,0,0,0,0,0,0,0,0
0.6382253614339024,0.6261915121596529,0.582720232328521,0.5715881963386494,0.6340200837156265,0.47785795211823817,4,4,4,4,4,4,4,4,4,0
0.5556887315991577,0.655739421198837,0.64906722427545,0.5573470200975649,0.6512485625364893,0.5816213799120727,4,4,4,4,4,4,4,4,4,0
0.3030471113627655,0.366781235666777,0.43388688018841054,0.3948325400106035,0.381810877566367,0.5832423675331642,0,0,0,0,0,0,0,0,0,0
0.4224356452609916,0.5463381914575467,0.4118072440089347,0.4724101536921287,0.16667368134099658,0.2682923148958183,0,1,0,2,2,2,4,3,4,1
0.33460818864458175,0.3284797450924952,0.5059751870386427,0.42157443978847187,0.31760072848836884,0.39374530286384535,0,0,0,0,0,0,0,0,0,0
0.273443114445149,0.5065993728877458,0.4239137220121524,0.36914147133885794,0.30253380629268145,0.4340437096855284,0,0,0,0,0,0,0,0,0,0
0.6474863288636902,0.5484148854465691,0.5449430528158087,0.8121327980996544,0.6669106333386887,0.6740821382798243,4,4,4,4,4,4,4,4,4,0
0.41654118654044037,0.6232343269577114,0.6545790803480146,0.6952000527193439,0.5544627913169543,0.6038988461246076,4,4,4,4,4,4,4,4,4,0
0.33031815964497874,0.3199514426036794,0.33220785101001543,0.20929340181186382,0.31801578131123637,0.4254179131681725,0,0,0,0,0,0,0,0,0,0
0.35376963943286716,0.37779315707777605,0.478288454774155,0.3667260473821159,0.5228326866807775,0.2982800774080744,0,0,0,0,0,0,0,0,0,0
0.6423533517177884,0.656529616661566,0.5168026184232248,0.674116961069671,0.36654594556055065,0.4071707117955813,2,3,0,1,4,0,0,2,0,1
0.47464907879867124,0.39985864079471145,0.438083081184028,0.3001046689611056,0.3732278263917029,0.3883516487478702,0,0,0,0,0,0,0,0,0,0
0.5913237776078974,0.5495411751393512,0.6178439592458035,0.5458410245234856,0.8148767849813184,0.6825165120177736,4,4,4,4,4,4,4,4,4,0
0.5114641998959762,0.4900282972058724,0.6292160755012087,0.5847466931583895,0.6319233574695626,0.5906056454500304,4,4,4,4,4,4,4,4,4,0
0.7641251455709673,0.5131821151769357,0.6910616495705038,0.45071756397914703,0.6567195676352886,0.6255995333548792,4,4,4,4,4,4,4,4,4,0
0.6083523698230242,0.543560947627488,0.4746508279164612,0.49201192035500646,0.5026012896443801,0.669931265978098,4,4,4,4,4,4,4,4,4,0
0.61097781117193,0.5813747833824024,0.5875428856020366,0.49094964059530893,0.645857526904639,0.7240965825689891,4,4,4,4,4,4,4,4,4,0
0.5216650464184579,0.5812497403041439,0.4417331470721143,0.6253075594846528,0.6295209397641147,0.5568673462299895,4,4,4,4,4,4,4,4,4,0
0.4065107016495909,0.4332365651912369,0.43392330813302515,0.24118831157541018,0.14825152669999508,0.505792999049519,3,3,0,2,3,3,3,4,0,1
0.3369582675151128,0.17495141492075883,0.4236332075375803,0.4267410084757664,0.4458318260530692,0.4974447110982205,0,0,0,0,0,0,0,0,0,0
0.29219967268233776,0.2592605094306515,0.49753341402941886,0.39738714663305535,0.6215212748809176,0.4556619738106007,2,3,4,4,4,3,1,3,1,1
0.5656553155933901,0.393083116050961,0.2597510784900293,0.3614994748084557,0.3458608793244349,0.3445473506043908,0,0,0,0,0,0,0,0,0,0
0.5318181561603397,0.6389891765533792,0.577987706137697,0.5816154618018533,0.5074070875913127,0.6752858687192081,4,4,4,4,4,4,4,4,4,0
0.38275083342701804,0.5247385046921396,0.3209158108868515,0.4988622582737139,0.5335544401654365,0.3156358118078676,0,0,0,0,0,0,0,0,0,0
0.4400890670470351,0.37820331788635503,0.38332305325473975,0.36222077589530816,0.34138638933389026,0.3021120658592048,0,0,0,0,0,0,0,0,0,0
0.5180105411377257,0.5748449809067006,0.5039583290070418,0.4988042532056831,0.5156810994129146,0.6793774086362132,4,4,4,4,4,4,4,4,4,0
0.5550547475810171,0.3749737451824459,0.41349001232226507,0.5294206758990088,0.48607915720949096,0.3840106044399477,0,0,0,0,0,0,0,0,0,0
0.6483428821304699,0.542531697175291,0.4778098292195129,0.44097433766157257,0.5323764285317885,0.5837359545854373,4,4,4,4,4,4,4,4,4,0
0.4441371624019527,0.5029676722847813,0.3839990155927166,0.2761145076804659,0.3082798723244502,0.3858544291864767,0,0,0,0,0,0,0,0,0,0
0.3854600593775033,0.4221670730022931,0.3507000152158925,0.4877875495869927,0.5036002763146179,0.2931576909195201,0,0,0,0,0,0,0,0,0,0
0.29977808880635015,0.44720209221221924,0.33702611709256847,0.3733115642633826,0.5194871884449547,0.47285216092330756,0,0,0,0,0,0,0,0,0,0
0.5839742606823697,0.7033501057374234,0.5222098768777446,0.6204771782717141,0.616639452322586,0.510315260041263,4,4,4,4,4,4,4,4,4,0
